Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Condition
Human,14,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2470,0.582,1,Filled
Human,14,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2471,0.834,1.1,Filled
Human,14,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2472,0.348,0.6,Filled
Human,14,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2473,0.077,0.2,Filled
Human,14,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2474,0.834,1,Filled
Human,14,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2475,0.203,0.325,Filled
Human,14,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2476,1.065,1.05,Filled
Human,14,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2477,0.461,0.38,Filled
Human,14,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2478,0.461,0.87,Filled
Human,14,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2479,1.065,1.075,Filled
Human,14,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2480,0.348,0.55,Filled
Human,14,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2481,1.065,0.99,Filled
Human,14,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2482,0.348,0.65,Filled
Human,15,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2483,0.077,0.06,Filled
Human,15,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2484,0.461,0.08,Filled
Human,15,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2485,0.203,0.08,Filled
Human,15,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2486,0.077,0.06,Filled
Human,15,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2487,0.077,0.06,Filled
Human,15,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2488,0.767,0.8,Filled
Human,15,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2489,0.767,1,Filled
Human,15,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2490,0.767,1,Filled
Human,15,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2491,0.582,0.5,Filled
Human,15,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2492,0.834,1,Filled
Human,15,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2493,0.203,0.4,Filled
Human,15,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2494,0.582,0.52,Filled
Human,15,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2495,0.834,0.64,Filled
Human,15,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2496,0.348,0.215,Filled
Human,15,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2497,0.203,0.09,Filled
Human,15,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2498,1.065,1.25,Filled
Human,15,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2499,1.183,1.25,Filled
Human,15,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2500,0.958,1.1,Filled
Human,15,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2501,1.065,1.2,Filled
Human,15,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2502,0.834,1.2,Filled
Human,15,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2503,0.461,0.5,Filled
Human,15,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2504,1.183,0.98,Filled
Human,15,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2505,0.958,0.96,Filled
Human,15,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2506,0.203,0.06,Filled
Human,15,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2507,0.077,0.055,Filled
Human,15,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2508,0.077,0.05,Filled
Human,15,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2509,1.065,1,Filled
Human,15,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2510,0.582,0.56,Filled
Human,15,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2511,0.348,0.24,Filled
Human,15,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2512,1.183,1.1,Filled
Human,15,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2513,0.203,0.075,Filled
Human,15,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2514,0.461,0.1,Filled
Human,15,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2515,0.767,0.3,Filled
Human,15,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2516,1.183,1.1,Filled
Human,15,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2517,0.834,1.1,Filled
Human,15,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2518,0.958,1.1,Filled
Human,15,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2519,1.065,1.15,Filled
Human,15,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2520,0.461,0.86,Filled
Human,15,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2521,1.183,1.25,Filled
Human,15,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2522,1.065,1.25,Filled
Human,15,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2523,0.582,0.4,Filled
Human,15,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2524,0.348,0.1,Filled
Human,15,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2525,0.582,0.5,Filled
Human,15,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2526,0.767,0.3,Filled
Human,15,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2527,0.834,0.43,Filled
Human,15,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2528,0.348,0.2,Filled
Human,15,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2529,0.958,1.25,Filled
Human,15,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2530,0.461,0.6,Filled
Human,15,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2531,0.348,0.1,Filled
Human,15,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2532,0.958,1.25,Filled
Human,16,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2533,0.834,0.7,Filled
Human,16,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2534,0.958,1.05,Filled
Human,16,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2535,1.183,1.075,Filled
Human,16,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2536,0.461,0.965,Filled
Human,16,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2537,0.077,0.205,Filled
Human,16,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2538,1.183,0.35,Filled
Human,16,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2539,0.348,0.42,Filled
Human,16,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2540,0.203,0.18,Filled
Human,16,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2541,0.834,0.435,Filled
Human,16,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2542,1.065,0.55,Filled
Human,16,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2543,1.065,0.63,Filled
Human,16,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2544,0.203,0.185,Filled
Human,16,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2545,0.582,0.325,Filled
Human,16,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2546,0.461,0.265,Filled
Human,16,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2547,0.582,0.24,Filled
Human,16,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2548,0.958,0.52,Filled
Human,16,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2549,0.348,0.24,Filled
Human,16,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2550,1.065,0.325,Filled
Human,16,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2551,0.767,0.25,Filled
Human,16,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2552,0.461,0.2,Filled
Human,16,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2553,0.077,0.076,Filled
Human,16,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2554,0.582,0.155,Filled
Human,16,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2555,0.767,0.155,Filled
Human,16,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2556,1.183,0.18,Filled
Human,16,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2557,1.183,0.205,Filled
Human,16,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2558,0.203,0.13,Filled
Human,16,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2559,0.582,0.22,Filled
Human,16,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2560,0.582,0.285,Filled
Human,16,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2561,0.767,0.36,Filled
Human,16,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2562,1.065,0.42,Filled
Human,16,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2563,0.958,0.305,Filled
Human,16,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2564,1.183,0.4,Filled
Human,16,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2565,0.767,0.405,Filled
Human,16,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2566,0.203,0.08,Filled
Human,16,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2567,1.065,0.365,Filled
Human,16,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2568,0.767,0.455,Filled
Human,16,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2569,0.077,0.065,Filled
Human,16,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2570,0.203,0.055,Filled
Human,16,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2571,0.077,0.05,Filled
Human,16,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2572,0.461,0.102,Filled
Human,16,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2573,0.077,0.08,Filled
Human,16,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2574,0.461,0.205,Filled
Human,16,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2575,0.834,0.225,Filled
Human,16,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2576,0.834,0.265,Filled
Human,16,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2577,0.834,0.35,Filled
Human,16,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2578,0.958,0.3,Filled
Human,16,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2579,0.348,0.25,Filled
Human,16,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2580,0.348,0.205,Filled
Human,16,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2581,0.348,0.2,Filled
Human,16,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2582,0.958,0.315,Filled
Human,17,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2583,0.767,0.8,Filled
Human,17,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2584,0.582,0.7,Filled
Human,17,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2585,0.461,0.5,Filled
Human,17,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2586,0.958,1.1,Filled
Human,17,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2587,0.077,0.05,Filled
Human,17,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2588,0.077,0.05,Filled
Human,17,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2589,0.203,0.08,Filled
Human,17,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2590,0.203,0.1,Filled
Human,17,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2591,1.065,1.05,Filled
Human,17,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2592,0.461,0.25,Filled
Human,17,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2593,0.834,0.7,Filled
Human,17,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2594,0.834,0.8,Filled
Human,17,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2595,0.767,0.75,Filled
Human,17,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2596,0.582,0.4,Filled
Human,17,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2597,0.582,0.45,Filled
Human,17,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2598,1.065,0.11,Filled
Human,17,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2599,0.203,0.08,Filled
Human,17,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2600,0.348,0.07,Filled
Human,17,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2601,0.834,0.85,Filled
Human,17,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2602,0.077,0.05,Filled
Human,17,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2603,1.065,1.05,Filled
Human,17,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2604,0.834,0.85,Filled
Human,17,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2605,0.767,0.7,Filled
Human,17,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2606,1.183,1.1,Filled
Human,17,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2607,0.582,0.35,Filled
Human,17,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2608,0.834,0.65,Filled
Human,17,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2609,0.077,0.05,Filled
Human,17,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2610,1.183,1.15,Filled
Human,17,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2611,0.582,0.28,Filled
Human,17,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2612,1.065,0.78,Filled
Human,17,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2613,0.767,0.38,Filled
Human,17,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2614,0.461,0.25,Filled
Human,17,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2615,0.077,0.05,Filled
Human,17,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2616,0.348,0.12,Filled
Human,17,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2617,0.767,0.6,Filled
Human,17,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2618,1.183,1.2,Filled
Human,17,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2619,0.958,1.1,Filled
Human,17,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2620,0.348,0.15,Filled
Human,17,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2621,1.065,0.6,Filled
Human,17,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2622,0.348,0.18,Filled
Human,17,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2623,0.203,0.15,Filled
Human,17,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2624,0.461,0.2,Filled
Human,17,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2625,0.461,0.38,Filled
Human,17,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2626,1.183,1.05,Filled
Human,17,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2627,0.203,0.09,Filled
Human,17,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2628,0.958,0.9,Filled
Human,17,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2629,0.348,0.2,Filled
Human,17,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2630,0.958,0.75,Filled
Human,17,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2631,1.183,1,Filled
Human,17,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2632,0.958,0.95,Filled
Human,18,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2633,0.582,0.5,Filled
Human,18,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2634,0.767,1.25,Filled
Human,18,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2635,1.183,1.25,Filled
Human,18,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2636,0.767,1,Filled
Human,18,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2637,0.203,0.1,Filled
Human,18,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2638,0.348,0.2,Filled
Human,18,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2639,0.461,0.6,Filled
Human,18,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2640,0.348,0.5,Filled
Human,18,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2641,0.582,0.75,Filled
Human,18,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2642,0.348,0.6,Filled
Human,18,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2643,0.077,0.05,Filled
Human,18,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2644,0.582,0.5,Filled
Human,18,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2645,1.183,1.25,Filled
Human,18,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2646,0.834,1,Filled
Human,18,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2647,0.461,0.75,Filled
Human,18,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2648,1.065,1.25,Filled
Human,18,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2649,0.958,1.1,Filled
Human,18,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2650,0.077,0.05,Filled
Human,18,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2651,0.767,1,Filled
Human,18,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2652,0.834,1,Filled
Human,18,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2653,0.767,0.75,Filled
Human,18,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2654,0.203,0.2,Filled
Human,18,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2655,0.767,1,Filled
Human,18,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2656,0.834,1,Filled
Human,18,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2657,0.461,0.5,Filled
Human,18,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2658,0.582,0.5,Filled
Human,18,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2659,1.183,1.25,Filled
Human,18,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2660,0.203,0.1,Filled
Human,18,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2661,1.065,0.75,Filled
Human,18,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2662,0.203,0.1,Filled
Human,18,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.2663,1.183,1,Filled
