Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,VideoType
Human,14,13,1,55,Audiovisual,TE,1,1,0.4,Campus and outside
Human,14,13,1,56,Audiovisual,TE,24,24,6,Office and cafe
Human,14,13,1,57,Audiovisual,TE,12,12,3,Office and cafe
Human,14,13,1,58,Audiovisual,TE,48,48,12,Office and cafe
Human,14,13,1,59,Audiovisual,TE,48,48,15,Office and cafe
Human,14,13,1,60,Audiovisual,TE,32,32,11,City
Human,14,13,1,61,Audiovisual,TE,24,24,5,Campus and outside
Human,14,13,1,62,Audiovisual,TE,12,12,3,Office and cafe
Human,14,13,1,63,Audiovisual,TE,4,4,1,Campus and outside
Human,14,13,1,64,Audiovisual,TE,1,1,0.6,Office and cafe
Human,14,13,1,65,Audiovisual,TE,2,2,0.4,Office and cafe
Human,14,13,1,66,Audiovisual,TE,3,3,0.4,City
Human,14,13,1,67,Audiovisual,TE,3,3,0.6,Campus and outside
Human,14,13,1,68,Audiovisual,TE,16,16,3,Office and cafe
Human,14,13,1,69,Audiovisual,TE,12,12,2.5,Office and cafe
Human,14,13,1,70,Audiovisual,TE,16,16,3,City
Human,14,13,1,71,Audiovisual,TE,64,64,27,Office and cafe
Human,14,13,1,72,Audiovisual,TE,2,2,1.2,Campus and outside
Human,14,13,1,73,Audiovisual,TE,24,24,5,Office and cafe
Human,14,13,1,74,Audiovisual,TE,1,1,0.8,Office and cafe
Human,14,13,1,75,Audiovisual,TE,24,24,4,Office and cafe
Human,14,13,1,76,Audiovisual,TE,2,2,1,Office and cafe
Human,14,13,1,77,Audiovisual,TE,32,32,6,Campus and outside
Human,14,13,1,78,Audiovisual,TE,32,32,6,Campus and outside
Human,14,13,1,79,Audiovisual,TE,6,6,2,Campus and outside
Human,14,13,1,80,Audiovisual,TE,48,48,20,City
Human,15,14,1,1,Audiovisual,TE,3,3,2,Office and cafe
Human,15,14,1,2,Audiovisual,TE,4,4,3,Campus and outside
Human,15,14,1,3,Audiovisual,TE,12,12,6,Campus and outside
Human,15,14,1,4,Audiovisual,TE,32,32,12,City
Human,15,14,1,5,Audiovisual,TE,3,3,3,City
Human,15,14,1,6,Audiovisual,TE,12,12,5,Office and cafe
Human,15,14,1,7,Audiovisual,TE,16,16,5,City
Human,15,14,1,8,Audiovisual,TE,48,48,14,Office and cafe
Human,15,14,1,9,Audiovisual,TE,1.5,1.5,2,City
Human,15,14,1,10,Audiovisual,TE,32,32,10,City
Human,15,14,1,11,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,15,14,1,12,Audiovisual,TE,3,3,3,Campus and outside
Human,15,14,1,13,Audiovisual,TE,8,8,3,Campus and outside
Human,15,14,1,14,Audiovisual,TE,4,4,2,Office and cafe
Human,15,14,1,15,Audiovisual,TE,2,2,2,Office and cafe
Human,15,14,1,16,Audiovisual,TE,48,48,7.9,Campus and outside
Human,15,14,1,17,Audiovisual,TE,6,6,3,Campus and outside
Human,15,14,1,18,Audiovisual,TE,32,32,6,Office and cafe
Human,15,14,1,19,Audiovisual,TE,64,64,13,Campus and outside
Human,15,14,1,20,Audiovisual,TE,2,2,2,Office and cafe
Human,15,14,1,21,Audiovisual,TE,16,16,5,Campus and outside
Human,15,14,1,22,Audiovisual,TE,1,1,1,Office and cafe
Human,15,14,1,23,Audiovisual,TE,1,1,1,Office and cafe
Human,15,14,1,24,Audiovisual,TE,16,16,4,Office and cafe
Human,15,14,1,25,Audiovisual,TE,12,12,4,City
Human,15,14,1,26,Audiovisual,TE,8,8,4,Office and cafe
Human,15,14,1,27,Audiovisual,TE,4,4,3,Office and cafe
Human,15,14,1,28,Audiovisual,TE,4,4,3,Office and cafe
Human,15,14,1,29,Audiovisual,TE,2,2,2.9,Campus and outside
Human,15,14,1,30,Audiovisual,TE,24,24,4,Office and cafe
Human,15,14,1,31,Audiovisual,TE,4,4,3,Office and cafe
Human,15,14,1,32,Audiovisual,TE,8,8,3,Office and cafe
Human,15,14,1,33,Audiovisual,TE,64,64,20.7,Office and cafe
Human,15,14,1,34,Audiovisual,TE,2,2,2,Campus and outside
Human,15,14,1,35,Audiovisual,TE,8,8,4,Office and cafe
Human,15,14,1,36,Audiovisual,TE,16,16,6,City
Human,15,14,1,37,Audiovisual,TE,1,1,1,Campus and outside
Human,15,14,1,38,Audiovisual,TE,1,1,1,Office and cafe
Human,15,14,1,39,Audiovisual,TE,16,16,6,Office and cafe
Human,15,14,1,40,Audiovisual,TE,24,24,6,Office and cafe
Human,15,14,1,41,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,15,14,1,42,Audiovisual,TE,48,48,10,Campus and outside
Human,15,14,1,43,Audiovisual,TE,1,1,2,Office and cafe
Human,15,14,1,44,Audiovisual,TE,12,12,7.9,City
Human,15,14,1,45,Audiovisual,TE,48,48,15,Campus and outside
Human,15,14,1,46,Audiovisual,TE,1,1,1,Office and cafe
Human,15,14,1,47,Audiovisual,TE,6,6,3,Campus and outside
Human,15,14,1,48,Audiovisual,TE,8,8,3,Campus and outside
Human,15,14,1,49,Audiovisual,TE,1,1,2,City
Human,15,14,1,50,Audiovisual,TE,32,32,10,City
Human,15,14,1,51,Audiovisual,TE,1,1,2,Campus and outside
Human,15,14,1,52,Audiovisual,TE,16,16,4,Office and cafe
Human,15,14,1,53,Audiovisual,TE,16,16,6,City
Human,15,14,1,54,Audiovisual,TE,4,4,3,Campus and outside
Human,15,14,1,55,Audiovisual,TE,16,16,4,Office and cafe
Human,15,14,1,56,Audiovisual,TE,24,24,6,Office and cafe
Human,15,14,1,57,Audiovisual,TE,1,1,2,Campus and outside
Human,15,14,1,58,Audiovisual,TE,4,4,3,City
Human,15,14,1,59,Audiovisual,TE,12,12,4,Office and cafe
Human,15,14,1,60,Audiovisual,TE,3,3,3,Campus and outside
Human,15,14,1,61,Audiovisual,TE,4,4,4,Campus and outside
Human,15,14,1,62,Audiovisual,TE,24,24,4,City
Human,15,14,1,63,Audiovisual,TE,64,64,28,Office and cafe
Human,15,14,1,64,Audiovisual,TE,32,32,7.9,Office and cafe
Human,15,14,1,65,Audiovisual,TE,12,12,4,Office and cafe
Human,15,14,1,66,Audiovisual,TE,1.5,1.5,3,Campus and outside
Human,15,14,1,67,Audiovisual,TE,32,32,6.9,City
Human,15,14,1,68,Audiovisual,TE,16,16,5,Office and cafe
Human,15,14,1,69,Audiovisual,TE,48,48,7.1,Office and cafe
Human,15,14,1,70,Audiovisual,TE,1,1,2,City
Human,15,14,1,71,Audiovisual,TE,12,12,4,Office and cafe
Human,15,14,1,72,Audiovisual,TE,4,4,3,City
Human,15,14,1,73,Audiovisual,TE,4,4,2,Office and cafe
Human,15,14,1,74,Audiovisual,TE,3,3,2.1,City
Human,15,14,1,75,Audiovisual,TE,48,48,14,Office and cafe
Human,15,14,1,76,Audiovisual,TE,12,12,4,Office and cafe
Human,15,14,1,77,Audiovisual,TE,3,3,2,Office and cafe
Human,15,14,1,78,Audiovisual,TE,8,8,3,Office and cafe
Human,15,14,1,79,Audiovisual,TE,16,16,3,Office and cafe
Human,15,14,1,80,Audiovisual,TE,24,24,9,City
Human,16,15,1,1,Audiovisual,TE,48,48,35.4,Campus and outside
Human,16,15,1,2,Audiovisual,TE,6,6,4,City
Human,16,15,1,3,Audiovisual,TE,32,32,15,Office and cafe
Human,16,15,1,4,Audiovisual,TE,6,6,3,City
Human,16,15,1,5,Audiovisual,TE,12,12,8.1,Campus and outside
Human,16,15,1,6,Audiovisual,TE,1,1,1,Office and cafe
Human,16,15,1,7,Audiovisual,TE,12,12,5,Office and cafe
Human,16,15,1,8,Audiovisual,TE,3,3,3,Office and cafe
Human,16,15,1,9,Audiovisual,TE,1,1,0.6,Office and cafe
Human,16,15,1,10,Audiovisual,TE,32,32,9,Campus and outside
Human,16,15,1,11,Audiovisual,TE,3,3,2,City
Human,16,15,1,12,Audiovisual,TE,24,24,8.1,Campus and outside
Human,16,15,1,13,Audiovisual,TE,3,3,2,City
Human,16,15,1,14,Audiovisual,TE,12,12,6,City
Human,16,15,1,15,Audiovisual,TE,8,8,4,Office and cafe
Human,16,15,1,16,Audiovisual,TE,24,24,9.9,Office and cafe
Human,16,15,1,17,Audiovisual,TE,2,2,2,Campus and outside
Human,16,15,1,18,Audiovisual,TE,3,3,2,City
Human,16,15,1,19,Audiovisual,TE,6,6,4,Office and cafe
Human,16,15,1,20,Audiovisual,TE,1,1,0.3,Office and cafe
Human,16,15,1,21,Audiovisual,TE,2,2,2,Campus and outside
Human,16,15,1,22,Audiovisual,TE,48,48,45,Office and cafe
Human,16,15,1,23,Audiovisual,TE,6,6,4,Office and cafe
Human,16,15,1,24,Audiovisual,TE,1,1,1,Office and cafe
Human,16,15,1,25,Audiovisual,TE,12,12,7.1,Office and cafe
Human,16,15,1,26,Audiovisual,TE,32,32,17,Campus and outside
Human,16,15,1,27,Audiovisual,TE,64,64,45,City
Human,16,15,1,28,Audiovisual,TE,8,8,6,City
Human,16,15,1,29,Audiovisual,TE,12,12,10,City
Human,16,15,1,30,Audiovisual,TE,24,24,20.8,Office and cafe
Human,16,15,1,31,Audiovisual,TE,8,8,6.9,Office and cafe
Human,16,15,1,32,Audiovisual,TE,6,6,5,City
Human,16,15,1,33,Audiovisual,TE,8,8,6,City
Human,16,15,1,34,Audiovisual,TE,48,48,29.9,Office and cafe
Human,16,15,1,35,Audiovisual,TE,6,6,5,City
Human,16,15,1,36,Audiovisual,TE,3,3,3,City
Human,16,15,1,37,Audiovisual,TE,24,24,11,Campus and outside
Human,16,15,1,38,Audiovisual,TE,2,2,2,City
Human,16,15,1,39,Audiovisual,TE,16,16,8.1,Office and cafe
Human,16,15,1,40,Audiovisual,TE,12,12,9.2,Office and cafe
Human,16,15,1,41,Audiovisual,TE,24,24,7.9,Office and cafe
Human,16,15,1,42,Audiovisual,TE,64,64,30,Campus and outside
Human,16,15,1,43,Audiovisual,TE,48,48,30,City
Human,16,15,1,44,Audiovisual,TE,24,24,15,Office and cafe
Human,16,15,1,45,Audiovisual,TE,32,32,17,Office and cafe
Human,16,15,1,46,Audiovisual,TE,24,24,11,City
Human,16,15,1,47,Audiovisual,TE,1,1,1,Office and cafe
Human,16,15,1,48,Audiovisual,TE,16,16,7.1,Office and cafe
Human,16,15,1,49,Audiovisual,TE,24,24,9,Office and cafe
Human,16,15,1,50,Audiovisual,TE,3,3,3,Office and cafe
Human,16,15,1,51,Audiovisual,TE,64,64,26,Campus and outside
Human,16,15,1,52,Audiovisual,TE,6,6,5,Office and cafe
Human,16,15,1,53,Audiovisual,TE,2,2,2,Campus and outside
Human,16,15,1,54,Audiovisual,TE,3,3,3,Campus and outside
Human,16,15,1,55,Audiovisual,TE,64,64,60,Campus and outside
Human,16,15,1,56,Audiovisual,TE,16,16,9,Campus and outside
Human,16,15,1,57,Audiovisual,TE,3,3,3,City
Human,16,15,1,58,Audiovisual,TE,1.5,1.5,1.5,City
Human,16,15,1,59,Audiovisual,TE,32,32,15,Campus and outside
Human,16,15,1,60,Audiovisual,TE,64,64,30,Office and cafe
Human,16,15,1,61,Audiovisual,TE,24,24,8.1,Office and cafe
Human,16,15,1,62,Audiovisual,TE,32,32,17,Campus and outside
Human,16,15,1,63,Audiovisual,TE,64,64,35,Campus and outside
Human,16,15,1,64,Audiovisual,TE,3,3,3,City
Human,16,15,1,65,Audiovisual,TE,2,2,2,Campus and outside
Human,16,15,1,66,Audiovisual,TE,2,2,2,Campus and outside
Human,16,15,1,67,Audiovisual,TE,8,8,6.8,City
Human,16,15,1,68,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,16,15,1,69,Audiovisual,TE,64,64,30,Office and cafe
Human,16,15,1,70,Audiovisual,TE,1.5,1.5,1,City
Human,16,15,1,71,Audiovisual,TE,64,64,60,City
Human,16,15,1,72,Audiovisual,TE,16,16,7.9,Office and cafe
Human,16,15,1,73,Audiovisual,TE,16,16,7.1,City
Human,16,15,1,74,Audiovisual,TE,24,24,20,City
Human,16,15,1,75,Audiovisual,TE,4,4,3,Campus and outside
Human,16,15,1,76,Audiovisual,TE,6,6,4,Campus and outside
Human,16,15,1,77,Audiovisual,TE,3,3,3,City
Human,16,15,1,78,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,16,15,1,79,Audiovisual,TE,2,2,2,Campus and outside
Human,16,15,1,80,Audiovisual,TE,12,12,5,Campus and outside
Human,17,16,1,1,Audiovisual,TE,16,16,10,Office and cafe
Human,17,16,1,2,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,17,16,1,3,Audiovisual,TE,1,1,1,Campus and outside
Human,17,16,1,4,Audiovisual,TE,24,24,15,City
Human,17,16,1,5,Audiovisual,TE,6,6,9,City
Human,17,16,1,6,Audiovisual,TE,3,3,3,Campus and outside
Human,17,16,1,7,Audiovisual,TE,6,6,5,Office and cafe
Human,17,16,1,8,Audiovisual,TE,32,32,24,Campus and outside
Human,17,16,1,9,Audiovisual,TE,1,1,1,Campus and outside
Human,17,16,1,10,Audiovisual,TE,16,16,11,Office and cafe
Human,17,16,1,11,Audiovisual,TE,6,6,6,Office and cafe
Human,17,16,1,12,Audiovisual,TE,1,1,1,Office and cafe
Human,17,16,1,13,Audiovisual,TE,32,32,30,Office and cafe
Human,17,16,1,14,Audiovisual,TE,24,24,33,Campus and outside
Human,17,16,1,15,Audiovisual,TE,12,12,16,Campus and outside
Human,17,16,1,16,Audiovisual,TE,1,1,1,Office and cafe
Human,17,16,1,17,Audiovisual,TE,8,8,7.1,City
Human,17,16,1,18,Audiovisual,TE,4,4,2,Office and cafe
Human,17,16,1,19,Audiovisual,TE,8,8,5,Office and cafe
Human,17,16,1,20,Audiovisual,TE,8,8,6,City
Human,17,16,1,21,Audiovisual,TE,8,8,8.1,Office and cafe
Human,17,16,1,22,Audiovisual,TE,8,8,7.1,City
Human,17,16,1,23,Audiovisual,TE,6,6,6,Campus and outside
Human,17,16,1,24,Audiovisual,TE,32,32,56,Office and cafe
Human,17,16,1,25,Audiovisual,TE,16,16,22.1,Office and cafe
Human,17,16,1,26,Audiovisual,TE,8,8,8.1,Office and cafe
Human,17,16,1,27,Audiovisual,TE,1,1,1,City
Human,17,16,1,28,Audiovisual,TE,12,12,11,Campus and outside
Human,17,16,1,29,Audiovisual,TE,48,48,35,Office and cafe
Human,17,16,1,30,Audiovisual,TE,8,8,9.2,Office and cafe
Human,17,16,1,31,Audiovisual,TE,48,48,45,Office and cafe
Human,17,16,1,32,Audiovisual,TE,16,16,30,City
Human,17,16,1,33,Audiovisual,TE,1,1,1,Office and cafe
Human,17,16,1,34,Audiovisual,TE,2,2,2,Office and cafe
Human,17,16,1,35,Audiovisual,TE,6,6,5.4,Office and cafe
Human,17,16,1,36,Audiovisual,TE,8,8,6.4,Office and cafe
Human,17,16,1,37,Audiovisual,TE,12,12,12,Office and cafe
Human,17,16,1,38,Audiovisual,TE,64,64,64,City
Human,17,16,1,39,Audiovisual,TE,6,6,5,Campus and outside
Human,17,16,1,40,Audiovisual,TE,32,32,34.4,Office and cafe
Human,17,16,1,41,Audiovisual,TE,64,64,62.5,Campus and outside
Human,17,16,1,42,Audiovisual,TE,64,64,50.6,Campus and outside
Human,17,16,1,43,Audiovisual,TE,4,4,2.5,Office and cafe
Human,17,16,1,44,Audiovisual,TE,1,1,1,City
Human,17,16,1,45,Audiovisual,TE,12,12,8.1,Office and cafe
Human,17,16,1,46,Audiovisual,TE,16,16,17.2,Campus and outside
Human,17,16,1,47,Audiovisual,TE,3,3,3,Office and cafe
Human,17,16,1,48,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,17,16,1,49,Audiovisual,TE,48,48,63,Office and cafe
Human,17,16,1,50,Audiovisual,TE,12,12,6,City
Human,17,16,1,51,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,17,16,1,52,Audiovisual,TE,12,12,11,Campus and outside
Human,17,16,1,53,Audiovisual,TE,2,2,3,Office and cafe
Human,17,16,1,54,Audiovisual,TE,4,4,5,City
Human,17,16,1,55,Audiovisual,TE,3,3,2.8,Office and cafe
Human,17,16,1,56,Audiovisual,TE,1,1,1,Campus and outside
Human,17,16,1,57,Audiovisual,TE,4,4,6.6,City
Human,17,16,1,58,Audiovisual,TE,3,3,4.7,Campus and outside
Human,17,16,1,59,Audiovisual,TE,24,24,22.4,Campus and outside
Human,17,16,1,60,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,17,16,1,61,Audiovisual,TE,12,12,10,Office and cafe
Human,17,16,1,62,Audiovisual,TE,24,24,15,Office and cafe
Human,17,16,1,63,Audiovisual,TE,64,64,83.1,Campus and outside
Human,17,16,1,64,Audiovisual,TE,3,3,3,Office and cafe
Human,17,16,1,65,Audiovisual,TE,16,16,20,City
Human,17,16,1,66,Audiovisual,TE,1.5,1.5,2,City
Human,17,16,1,67,Audiovisual,TE,4,4,4,Office and cafe
Human,17,16,1,68,Audiovisual,TE,1.5,1.5,3,Office and cafe
Human,17,16,1,69,Audiovisual,TE,4,4,4,Office and cafe
Human,17,16,1,70,Audiovisual,TE,4,4,6,City
Human,17,16,1,71,Audiovisual,TE,3,3,6,Campus and outside
Human,17,16,1,72,Audiovisual,TE,24,24,30,Office and cafe
Human,17,16,1,73,Audiovisual,TE,48,48,45,Office and cafe
Human,17,16,1,74,Audiovisual,TE,64,64,55.9,City
Human,17,16,1,75,Audiovisual,TE,32,32,27.2,Office and cafe
Human,17,16,1,76,Audiovisual,TE,48,48,61,Office and cafe
Human,17,16,1,77,Audiovisual,TE,4,4,6.9,City
Human,17,16,1,78,Audiovisual,TE,12,12,9,Office and cafe
Human,17,16,1,79,Audiovisual,TE,1.5,1.5,2,City
Human,17,16,1,80,Audiovisual,TE,3,3,3,Campus and outside
Human,18,17,1,1,Audiovisual,TE,3,3,2,Office and cafe
Human,18,17,1,2,Audiovisual,TE,12,12,10,City
Human,18,17,1,3,Audiovisual,TE,2,2,2,Campus and outside
Human,18,17,1,4,Audiovisual,TE,2,2,2.1,Office and cafe
Human,18,17,1,5,Audiovisual,TE,16,16,14,City
Human,18,17,1,6,Audiovisual,TE,12,12,15,Office and cafe
Human,18,17,1,7,Audiovisual,TE,64,64,52.1,Office and cafe
Human,18,17,1,8,Audiovisual,TE,12,12,8.1,City
Human,18,17,1,9,Audiovisual,TE,16,16,13,City
Human,18,17,1,10,Audiovisual,TE,48,48,40,City
Human,18,17,1,11,Audiovisual,TE,12,12,8.1,City
Human,18,17,1,12,Audiovisual,TE,64,64,50,Campus and outside
Human,18,17,1,13,Audiovisual,TE,3,3,2,City
Human,18,17,1,14,Audiovisual,TE,6,6,6,Office and cafe
Human,18,17,1,15,Audiovisual,TE,3,3,2,Office and cafe
Human,18,17,1,16,Audiovisual,TE,64,64,40,Office and cafe
Human,18,17,1,17,Audiovisual,TE,2,2,1,Office and cafe
Human,18,17,1,18,Audiovisual,TE,2,2,2,Campus and outside
Human,18,17,1,19,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,18,17,1,20,Audiovisual,TE,1.5,1.5,1,City
Human,18,17,1,21,Audiovisual,TE,6,6,6,Office and cafe
Human,18,17,1,22,Audiovisual,TE,48,48,36,Office and cafe
Human,18,17,1,23,Audiovisual,TE,4,4,4,Office and cafe
Human,18,17,1,24,Audiovisual,TE,24,24,18,Campus and outside
Human,18,17,1,25,Audiovisual,TE,6,6,6,Office and cafe
Human,18,17,1,26,Audiovisual,TE,4,4,3,City
Human,18,17,1,27,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,18,17,1,28,Audiovisual,TE,4,4,4,Campus and outside
Human,18,17,1,29,Audiovisual,TE,24,24,16,City
Human,18,17,1,30,Audiovisual,TE,16,16,10,City
Human,18,17,1,31,Audiovisual,TE,16,16,12,Office and cafe
Human,18,17,1,32,Audiovisual,TE,6,6,5,City
Human,18,17,1,33,Audiovisual,TE,3,3,4,Office and cafe
Human,18,17,1,34,Audiovisual,TE,32,32,26,Office and cafe
Human,18,17,1,35,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,18,17,1,36,Audiovisual,TE,1,1,1,Office and cafe
Human,18,17,1,37,Audiovisual,TE,1,1,1,City
Human,18,17,1,38,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,18,17,1,39,Audiovisual,TE,3,3,3,City
Human,18,17,1,40,Audiovisual,TE,16,16,16,Office and cafe
Human,18,17,1,41,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,18,17,1,42,Audiovisual,TE,64,64,42,Office and cafe
Human,18,17,1,43,Audiovisual,TE,32,32,28,City
Human,18,17,1,44,Audiovisual,TE,4,4,4,Office and cafe
Human,18,17,1,45,Audiovisual,TE,3,3,2,Campus and outside
Human,18,17,1,46,Audiovisual,TE,48,48,38.1,Office and cafe
Human,18,17,1,47,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,18,17,1,48,Audiovisual,TE,2,2,2,Office and cafe
Human,18,17,1,49,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,18,17,1,50,Audiovisual,TE,16,16,13,Office and cafe
Human,18,17,1,51,Audiovisual,TE,32,32,28,Office and cafe
Human,18,17,1,52,Audiovisual,TE,32,32,30,City
Human,18,17,1,53,Audiovisual,TE,64,64,58,Campus and outside
Human,18,17,1,54,Audiovisual,TE,12,12,12,Campus and outside
Human,18,17,1,55,Audiovisual,TE,2,2,2,City
Human,18,17,1,56,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,18,17,1,57,Audiovisual,TE,48,48,32,Office and cafe
Human,18,17,1,58,Audiovisual,TE,4,4,2,Office and cafe
Human,18,17,1,59,Audiovisual,TE,32,32,24,Campus and outside
Human,18,17,1,60,Audiovisual,TE,6,6,6,Campus and outside
Human,18,17,1,61,Audiovisual,TE,1,1,1,Office and cafe
Human,18,17,1,62,Audiovisual,TE,12,12,10,Office and cafe
Human,18,17,1,63,Audiovisual,TE,2,2,2,Office and cafe
Human,18,17,1,64,Audiovisual,TE,4,4,3,Campus and outside
Human,18,17,1,65,Audiovisual,TE,8,8,5,Campus and outside
Human,18,17,1,66,Audiovisual,TE,1,1,0.6,Office and cafe
Human,18,17,1,67,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,18,17,1,68,Audiovisual,TE,12,12,10,Campus and outside
Human,18,17,1,69,Audiovisual,TE,4,4,4,Office and cafe
Human,18,17,1,70,Audiovisual,TE,4,4,3,Campus and outside
Human,18,17,1,71,Audiovisual,TE,6,6,4,City
Human,18,17,1,72,Audiovisual,TE,3,3,2,Office and cafe
Human,18,17,1,73,Audiovisual,TE,64,64,38.1,Campus and outside
Human,18,17,1,74,Audiovisual,TE,16,16,10,Office and cafe
Human,18,17,1,75,Audiovisual,TE,16,16,12,City
Human,18,17,1,76,Audiovisual,TE,2,2,2,Office and cafe
Human,18,17,1,77,Audiovisual,TE,48,48,24,City
Human,18,17,1,78,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,18,17,1,79,Audiovisual,TE,24,24,20,City
Human,18,17,1,80,Audiovisual,TE,12,12,10,Office and cafe
Human,19,18,1,1,Audiovisual,TE,24,24,6.8,Campus and outside
Human,19,18,1,2,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,19,18,1,3,Audiovisual,TE,6,6,3.4,Campus and outside
Human,19,18,1,4,Audiovisual,TE,3,3,4,Campus and outside
Human,19,18,1,5,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,19,18,1,6,Audiovisual,TE,12,12,5.3,Campus and outside
Human,19,18,1,7,Audiovisual,TE,8,8,10.8,City
Human,19,18,1,8,Audiovisual,TE,32,32,15.2,Campus and outside
Human,19,18,1,9,Audiovisual,TE,24,24,11.8,City
Human,19,18,1,10,Audiovisual,TE,1,1,1.4,City
Human,19,18,1,11,Audiovisual,TE,2,2,2,Office and cafe
Human,19,18,1,12,Audiovisual,TE,1,1,1,Office and cafe
Human,19,18,1,13,Audiovisual,TE,24,24,10.4,Office and cafe
Human,19,18,1,14,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,19,18,1,15,Audiovisual,TE,2,2,2,Campus and outside
Human,19,18,1,16,Audiovisual,TE,6,6,5,City
Human,19,18,1,17,Audiovisual,TE,48,48,30.1,Office and cafe
Human,19,18,1,18,Audiovisual,TE,64,64,45.3,Campus and outside
Human,19,18,1,19,Audiovisual,TE,24,24,13.6,City
Human,19,18,1,20,Audiovisual,TE,24,24,11.3,City
Human,19,18,1,21,Audiovisual,TE,1.5,1.5,2,City
Human,19,18,1,22,Audiovisual,TE,1,1,1,Office and cafe
Human,19,18,1,23,Audiovisual,TE,1,1,1,City
Human,19,18,1,24,Audiovisual,TE,4,4,4.7,City
Human,19,18,1,25,Audiovisual,TE,64,64,15,Office and cafe
Human,19,18,1,26,Audiovisual,TE,2,2,3,Office and cafe
Human,19,18,1,27,Audiovisual,TE,8,8,5,Office and cafe
Human,19,18,1,28,Audiovisual,TE,12,12,7.4,Campus and outside
Human,19,18,1,29,Audiovisual,TE,12,12,4,Office and cafe
Human,19,18,1,30,Audiovisual,TE,8,8,4.1,City
Human,19,18,1,31,Audiovisual,TE,2,2,3,City
Human,19,18,1,32,Audiovisual,TE,6,6,3.4,Office and cafe
Human,19,18,1,33,Audiovisual,TE,2,2,2,Office and cafe
Human,19,18,1,34,Audiovisual,TE,64,64,30,City
Human,19,18,1,35,Audiovisual,TE,1,1,1,Office and cafe
Human,19,18,1,36,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,19,18,1,37,Audiovisual,TE,1.5,1.5,2,City
Human,19,18,1,38,Audiovisual,TE,32,32,10.5,City
Human,19,18,1,39,Audiovisual,TE,12,12,7.1,Campus and outside
Human,19,18,1,40,Audiovisual,TE,3,3,2,Office and cafe
Human,19,18,1,41,Audiovisual,TE,2,2,3,City
Human,19,18,1,42,Audiovisual,TE,1,1,1,Campus and outside
Human,19,18,1,43,Audiovisual,TE,12,12,6,Office and cafe
Human,19,18,1,44,Audiovisual,TE,2,2,1,Campus and outside
Human,19,18,1,45,Audiovisual,TE,4,4,2,Office and cafe
Human,19,18,1,46,Audiovisual,TE,12,12,4,Office and cafe
Human,19,18,1,47,Audiovisual,TE,24,24,10,Campus and outside
Human,19,18,1,48,Audiovisual,TE,64,64,5,Office and cafe
Human,19,18,1,49,Audiovisual,TE,6,6,3,Office and cafe
Human,19,18,1,50,Audiovisual,TE,3,3,2,Office and cafe
Human,19,18,1,51,Audiovisual,TE,3,3,1,Campus and outside
Human,19,18,1,52,Audiovisual,TE,1,1,1,Office and cafe
Human,19,18,1,53,Audiovisual,TE,64,64,17.8,Office and cafe
Human,19,18,1,54,Audiovisual,TE,6,6,4,Office and cafe
Human,19,18,1,55,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,19,18,1,56,Audiovisual,TE,16,16,10,Office and cafe
Human,19,18,1,57,Audiovisual,TE,12,12,7.2,Campus and outside
Human,19,18,1,58,Audiovisual,TE,16,16,10,City
Human,19,18,1,59,Audiovisual,TE,64,64,15.1,Office and cafe
Human,19,18,1,60,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,19,18,1,61,Audiovisual,TE,16,16,10.8,Office and cafe
Human,19,18,1,62,Audiovisual,TE,32,32,7.8,City
Human,19,18,1,63,Audiovisual,TE,3,3,3,City
Human,19,18,1,64,Audiovisual,TE,32,32,15,Campus and outside
Human,19,18,1,65,Audiovisual,TE,16,16,10,Campus and outside
Human,19,18,1,66,Audiovisual,TE,3,3,5.8,Office and cafe
Human,19,18,1,67,Audiovisual,TE,64,64,15.1,Campus and outside
Human,19,18,1,68,Audiovisual,TE,24,24,22.5,Office and cafe
Human,19,18,1,69,Audiovisual,TE,3,3,4,Campus and outside
Human,19,18,1,70,Audiovisual,TE,48,48,10.3,Office and cafe
