Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,VideoType
Human,19,18,1,71,Audiovisual,TE,8,8,6.1,Office and cafe
Human,19,18,1,72,Audiovisual,TE,24,24,20.4,City
Human,19,18,1,73,Audiovisual,TE,12,12,10.4,Office and cafe
Human,19,18,1,74,Audiovisual,TE,24,24,15,City
Human,19,18,1,75,Audiovisual,TE,3,3,4,Office and cafe
Human,19,18,1,76,Audiovisual,TE,8,8,3,Office and cafe
Human,19,18,1,77,Audiovisual,TE,1,1,2,Campus and outside
Human,19,18,1,78,Audiovisual,TE,64,64,30.1,Office and cafe
Human,19,18,1,79,Audiovisual,TE,64,64,20.3,City
Human,19,18,1,80,Audiovisual,TE,32,32,10.1,Office and cafe
Human,20,19,1,1,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,20,19,1,2,Audiovisual,TE,32,32,25.6,City
Human,20,19,1,3,Audiovisual,TE,48,48,22.7,Office and cafe
Human,20,19,1,4,Audiovisual,TE,12,12,7.7,Campus and outside
Human,20,19,1,5,Audiovisual,TE,24,24,10.6,Office and cafe
Human,20,19,1,6,Audiovisual,TE,12,12,5,Campus and outside
Human,20,19,1,7,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,20,19,1,8,Audiovisual,TE,1,1,1,Campus and outside
Human,20,19,1,9,Audiovisual,TE,1.5,1.5,1.3,City
Human,20,19,1,10,Audiovisual,TE,4,4,2,Office and cafe
Human,20,19,1,11,Audiovisual,TE,12,12,3,Office and cafe
Human,20,19,1,12,Audiovisual,TE,24,24,7.5,Office and cafe
Human,20,19,1,13,Audiovisual,TE,12,12,3,Office and cafe
Human,20,19,1,14,Audiovisual,TE,24,24,6.5,Office and cafe
Human,20,19,1,15,Audiovisual,TE,6,6,3,Campus and outside
Human,20,19,1,16,Audiovisual,TE,48,48,13,Campus and outside
Human,20,19,1,17,Audiovisual,TE,2,2,1,Office and cafe
Human,20,19,1,18,Audiovisual,TE,2,2,1.5,Office and cafe
Human,20,19,1,19,Audiovisual,TE,2,2,0.7,Campus and outside
Human,20,19,1,20,Audiovisual,TE,24,24,6.5,Office and cafe
Human,20,19,1,21,Audiovisual,TE,32,32,10,City
Human,20,19,1,22,Audiovisual,TE,24,24,8.9,City
Human,20,19,1,23,Audiovisual,TE,3,3,2,Office and cafe
Human,20,19,1,24,Audiovisual,TE,12,12,3,Office and cafe
Human,20,19,1,25,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,20,19,1,26,Audiovisual,TE,1,1,0.6,Campus and outside
Human,20,19,1,27,Audiovisual,TE,24,24,7.8,Office and cafe
Human,20,19,1,28,Audiovisual,TE,32,32,12,City
Human,20,19,1,29,Audiovisual,TE,12,12,9.5,City
Human,20,19,1,30,Audiovisual,TE,32,32,8.1,Office and cafe
Human,20,19,1,31,Audiovisual,TE,1.5,1.5,1.3,Campus and outside
Human,20,19,1,32,Audiovisual,TE,32,32,12,Office and cafe
Human,20,19,1,33,Audiovisual,TE,16,16,6,Campus and outside
Human,20,19,1,34,Audiovisual,TE,3,3,2,Office and cafe
Human,20,19,1,35,Audiovisual,TE,1,1,1,City
Human,20,19,1,36,Audiovisual,TE,1,1,0.6,Office and cafe
Human,20,19,1,37,Audiovisual,TE,32,32,7.2,City
Human,20,19,1,38,Audiovisual,TE,32,32,7.1,Office and cafe
Human,20,19,1,39,Audiovisual,TE,1.5,1.5,1,City
Human,20,19,1,40,Audiovisual,TE,8,8,1,Office and cafe
Human,20,19,1,41,Audiovisual,TE,64,64,30,Campus and outside
Human,20,19,1,42,Audiovisual,TE,32,32,15,Office and cafe
Human,20,19,1,43,Audiovisual,TE,3,3,1.5,Office and cafe
Human,20,19,1,44,Audiovisual,TE,32,32,10,Office and cafe
Human,20,19,1,45,Audiovisual,TE,6,6,3,City
Human,20,19,1,46,Audiovisual,TE,16,16,5,Office and cafe
Human,20,19,1,47,Audiovisual,TE,3,3,2,Office and cafe
Human,20,19,1,48,Audiovisual,TE,24,24,6.9,Office and cafe
Human,20,19,1,49,Audiovisual,TE,1,1,0.6,Campus and outside
Human,20,19,1,50,Audiovisual,TE,4,4,2,Campus and outside
Human,20,19,1,51,Audiovisual,TE,3,3,2,Campus and outside
Human,20,19,1,52,Audiovisual,TE,8,8,3,Office and cafe
Human,20,19,1,53,Audiovisual,TE,24,24,6,Office and cafe
Human,20,19,1,54,Audiovisual,TE,64,64,12,Office and cafe
Human,20,19,1,55,Audiovisual,TE,8,8,4,City
Human,20,19,1,56,Audiovisual,TE,16,16,5,Office and cafe
Human,20,19,1,57,Audiovisual,TE,32,32,10,Campus and outside
Human,20,19,1,58,Audiovisual,TE,64,64,20,Campus and outside
Human,20,19,1,59,Audiovisual,TE,3,3,1.5,City
Human,20,19,1,60,Audiovisual,TE,4,4,1,Office and cafe
Human,20,19,1,61,Audiovisual,TE,6,6,2,Office and cafe
Human,20,19,1,62,Audiovisual,TE,12,12,3,Office and cafe
Human,20,19,1,63,Audiovisual,TE,8,8,3,Campus and outside
Human,20,19,1,64,Audiovisual,TE,48,48,15,City
Human,20,19,1,65,Audiovisual,TE,1,1,1,Campus and outside
Human,20,19,1,66,Audiovisual,TE,64,64,20,City
Human,20,19,1,67,Audiovisual,TE,4,4,2,Campus and outside
Human,20,19,1,68,Audiovisual,TE,4,4,2,Office and cafe
Human,20,19,1,69,Audiovisual,TE,3,3,1.5,City
Human,20,19,1,70,Audiovisual,TE,6,6,2,Office and cafe
Human,20,19,1,71,Audiovisual,TE,3,3,1,Office and cafe
Human,20,19,1,72,Audiovisual,TE,32,32,11,Office and cafe
Human,20,19,1,73,Audiovisual,TE,1,1,1,City
Human,20,19,1,74,Audiovisual,TE,4,4,2,Office and cafe
Human,20,19,1,75,Audiovisual,TE,64,64,20.7,Office and cafe
Human,20,19,1,76,Audiovisual,TE,16,16,7.1,Office and cafe
Human,20,19,1,77,Audiovisual,TE,64,64,20,Office and cafe
Human,20,19,1,78,Audiovisual,TE,2,2,1,Office and cafe
Human,20,19,1,79,Audiovisual,TE,3,3,1.5,Office and cafe
Human,20,19,1,80,Audiovisual,TE,2,2,1,City
Human,21,20,1,1,Audiovisual,TE,3,3,3,Office and cafe
Human,21,20,1,2,Audiovisual,TE,3,3,4.9,Campus and outside
Human,21,20,1,3,Audiovisual,TE,24,24,17,Campus and outside
Human,21,20,1,4,Audiovisual,TE,3,3,4.1,City
Human,21,20,1,5,Audiovisual,TE,1,1,1,Office and cafe
Human,21,20,1,6,Audiovisual,TE,16,16,15.1,City
Human,21,20,1,7,Audiovisual,TE,12,12,10,City
Human,21,20,1,8,Audiovisual,TE,1,1,1,City
Human,21,20,1,9,Audiovisual,TE,16,16,12.5,Office and cafe
Human,21,20,1,10,Audiovisual,TE,1.5,1.5,1.5,Campus and outside
Human,21,20,1,11,Audiovisual,TE,24,24,25,Campus and outside
Human,21,20,1,12,Audiovisual,TE,12,12,10,Campus and outside
Human,21,20,1,13,Audiovisual,TE,4,4,4,Office and cafe
Human,21,20,1,14,Audiovisual,TE,12,12,15,Campus and outside
Human,21,20,1,15,Audiovisual,TE,2,2,3,Office and cafe
Human,21,20,1,16,Audiovisual,TE,6,6,5,City
Human,21,20,1,17,Audiovisual,TE,64,64,40,Campus and outside
Human,21,20,1,18,Audiovisual,TE,24,24,15,City
Human,21,20,1,19,Audiovisual,TE,32,32,25,City
Human,21,20,1,20,Audiovisual,TE,4,4,4,Campus and outside
Human,21,20,1,21,Audiovisual,TE,6,6,8.1,Campus and outside
Human,21,20,1,22,Audiovisual,TE,3,3,4,City
Human,21,20,1,23,Audiovisual,TE,12,12,10,Office and cafe
Human,21,20,1,24,Audiovisual,TE,48,48,35,Office and cafe
Human,21,20,1,25,Audiovisual,TE,16,16,10,Campus and outside
Human,21,20,1,26,Audiovisual,TE,1,1,1,Campus and outside
Human,21,20,1,27,Audiovisual,TE,4,4,4,Office and cafe
Human,21,20,1,28,Audiovisual,TE,1,1,1,Campus and outside
Human,21,20,1,29,Audiovisual,TE,24,24,15,Campus and outside
Human,21,20,1,30,Audiovisual,TE,8,8,12,City
Human,21,20,1,31,Audiovisual,TE,1,1,1,Campus and outside
Human,21,20,1,32,Audiovisual,TE,16,16,16.5,Office and cafe
Human,21,20,1,33,Audiovisual,TE,16,16,15.1,Campus and outside
Human,21,20,1,34,Audiovisual,TE,6,6,5.8,Campus and outside
Human,21,20,1,35,Audiovisual,TE,2,2,2,Campus and outside
Human,21,20,1,36,Audiovisual,TE,4,4,4,City
Human,21,20,1,37,Audiovisual,TE,32,32,20,Campus and outside
Human,21,20,1,38,Audiovisual,TE,4,4,4,Campus and outside
Human,21,20,1,39,Audiovisual,TE,32,32,25,Office and cafe
Human,21,20,1,40,Audiovisual,TE,2,2,4,City
Human,21,20,1,41,Audiovisual,TE,12,12,10,Office and cafe
Human,21,20,1,42,Audiovisual,TE,64,64,55,Office and cafe
Human,21,20,1,43,Audiovisual,TE,2,2,2,Office and cafe
Human,21,20,1,44,Audiovisual,TE,3,3,3,Campus and outside
Human,21,20,1,45,Audiovisual,TE,3,3,4,Office and cafe
Human,21,20,1,46,Audiovisual,TE,16,16,10,City
Human,21,20,1,47,Audiovisual,TE,48,48,45,City
Human,21,20,1,48,Audiovisual,TE,1,1,1,Office and cafe
Human,21,20,1,49,Audiovisual,TE,24,24,22.1,Campus and outside
Human,21,20,1,50,Audiovisual,TE,1.5,1.5,2,City
Human,21,20,1,51,Audiovisual,TE,32,32,30.1,City
Human,21,20,1,52,Audiovisual,TE,64,64,60,City
Human,21,20,1,53,Audiovisual,TE,2,2,2,Campus and outside
Human,21,20,1,54,Audiovisual,TE,64,64,35,Campus and outside
Human,21,20,1,55,Audiovisual,TE,4,4,4.1,Campus and outside
Human,21,20,1,56,Audiovisual,TE,2,2,2,Office and cafe
Human,21,20,1,57,Audiovisual,TE,32,32,20,Campus and outside
Human,21,20,1,58,Audiovisual,TE,32,32,20,Office and cafe
Human,21,20,1,59,Audiovisual,TE,64,64,50.5,Office and cafe
Human,21,20,1,60,Audiovisual,TE,48,48,35,City
Human,21,20,1,61,Audiovisual,TE,2,2,3.5,Office and cafe
Human,21,20,1,62,Audiovisual,TE,1,1,1.4,City
Human,21,20,1,63,Audiovisual,TE,8,8,8.1,City
Human,21,20,1,64,Audiovisual,TE,32,32,20.1,Office and cafe
Human,21,20,1,65,Audiovisual,TE,16,16,15.1,City
Human,21,20,1,66,Audiovisual,TE,2,2,4,City
Human,21,20,1,67,Audiovisual,TE,6,6,5.1,Office and cafe
Human,21,20,1,68,Audiovisual,TE,3,3,2.5,Campus and outside
Human,21,20,1,69,Audiovisual,TE,3,3,3.1,Campus and outside
Human,21,20,1,70,Audiovisual,TE,48,48,28,Campus and outside
Human,21,20,1,71,Audiovisual,TE,3,3,4,Office and cafe
Human,21,20,1,72,Audiovisual,TE,2,2,2,City
Human,21,20,1,73,Audiovisual,TE,2,2,1.9,Campus and outside
Human,21,20,1,74,Audiovisual,TE,12,12,9,Office and cafe
Human,21,20,1,75,Audiovisual,TE,3,3,3.5,Campus and outside
Human,21,20,1,76,Audiovisual,TE,24,24,15,Campus and outside
Human,21,20,1,77,Audiovisual,TE,24,24,15,Campus and outside
Human,21,20,1,78,Audiovisual,TE,6,6,5.8,Office and cafe
Human,21,20,1,79,Audiovisual,TE,32,32,15.1,City
Human,21,20,1,80,Audiovisual,TE,64,64,40.1,Office and cafe
Human,22,21,1,1,Audiovisual,TE,12,12,5,City
Human,22,21,1,2,Audiovisual,TE,6,6,2.5,City
Human,22,21,1,3,Audiovisual,TE,2,2,1,Office and cafe
Human,22,21,1,4,Audiovisual,TE,24,24,8.2,Campus and outside
Human,22,21,1,5,Audiovisual,TE,8,8,3,Office and cafe
Human,22,21,1,6,Audiovisual,TE,32,32,10,City
Human,22,21,1,7,Audiovisual,TE,2,2,1.3,City
Human,22,21,1,8,Audiovisual,TE,3,3,1,City
Human,22,21,1,9,Audiovisual,TE,16,16,4,Office and cafe
Human,22,21,1,10,Audiovisual,TE,32,32,8.4,Office and cafe
Human,22,21,1,11,Audiovisual,TE,64,64,50.6,City
Human,22,21,1,12,Audiovisual,TE,64,64,45,Campus and outside
Human,22,21,1,13,Audiovisual,TE,48,48,30,Office and cafe
Human,22,21,1,14,Audiovisual,TE,2,2,1.1,Office and cafe
Human,22,21,1,15,Audiovisual,TE,2,2,1.1,City
Human,22,21,1,16,Audiovisual,TE,16,16,5,Office and cafe
Human,22,21,1,17,Audiovisual,TE,16,16,8.1,Campus and outside
Human,22,21,1,18,Audiovisual,TE,3,3,1.5,Office and cafe
Human,22,21,1,19,Audiovisual,TE,16,16,5,City
Human,22,21,1,20,Audiovisual,TE,3,3,1.4,City
Human,22,21,1,21,Audiovisual,TE,4,4,2,Office and cafe
Human,22,21,1,22,Audiovisual,TE,1,1,0.4,Office and cafe
Human,22,21,1,23,Audiovisual,TE,1.5,1.5,0.7,Campus and outside
Human,22,21,1,24,Audiovisual,TE,8,8,23.3,Campus and outside
Human,22,21,1,25,Audiovisual,TE,32,32,2,Office and cafe
Human,22,21,1,26,Audiovisual,TE,64,64,30,Campus and outside
Human,22,21,1,27,Audiovisual,TE,16,16,7.1,Office and cafe
Human,22,21,1,28,Audiovisual,TE,3,3,1.5,City
Human,22,21,1,29,Audiovisual,TE,1.5,1.5,0.9,Campus and outside
Human,22,21,1,30,Audiovisual,TE,4,4,1,City
Human,22,21,1,31,Audiovisual,TE,1.5,1.5,1,City
Human,22,21,1,32,Audiovisual,TE,32,32,15.1,Office and cafe
Human,22,21,1,33,Audiovisual,TE,1.5,1.5,1.5,Campus and outside
Human,22,21,1,34,Audiovisual,TE,4,4,1,Campus and outside
Human,22,21,1,35,Audiovisual,TE,24,24,15,City
Human,22,21,1,36,Audiovisual,TE,12,12,4,Office and cafe
Human,22,21,1,37,Audiovisual,TE,24,24,12,City
Human,22,21,1,38,Audiovisual,TE,48,48,20.1,Office and cafe
Human,22,21,1,39,Audiovisual,TE,24,24,30,City
Human,22,21,1,40,Audiovisual,TE,12,12,6.1,Campus and outside
Human,22,21,1,41,Audiovisual,TE,16,16,3.8,Campus and outside
Human,22,21,1,42,Audiovisual,TE,32,32,7.9,Campus and outside
Human,22,21,1,43,Audiovisual,TE,2,2,1,City
Human,22,21,1,44,Audiovisual,TE,6,6,2,Office and cafe
Human,22,21,1,45,Audiovisual,TE,3,3,1,Office and cafe
Human,22,21,1,46,Audiovisual,TE,64,64,20.2,Office and cafe
Human,22,21,1,47,Audiovisual,TE,24,24,10,City
Human,22,21,1,48,Audiovisual,TE,2,2,1.1,City
Human,22,21,1,49,Audiovisual,TE,1.5,1.5,0.8,Office and cafe
Human,22,21,1,50,Audiovisual,TE,16,16,7.9,City
Human,22,21,1,51,Audiovisual,TE,4,4,1.7,Office and cafe
Human,22,21,1,52,Audiovisual,TE,8,8,2,Office and cafe
Human,22,21,1,53,Audiovisual,TE,8,8,3,Office and cafe
Human,22,21,1,54,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,22,21,1,55,Audiovisual,TE,16,16,5,Campus and outside
Human,22,21,1,56,Audiovisual,TE,1,1,0.4,Office and cafe
Human,22,21,1,57,Audiovisual,TE,1,1,1,City
Human,22,21,1,58,Audiovisual,TE,48,48,25,Office and cafe
Human,22,21,1,59,Audiovisual,TE,2,2,1.4,Campus and outside
Human,22,21,1,60,Audiovisual,TE,3,3,1.1,Campus and outside
Human,22,21,1,61,Audiovisual,TE,12,12,4,Office and cafe
Human,22,21,1,62,Audiovisual,TE,2,2,1,Office and cafe
Human,22,21,1,63,Audiovisual,TE,12,12,6,City
Human,22,21,1,64,Audiovisual,TE,12,12,8.1,Campus and outside
Human,22,21,1,65,Audiovisual,TE,1.5,1.5,0.9,City
Human,22,21,1,66,Audiovisual,TE,8,8,3.1,Office and cafe
Human,22,21,1,67,Audiovisual,TE,64,64,30,Office and cafe
Human,22,21,1,68,Audiovisual,TE,1,1,0.6,Office and cafe
Human,22,21,1,69,Audiovisual,TE,12,12,4.1,Office and cafe
Human,22,21,1,70,Audiovisual,TE,8,8,4,City
Human,22,21,1,71,Audiovisual,TE,1,1,1,Campus and outside
Human,22,21,1,72,Audiovisual,TE,6,6,2,Office and cafe
Human,22,21,1,73,Audiovisual,TE,2,2,1.7,Office and cafe
Human,22,21,1,74,Audiovisual,TE,8,8,3,Campus and outside
Human,22,21,1,75,Audiovisual,TE,3,3,3.1,City
Human,22,21,1,76,Audiovisual,TE,4,4,2.1,Campus and outside
Human,22,21,1,77,Audiovisual,TE,1,1,1.3,Campus and outside
Human,22,21,1,78,Audiovisual,TE,8,8,3.8,City
Human,22,21,1,79,Audiovisual,TE,32,32,15,Office and cafe
Human,22,21,1,80,Audiovisual,TE,4,4,2.5,City
Human,24,22,1,1,Audiovisual,TE,16,16,10,Campus and outside
Human,24,22,1,2,Audiovisual,TE,12,12,5,Office and cafe
Human,24,22,1,3,Audiovisual,TE,3,3,2,City
Human,24,22,1,4,Audiovisual,TE,48,48,30,Campus and outside
Human,24,22,1,5,Audiovisual,TE,32,32,8.1,Campus and outside
Human,24,22,1,6,Audiovisual,TE,24,24,8.1,City
Human,24,22,1,7,Audiovisual,TE,2,2,1,City
Human,24,22,1,8,Audiovisual,TE,64,64,24,Office and cafe
Human,24,22,1,9,Audiovisual,TE,3,3,1,Office and cafe
Human,24,22,1,10,Audiovisual,TE,3,3,2,City
Human,24,22,1,11,Audiovisual,TE,6,6,2,Office and cafe
Human,24,22,1,12,Audiovisual,TE,48,48,25,Office and cafe
Human,24,22,1,13,Audiovisual,TE,1,1,1,Office and cafe
Human,24,22,1,14,Audiovisual,TE,6,6,3,City
Human,24,22,1,15,Audiovisual,TE,12,12,4,City
Human,24,22,1,16,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,24,22,1,17,Audiovisual,TE,48,48,30,Office and cafe
Human,24,22,1,18,Audiovisual,TE,32,32,30,City
Human,24,22,1,19,Audiovisual,TE,8,8,5,Campus and outside
Human,24,22,1,20,Audiovisual,TE,3,3,2,City
Human,24,22,1,21,Audiovisual,TE,1,1,1,Campus and outside
Human,24,22,1,22,Audiovisual,TE,4,4,3,Office and cafe
Human,24,22,1,23,Audiovisual,TE,32,32,15,Office and cafe
Human,24,22,1,24,Audiovisual,TE,48,48,20,Office and cafe
Human,24,22,1,25,Audiovisual,TE,2,2,1,City
Human,24,22,1,26,Audiovisual,TE,6,6,3,City
Human,24,22,1,27,Audiovisual,TE,24,24,20,Campus and outside
Human,24,22,1,28,Audiovisual,TE,64,64,45,Office and cafe
Human,24,22,1,29,Audiovisual,TE,12,12,8.1,Campus and outside
Human,24,22,1,30,Audiovisual,TE,32,32,16,Campus and outside
Human,24,22,1,31,Audiovisual,TE,1,1,1,Office and cafe
Human,24,22,1,32,Audiovisual,TE,16,16,8.1,Office and cafe
Human,24,22,1,33,Audiovisual,TE,1,1,1,Office and cafe
Human,24,22,1,34,Audiovisual,TE,6,6,2,Office and cafe
Human,24,22,1,35,Audiovisual,TE,12,12,5,Campus and outside
Human,24,22,1,36,Audiovisual,TE,6,6,4,City
Human,24,22,1,37,Audiovisual,TE,16,16,8.1,Campus and outside
Human,24,22,1,38,Audiovisual,TE,64,64,45,Office and cafe
Human,24,22,1,39,Audiovisual,TE,24,24,20,Campus and outside
Human,24,22,1,40,Audiovisual,TE,16,16,8.1,Office and cafe
Human,24,22,1,41,Audiovisual,TE,1,1,1,Campus and outside
Human,24,22,1,42,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,24,22,1,43,Audiovisual,TE,2,2,1,Office and cafe
Human,24,22,1,44,Audiovisual,TE,48,48,35,City
Human,24,22,1,45,Audiovisual,TE,1.5,1.5,1,City
Human,24,22,1,46,Audiovisual,TE,32,32,16,Office and cafe
Human,24,22,1,47,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,24,22,1,48,Audiovisual,TE,16,16,6,Office and cafe
Human,24,22,1,49,Audiovisual,TE,48,48,30,Campus and outside
Human,24,22,1,50,Audiovisual,TE,24,24,20,City
Human,24,22,1,51,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,24,22,1,52,Audiovisual,TE,48,48,50,City
Human,24,22,1,53,Audiovisual,TE,64,64,60,Campus and outside
Human,24,22,1,54,Audiovisual,TE,1,1,1,Office and cafe
Human,24,22,1,55,Audiovisual,TE,64,64,45,Office and cafe
Human,24,22,1,56,Audiovisual,TE,4,4,2,Office and cafe
Human,24,22,1,57,Audiovisual,TE,12,12,5,Office and cafe
Human,24,22,1,58,Audiovisual,TE,1.5,1.5,1,City
Human,24,22,1,59,Audiovisual,TE,64,64,45,Campus and outside
Human,24,22,1,60,Audiovisual,TE,12,12,5,Campus and outside
Human,24,22,1,61,Audiovisual,TE,1,1,1,City
Human,24,22,1,62,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,24,22,1,63,Audiovisual,TE,4,4,2,City
Human,24,22,1,64,Audiovisual,TE,8,8,4,Office and cafe
Human,24,22,1,65,Audiovisual,TE,4,4,2,Campus and outside
Human,24,22,1,66,Audiovisual,TE,3,3,2,Office and cafe
Human,24,22,1,67,Audiovisual,TE,3,3,2,Office and cafe
Human,24,22,1,68,Audiovisual,TE,1,1,1,Office and cafe
Human,24,22,1,69,Audiovisual,TE,3,3,2,Office and cafe
Human,24,22,1,70,Audiovisual,TE,1,1,1,City
Human,24,22,1,71,Audiovisual,TE,1,1,1,Campus and outside
Human,24,22,1,72,Audiovisual,TE,6,6,3,Campus and outside
Human,24,22,1,73,Audiovisual,TE,8,8,4,Office and cafe
Human,24,22,1,74,Audiovisual,TE,2,2,2,Office and cafe
Human,24,22,1,75,Audiovisual,TE,32,32,20,Campus and outside
Human,24,22,1,76,Audiovisual,TE,6,6,3,Campus and outside
Human,24,22,1,77,Audiovisual,TE,24,24,10,City
Human,24,22,1,78,Audiovisual,TE,64,64,62,Campus and outside
Human,24,22,1,79,Audiovisual,TE,24,24,25,Campus and outside
Human,24,22,1,80,Audiovisual,TE,1,1,1,City
Human,25,23,1,1,Audiovisual,TE,48,48,15,Office and cafe
Human,25,23,1,2,Audiovisual,TE,4,4,1.7,Campus and outside
Human,25,23,1,3,Audiovisual,TE,6,6,4.5,Office and cafe
Human,25,23,1,4,Audiovisual,TE,4,4,1.2,City
Human,25,23,1,5,Audiovisual,TE,16,16,6.6,Campus and outside
Human,25,23,1,6,Audiovisual,TE,16,16,4.1,Office and cafe
Human,25,23,1,7,Audiovisual,TE,32,32,7.3,Office and cafe
Human,25,23,1,8,Audiovisual,TE,16,16,3.6,Office and cafe
Human,25,23,1,9,Audiovisual,TE,3,3,1.1,Office and cafe
Human,25,23,1,10,Audiovisual,TE,3,3,0.4,Office and cafe
Human,25,23,1,11,Audiovisual,TE,48,48,11.3,Office and cafe
Human,25,23,1,12,Audiovisual,TE,12,12,3.8,Office and cafe
Human,25,23,1,13,Audiovisual,TE,2,2,0.6,Office and cafe
Human,25,23,1,14,Audiovisual,TE,48,48,8.8,Campus and outside
Human,25,23,1,15,Audiovisual,TE,64,64,6.4,Campus and outside
Human,25,23,1,16,Audiovisual,TE,4,4,0.6,Office and cafe
Human,25,23,1,17,Audiovisual,TE,64,64,17.8,Office and cafe
Human,25,23,1,18,Audiovisual,TE,16,16,3.9,City
Human,25,23,1,19,Audiovisual,TE,64,64,18,Office and cafe
Human,25,23,1,20,Audiovisual,TE,6,6,3.3,Office and cafe
Human,25,23,1,21,Audiovisual,TE,32,32,5.6,Office and cafe
Human,25,23,1,22,Audiovisual,TE,8,8,2.3,City
Human,25,23,1,23,Audiovisual,TE,8,8,2.6,City
Human,25,23,1,24,Audiovisual,TE,12,12,2.1,Campus and outside
Human,25,23,1,25,Audiovisual,TE,16,16,3.5,Office and cafe
Human,25,23,1,26,Audiovisual,TE,8,8,2.3,Office and cafe
Human,25,23,1,27,Audiovisual,TE,64,64,8.2,City
Human,25,23,1,28,Audiovisual,TE,1,1,0.6,City
Human,25,23,1,29,Audiovisual,TE,12,12,2.1,Campus and outside
Human,25,23,1,30,Audiovisual,TE,8,8,2.6,Office and cafe
Human,25,23,1,31,Audiovisual,TE,32,32,6.6,Campus and outside
Human,25,23,1,32,Audiovisual,TE,48,48,5.6,Campus and outside
Human,25,23,1,33,Audiovisual,TE,4,4,2,Office and cafe
Human,25,23,1,34,Audiovisual,TE,1.5,1.5,0.6,City
Human,25,23,1,35,Audiovisual,TE,2,2,1.4,Office and cafe
Human,25,23,1,36,Audiovisual,TE,6,6,1.8,Office and cafe
Human,25,23,1,37,Audiovisual,TE,1,1,0.3,City
Human,25,23,1,38,Audiovisual,TE,3,3,0.6,Campus and outside
Human,25,23,1,39,Audiovisual,TE,6,6,2.2,Office and cafe
Human,25,23,1,40,Audiovisual,TE,32,32,6.3,Campus and outside
Human,25,23,1,41,Audiovisual,TE,24,24,4.6,Office and cafe
Human,25,23,1,42,Audiovisual,TE,1,1,0.6,Campus and outside
Human,25,23,1,43,Audiovisual,TE,1,1,26.3,Office and cafe
Human,25,23,1,44,Audiovisual,TE,4,4,1.8,Campus and outside
Human,25,23,1,45,Audiovisual,TE,8,8,0.4,Campus and outside
Human,25,23,1,46,Audiovisual,TE,24,24,4.4,Office and cafe
Human,25,23,1,47,Audiovisual,TE,16,16,5.3,Office and cafe
Human,25,23,1,48,Audiovisual,TE,1.5,1.5,0.9,Office and cafe
Human,25,23,1,49,Audiovisual,TE,8,8,1.5,Campus and outside
Human,25,23,1,50,Audiovisual,TE,1.5,1.5,1.2,Office and cafe
Human,25,23,1,51,Audiovisual,TE,16,16,1.2,Campus and outside
Human,25,23,1,52,Audiovisual,TE,64,64,12.8,Office and cafe
Human,25,23,1,53,Audiovisual,TE,48,48,19.7,Office and cafe
Human,25,23,1,54,Audiovisual,TE,4,4,3.4,Office and cafe
Human,25,23,1,55,Audiovisual,TE,24,24,6.8,Office and cafe
Human,25,23,1,56,Audiovisual,TE,1.5,1.5,0.6,City
Human,25,23,1,57,Audiovisual,TE,2,2,0.8,Office and cafe
Human,25,23,1,58,Audiovisual,TE,16,16,4.9,Office and cafe
Human,25,23,1,59,Audiovisual,TE,6,6,1.4,Campus and outside
Human,25,23,1,60,Audiovisual,TE,1.5,1.5,1.2,City
Human,25,23,1,61,Audiovisual,TE,24,24,4.3,Office and cafe
Human,25,23,1,62,Audiovisual,TE,1.5,1.5,0.8,City
Human,25,23,1,63,Audiovisual,TE,4,4,1,City
Human,25,23,1,64,Audiovisual,TE,48,48,6.9,Office and cafe
Human,25,23,1,65,Audiovisual,TE,4,4,0.3,Office and cafe
Human,25,23,1,66,Audiovisual,TE,16,16,1.5,Campus and outside
Human,25,23,1,67,Audiovisual,TE,6,6,0.6,City
Human,25,23,1,68,Audiovisual,TE,48,48,11.5,Office and cafe
Human,25,23,1,69,Audiovisual,TE,4,4,2.4,Office and cafe
Human,25,23,1,70,Audiovisual,TE,4,4,0.6,Campus and outside
Human,25,23,1,71,Audiovisual,TE,1,1,0.2,City
