Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,streamDur,Response,versionName,repGoal
Human,2,1,Motor,34,Visual,TE,5.25,3,5.18,5.25,5.181,Calibrated,Stream
Human,2,1,Motor,35,Visual,TE,3,3,2.38,6.25,5.098,Calibrated,Target
Human,2,1,Motor,35,Visual,TE,6.25,3,5.1,6.25,5.098,Calibrated,Stream
Human,2,1,Motor,36,Visual,TE,1,1,1.07,6.25,5.307,Calibrated,Target
Human,2,1,Motor,36,Visual,TE,6.25,1,5.31,6.25,5.307,Calibrated,Stream
Human,2,1,Motor,37,Visual,TE,4,4,1.98,6.25,4.445,Calibrated,Target
Human,2,1,Motor,37,Visual,TE,6.25,4,4.45,6.25,4.445,Calibrated,Stream
Human,2,1,Motor,38,Visual,TE,4,4,2.96,6.25,6.187,Calibrated,Target
Human,2,1,Motor,38,Visual,TE,6.25,4,6.19,6.25,6.187,Calibrated,Stream
Human,2,1,Motor,39,Visual,TE,3.5,3.5,2.66,5.75,5.15,Calibrated,Target
Human,2,1,Motor,39,Visual,TE,5.75,3.5,5.15,5.75,5.15,Calibrated,Stream
Human,2,1,Motor,40,Visual,TE,3.5,3.5,2.51,4.75,4.368,Calibrated,Target
Human,2,1,Motor,40,Visual,TE,4.75,3.5,4.37,4.75,4.368,Calibrated,Stream
Human,2,1,Motor,41,Visual,TE,2.5,2.5,3.19,7.25,7.097,Calibrated,Target
Human,2,1,Motor,41,Visual,TE,7.25,2.5,7.1,7.25,7.097,Calibrated,Stream
Human,2,1,Motor,42,Visual,TE,1,1,1.12,5.75,6.431,Calibrated,Target
Human,2,1,Motor,42,Visual,TE,5.75,1,6.43,5.75,6.431,Calibrated,Stream
Human,2,1,Motor,43,Visual,TE,2,2,0.93,4.75,4.605,Calibrated,Target
Human,2,1,Motor,43,Visual,TE,4.75,2,4.61,4.75,4.605,Calibrated,Stream
Human,2,1,Motor,44,Visual,TE,3,3,2.6,6.25,5.654,Calibrated,Target
Human,2,1,Motor,44,Visual,TE,6.25,3,5.65,6.25,5.654,Calibrated,Stream
Human,2,1,Motor,45,Visual,TE,6,6,4.32,7.25,5.88,Calibrated,Target
Human,2,1,Motor,45,Visual,TE,7.25,6,5.88,7.25,5.88,Calibrated,Stream
Human,2,1,Motor,46,Visual,TE,4,4,3.83,5.75,5.545,Calibrated,Target
Human,2,1,Motor,46,Visual,TE,5.75,4,5.54,5.75,5.545,Calibrated,Stream
Human,2,1,Motor,47,Visual,TE,3,3,3.27,5.75,6.246,Calibrated,Target
Human,2,1,Motor,47,Visual,TE,5.75,3,6.25,5.75,6.246,Calibrated,Stream
Human,2,1,Motor,48,Visual,TE,2.5,2.5,3.11,5.25,5.153,Calibrated,Target
Human,2,1,Motor,48,Visual,TE,5.25,2.5,5.15,5.25,5.153,Calibrated,Stream
Human,2,1,Motor,49,Visual,TE,5,5,3.83,6.75,5.85,Calibrated,Target
Human,2,1,Motor,49,Visual,TE,6.75,5,5.85,6.75,5.85,Calibrated,Stream
Human,2,1,Motor,50,Visual,TE,4,4,5.29,7.25,7.716,Calibrated,Target
Human,2,1,Motor,50,Visual,TE,7.25,4,7.72,7.25,7.716,Calibrated,Stream
Human,2,1,Motor,51,Visual,TE,5,5,4.32,6.75,6.654,Calibrated,Target
Human,2,1,Motor,51,Visual,TE,6.75,5,6.65,6.75,6.654,Calibrated,Stream
Human,2,1,Motor,52,Visual,TE,1,1,2.14,5.25,5.624,Calibrated,Target
Human,2,1,Motor,52,Visual,TE,5.25,1,5.62,5.25,5.624,Calibrated,Stream
Human,2,1,Motor,53,Visual,TE,2,2,2.94,4.75,5.292,Calibrated,Target
Human,2,1,Motor,53,Visual,TE,4.75,2,5.29,4.75,5.292,Calibrated,Stream
Human,2,1,Motor,54,Visual,TE,3,3,2.41,4.75,5.356,Calibrated,Target
Human,2,1,Motor,54,Visual,TE,4.75,3,5.36,4.75,5.356,Calibrated,Stream
Human,2,1,Motor,55,Visual,TE,4,4,3.4,5.75,5.61,Calibrated,Target
Human,2,1,Motor,55,Visual,TE,5.75,4,5.61,5.75,5.61,Calibrated,Stream
Human,2,1,Motor,56,Visual,TE,2,2,2.37,6.25,5.295,Calibrated,Target
Human,2,1,Motor,56,Visual,TE,6.25,2,5.29,6.25,5.295,Calibrated,Stream
Human,2,1,Motor,57,Visual,TE,4.5,4.5,4.42,7.25,7.512,Calibrated,Target
Human,2,1,Motor,57,Visual,TE,7.25,4.5,7.51,7.25,7.512,Calibrated,Stream
Human,2,1,Motor,58,Visual,TE,2.5,2.5,3.19,5.25,5.663,Calibrated,Target
Human,2,1,Motor,58,Visual,TE,5.25,2.5,5.66,5.25,5.663,Calibrated,Stream
Human,2,1,Motor,59,Visual,TE,2,2,2.4,6.75,5.159,Calibrated,Target
Human,2,1,Motor,59,Visual,TE,6.75,2,5.16,6.75,5.159,Calibrated,Stream
Human,2,1,Motor,60,Visual,TE,3,3,3.28,5.75,7.232,Calibrated,Target
Human,2,1,Motor,60,Visual,TE,5.75,3,7.23,5.75,7.232,Calibrated,Stream
Human,2,1,Motor,61,Visual,TE,1.5,1.5,1.27,7.25,5.974,Calibrated,Target
Human,2,1,Motor,61,Visual,TE,7.25,1.5,5.97,7.25,5.974,Calibrated,Stream
Human,2,1,Motor,62,Visual,TE,5,5,2.73,7.25,6.31,Calibrated,Target
Human,2,1,Motor,62,Visual,TE,7.25,5,6.31,7.25,6.31,Calibrated,Stream
Human,2,1,Motor,63,Visual,TE,1.5,1.5,2.27,4.75,5.462,Calibrated,Target
Human,2,1,Motor,63,Visual,TE,4.75,1.5,5.46,4.75,5.462,Calibrated,Stream
Human,2,1,Motor,64,Visual,TE,1.5,1.5,2.35,4.75,5.192,Calibrated,Target
Human,2,1,Motor,64,Visual,TE,4.75,1.5,5.19,4.75,5.192,Calibrated,Stream
Human,2,1,Motor,65,Visual,TE,5.5,5.5,3.97,6.75,7.482,Calibrated,Target
Human,2,1,Motor,65,Visual,TE,6.75,5.5,7.48,6.75,7.482,Calibrated,Stream
Human,2,1,Motor,66,Visual,TE,4,4,4.99,6.25,7.64,Calibrated,Target
Human,2,1,Motor,66,Visual,TE,6.25,4,7.64,6.25,7.64,Calibrated,Stream
Human,2,1,Motor,67,Visual,TE,5.5,5.5,4.26,6.75,7.914,Calibrated,Target
Human,2,1,Motor,67,Visual,TE,6.75,5.5,7.91,6.75,7.914,Calibrated,Stream
Human,2,1,Motor,68,Visual,TE,4,4,3.34,6.25,5.154,Calibrated,Target
Human,2,1,Motor,68,Visual,TE,6.25,4,5.15,6.25,5.154,Calibrated,Stream
Human,2,1,Motor,69,Visual,TE,3,3,2.84,5.25,5.32,Calibrated,Target
Human,2,1,Motor,69,Visual,TE,5.25,3,5.32,5.25,5.32,Calibrated,Stream
Human,2,1,Motor,70,Visual,TE,2,2,2.33,4.75,5.196,Calibrated,Target
Human,2,1,Motor,70,Visual,TE,4.75,2,5.2,4.75,5.196,Calibrated,Stream
Human,2,1,Motor,71,Visual,TE,5,5,3.6,6.25,5.18,Calibrated,Target
Human,2,1,Motor,71,Visual,TE,6.25,5,5.18,6.25,5.18,Calibrated,Stream
Human,2,1,Motor,72,Visual,TE,2,2,2.12,6.25,5.188,Calibrated,Target
Human,2,1,Motor,72,Visual,TE,6.25,2,5.19,6.25,5.188,Calibrated,Stream
Human,2,1,Line,85,Visual,TE,2.5,2.5,2.96,4.75,2.19852601,Calibrated,Target
Human,2,1,Line,85,Visual,TE,4.75,2.5,4.88,4.75,2.19852601,Calibrated,Stream
Human,2,1,Line,86,Visual,TE,3,3,2.43,7.25,3.26189024,Calibrated,Target
Human,2,1,Line,86,Visual,TE,7.25,3,4.87,7.25,3.26189024,Calibrated,Stream
Human,2,1,Line,87,Visual,TE,3,3,2.97,7.25,1.961608446,Calibrated,Target
Human,2,1,Line,87,Visual,TE,7.25,3,8.5,7.25,1.961608446,Calibrated,Stream
Human,2,1,Line,88,Visual,TE,2.5,2.5,2.79,4.75,1.940017631,Calibrated,Target
Human,2,1,Line,88,Visual,TE,4.75,2.5,4.36,4.75,1.940017631,Calibrated,Stream
Human,2,1,Line,89,Visual,TE,2,2,2.55,7.25,1.987137432,Calibrated,Target
Human,2,1,Line,89,Visual,TE,7.25,2,7.91,7.25,1.987137432,Calibrated,Stream
Human,2,1,Line,90,Visual,TE,4.5,4.5,2.81,6.75,1.942649318,Calibrated,Target
Human,2,1,Line,90,Visual,TE,6.75,4.5,4.77,6.75,1.942649318,Calibrated,Stream
Human,2,1,Line,91,Visual,TE,1,1,1.3,5.25,2.427012398,Calibrated,Target
Human,2,1,Line,91,Visual,TE,5.25,1,3.92,5.25,2.427012398,Calibrated,Stream
Human,2,1,Line,92,Visual,TE,5,5,3.14,6.75,1.943795209,Calibrated,Target
Human,2,1,Line,92,Visual,TE,6.75,5,4.27,6.75,1.943795209,Calibrated,Stream
Human,2,1,Line,93,Visual,TE,3,3,3.21,6.75,2.743227395,Calibrated,Target
Human,2,1,Line,93,Visual,TE,6.75,3,6.09,6.75,2.743227395,Calibrated,Stream
Human,2,1,Line,94,Visual,TE,3.5,3.5,2.79,5.25,2.262611705,Calibrated,Target
Human,2,1,Line,94,Visual,TE,5.25,3.5,4.42,5.25,2.262611705,Calibrated,Stream
Human,2,1,Line,95,Visual,TE,1.5,1.5,2.56,5.75,2.234395187,Calibrated,Target
Human,2,1,Line,95,Visual,TE,5.75,1.5,5.79,5.75,2.234395187,Calibrated,Stream
Human,2,1,Line,96,Visual,TE,1,1,1.17,6.75,3.00608358,Calibrated,Target
Human,2,1,Line,96,Visual,TE,6.75,1,4.56,6.75,3.00608358,Calibrated,Stream
Human,2,1,Line,97,Visual,TE,3,3,2.67,5.25,2.465211695,Calibrated,Target
Human,2,1,Line,97,Visual,TE,5.25,3,4.69,5.25,2.465211695,Calibrated,Stream
Human,2,1,Line,98,Visual,TE,2,2,3.17,4.75,2.650870545,Calibrated,Target
Human,2,1,Line,98,Visual,TE,4.75,2,5.66,4.75,2.650870545,Calibrated,Stream
Human,2,1,Line,99,Visual,TE,3,3,3.16,7.25,2.018065329,Calibrated,Target
Human,2,1,Line,99,Visual,TE,7.25,3,7.94,7.25,2.018065329,Calibrated,Stream
Human,2,1,Line,100,Visual,TE,1.5,1.5,3.26,5.25,3.137789241,Calibrated,Target
Human,2,1,Line,100,Visual,TE,5.25,1.5,6.23,5.25,3.137789241,Calibrated,Stream
Human,2,1,Line,101,Visual,TE,2,2,1.94,5.75,1.94699803,Calibrated,Target
Human,2,1,Line,101,Visual,TE,5.75,2,4.71,5.75,1.94699803,Calibrated,Stream
Human,2,1,Line,102,Visual,TE,3,3,2.87,5.75,2.892814515,Calibrated,Target
Human,2,1,Line,102,Visual,TE,5.75,3,6.06,5.75,2.892814515,Calibrated,Stream
Human,2,1,Line,103,Visual,TE,3,3,3.17,5.25,2.332140685,Calibrated,Target
Human,2,1,Line,103,Visual,TE,5.25,3,5.37,5.25,2.332140685,Calibrated,Stream
Human,2,1,Line,104,Visual,TE,1,1,1.6,5.75,1.941539952,Calibrated,Target
Human,2,1,Line,104,Visual,TE,5.75,1,4.65,5.75,1.941539952,Calibrated,Stream
Human,2,1,Line,105,Visual,TE,4,4,4.06,6.75,2.6588459,Calibrated,Target
Human,2,1,Line,105,Visual,TE,6.75,4,6.72,6.75,2.6588459,Calibrated,Stream
Human,2,1,Line,106,Visual,TE,3,3,3.27,5.25,2.037216144,Calibrated,Target
Human,2,1,Line,106,Visual,TE,5.25,3,5.31,5.25,2.037216144,Calibrated,Stream
Human,2,1,Line,107,Visual,TE,3,3,2.4,6.25,2.223175957,Calibrated,Target
Human,2,1,Line,107,Visual,TE,6.25,3,5.15,6.25,2.223175957,Calibrated,Stream
Human,2,1,Line,108,Visual,TE,1,1,1.08,6.25,2.817788516,Calibrated,Target
Human,2,1,Line,108,Visual,TE,6.25,1,4.87,6.25,2.817788516,Calibrated,Stream
Human,2,1,Line,109,Visual,TE,4,4,4.49,6.25,2.623978926,Calibrated,Target
Human,2,1,Line,109,Visual,TE,6.25,4,5.83,6.25,2.623978926,Calibrated,Stream
Human,2,1,Line,110,Visual,TE,4,4,3.85,6.25,1.654566014,Calibrated,Target
Human,2,1,Line,110,Visual,TE,6.25,4,6.01,6.25,1.654566014,Calibrated,Stream
Human,2,1,Line,111,Visual,TE,3.5,3.5,3.35,5.75,2.113527799,Calibrated,Target
Human,2,1,Line,111,Visual,TE,5.75,3.5,6.31,5.75,2.113527799,Calibrated,Stream
Human,2,1,Line,112,Visual,TE,3.5,3.5,4.18,4.75,1.817048336,Calibrated,Target
Human,2,1,Line,112,Visual,TE,4.75,3.5,5.55,4.75,1.817048336,Calibrated,Stream
Human,2,1,Line,113,Visual,TE,2.5,2.5,1.87,7.25,2.024124426,Calibrated,Target
Human,2,1,Line,113,Visual,TE,7.25,2.5,6.94,7.25,2.024124426,Calibrated,Stream
Human,2,1,Line,114,Visual,TE,1,1,1.33,5.75,2.53619749,Calibrated,Target
Human,2,1,Line,114,Visual,TE,5.75,1,5.07,5.75,2.53619749,Calibrated,Stream
Human,2,1,Line,115,Visual,TE,2,2,1.79,4.75,1.878913488,Calibrated,Target
Human,2,1,Line,115,Visual,TE,4.75,2,4.51,4.75,1.878913488,Calibrated,Stream
Human,2,1,Line,116,Visual,TE,3,3,2.77,6.25,2.210586547,Calibrated,Target
Human,2,1,Line,116,Visual,TE,6.25,3,5.7,6.25,2.210586547,Calibrated,Stream
Human,2,1,Line,117,Visual,TE,6,6,5.3,7.25,2.276453263,Calibrated,Target
Human,2,1,Line,117,Visual,TE,7.25,6,6.94,7.25,2.276453263,Calibrated,Stream
Human,2,1,Line,118,Visual,TE,4,4,4.13,5.75,2.429459945,Calibrated,Target
Human,2,1,Line,118,Visual,TE,5.75,4,5.59,5.75,2.429459945,Calibrated,Stream
Human,2,1,Line,119,Visual,TE,3,3,3.39,5.75,2.158732549,Calibrated,Target
Human,2,1,Line,119,Visual,TE,5.75,3,5.58,5.75,2.158732549,Calibrated,Stream
Human,2,1,Line,120,Visual,TE,2.5,2.5,3.03,5.25,1.672600822,Calibrated,Target
Human,2,1,Line,120,Visual,TE,5.25,2.5,5.54,5.25,1.672600822,Calibrated,Stream
Human,2,1,Line,121,Visual,TE,5,5,5.27,6.75,1.664816248,Calibrated,Target
Human,2,1,Line,121,Visual,TE,6.75,5,7.08,6.75,1.664816248,Calibrated,Stream
Human,2,1,Line,122,Visual,TE,4,4,3.99,7.25,2.837328741,Calibrated,Target
Human,2,1,Line,122,Visual,TE,7.25,4,6.66,7.25,2.837328741,Calibrated,Stream
Human,2,1,Line,123,Visual,TE,5,5,5.73,6.75,1.711274957,Calibrated,Target
Human,2,1,Line,123,Visual,TE,6.75,5,7.84,6.75,1.711274957,Calibrated,Stream
Human,2,1,Line,124,Visual,TE,1,1,2.15,5.25,2.238719146,Calibrated,Target
Human,2,1,Line,124,Visual,TE,5.25,1,5.36,5.25,2.238719146,Calibrated,Stream
Human,2,1,Line,125,Visual,TE,2,2,2.26,4.75,2.407616467,Calibrated,Target
Human,2,1,Line,125,Visual,TE,4.75,2,4.8,4.75,2.407616467,Calibrated,Stream
Human,2,1,Line,126,Visual,TE,3,3,3.08,4.75,1.981679959,Calibrated,Target
Human,2,1,Line,126,Visual,TE,4.75,3,4.55,4.75,1.981679959,Calibrated,Stream
Human,2,1,Line,127,Visual,TE,4,4,3.68,5.75,1.699009452,Calibrated,Target
Human,2,1,Line,127,Visual,TE,5.75,4,5.59,5.75,1.699009452,Calibrated,Stream
Human,2,1,Line,128,Visual,TE,2,2,3.24,6.25,2.018962482,Calibrated,Target
Human,2,1,Line,128,Visual,TE,6.25,2,6.89,6.25,2.018962482,Calibrated,Stream
Human,2,1,Line,129,Visual,TE,4.5,4.5,3.54,7.25,2.016365208,Calibrated,Target
Human,2,1,Line,129,Visual,TE,7.25,4.5,6.47,7.25,2.016365208,Calibrated,Stream
Human,2,1,Line,130,Visual,TE,2.5,2.5,3.99,5.25,2.032938975,Calibrated,Target
Human,2,1,Line,130,Visual,TE,5.25,2.5,5.72,5.25,2.032938975,Calibrated,Stream
Human,2,1,Line,131,Visual,TE,2,2,1.57,6.75,2.610370409,Calibrated,Target
Human,2,1,Line,131,Visual,TE,6.75,2,5.38,6.75,2.610370409,Calibrated,Stream
Human,2,1,Line,132,Visual,TE,3,3,3.11,5.75,1.848933759,Calibrated,Target
Human,2,1,Line,132,Visual,TE,5.75,3,5.91,5.75,1.848933759,Calibrated,Stream
Human,2,1,Line,133,Visual,TE,1.5,1.5,0.64,7.25,2.115380967,Calibrated,Target
Human,2,1,Line,133,Visual,TE,7.25,1.5,6.23,7.25,2.115380967,Calibrated,Stream
Human,2,1,Line,134,Visual,TE,5,5,4.49,7.25,2.051288934,Calibrated,Target
Human,2,1,Line,134,Visual,TE,7.25,5,6.8,7.25,2.051288934,Calibrated,Stream
Human,2,1,Line,135,Visual,TE,1.5,1.5,2.53,4.75,2.65778423,Calibrated,Target
Human,2,1,Line,135,Visual,TE,4.75,1.5,5.21,4.75,2.65778423,Calibrated,Stream
Human,2,1,Line,136,Visual,TE,1.5,1.5,1.53,4.75,1.587162185,Calibrated,Target
Human,2,1,Line,136,Visual,TE,4.75,1.5,4.63,4.75,1.587162185,Calibrated,Stream
Human,2,1,Line,137,Visual,TE,5.5,5.5,4.58,6.75,1.580700698,Calibrated,Target
Human,2,1,Line,137,Visual,TE,6.75,5.5,6.37,6.75,1.580700698,Calibrated,Stream
Human,2,1,Line,138,Visual,TE,4,4,3.65,6.25,2.081185046,Calibrated,Target
Human,2,1,Line,138,Visual,TE,6.25,4,5.3,6.25,2.081185046,Calibrated,Stream
Human,2,1,Line,139,Visual,TE,5.5,5.5,4.94,6.75,1.411982687,Calibrated,Target
Human,2,1,Line,139,Visual,TE,6.75,5.5,7.16,6.75,1.411982687,Calibrated,Stream
Human,2,1,Line,140,Visual,TE,4,4,3.78,6.25,2.616613948,Calibrated,Target
Human,2,1,Line,140,Visual,TE,6.25,4,6.08,6.25,2.616613948,Calibrated,Stream
Human,2,1,Line,141,Visual,TE,3,3,3.68,5.25,1.770803651,Calibrated,Target
Human,2,1,Line,141,Visual,TE,5.25,3,6.04,5.25,1.770803651,Calibrated,Stream
Human,2,1,Line,142,Visual,TE,2,2,1.81,4.75,1.793054047,Calibrated,Target
Human,2,1,Line,142,Visual,TE,4.75,2,4.75,4.75,1.793054047,Calibrated,Stream
Human,2,1,Line,143,Visual,TE,5,5,3.65,6.25,1.412310214,Calibrated,Target
Human,2,1,Line,143,Visual,TE,6.25,5,5.46,6.25,1.412310214,Calibrated,Stream
Human,2,1,Line,144,Visual,TE,2,2,1.53,6.25,2.738624208,Calibrated,Target
Human,2,1,Line,144,Visual,TE,6.25,2,6.13,6.25,2.738624208,Calibrated,Stream
Human,3,1,Line,13,Visual,TE,1,1,1.06,4.75,5.041596874,Calibrated,Target
Human,3,1,Line,13,Visual,TE,4.75,1,1.06,4.75,5.041596874,Calibrated,Stream
Human,3,1,Line,14,Visual,TE,5,5,1.06,7.25,4.058292619,Calibrated,Target
Human,3,1,Line,14,Visual,TE,7.25,5,1.06,7.25,4.058292619,Calibrated,Stream
Human,3,1,Line,15,Visual,TE,2,2,1.01,5.75,2.968872538,Calibrated,Target
Human,3,1,Line,15,Visual,TE,5.75,2,1.01,5.75,2.968872538,Calibrated,Stream
Human,3,1,Line,16,Visual,TE,4.5,4.5,1.01,5.75,3.804667677,Calibrated,Target
Human,3,1,Line,16,Visual,TE,5.75,4.5,1.01,5.75,3.804667677,Calibrated,Stream
Human,3,1,Line,25,Visual,TE,3,3,-1.22,4.75,8.665868807,Calibrated,Target
Human,3,1,Line,25,Visual,TE,4.75,3,4.09,4.75,8.665868807,Calibrated,Stream
Human,3,1,Line,26,Visual,TE,1.5,1.5,5.19,5.25,3.620313278,Calibrated,Target
Human,3,1,Line,26,Visual,TE,5.25,1.5,9.19,5.25,3.620313278,Calibrated,Stream
Human,3,1,Line,27,Visual,TE,1,1,0.14,4.75,5.742380784,Calibrated,Target
Human,3,1,Line,27,Visual,TE,4.75,1,1.09,4.75,5.742380784,Calibrated,Stream
Human,3,1,Line,28,Visual,TE,4.5,4.5,0.97,6.25,5.452646474,Calibrated,Target
Human,3,1,Line,28,Visual,TE,6.25,4.5,9.34,6.25,5.452646474,Calibrated,Stream
Human,3,1,Line,29,Visual,TE,3.5,3.5,0.84,4.75,4.679750384,Calibrated,Target
Human,3,1,Line,29,Visual,TE,4.75,3.5,9.43,4.75,4.679750384,Calibrated,Stream
Human,3,1,Line,30,Visual,TE,3.5,3.5,4.86,6.75,5.053855996,Calibrated,Target
Human,3,1,Line,30,Visual,TE,6.75,3.5,10.12,6.75,5.053855996,Calibrated,Stream
Human,3,1,Line,31,Visual,TE,4,4,2.08,6.25,2.0077354,Calibrated,Target
Human,3,1,Line,31,Visual,TE,6.25,4,4.24,6.25,2.0077354,Calibrated,Stream
Human,3,1,Line,32,Visual,TE,3,3,2.02,5.75,2.103360959,Calibrated,Target
Human,3,1,Line,32,Visual,TE,5.75,3,6.55,5.75,2.103360959,Calibrated,Stream
Human,3,1,Line,33,Visual,TE,4,4,3.44,6.25,2.967129039,Calibrated,Target
Human,3,1,Line,33,Visual,TE,6.25,4,8.92,6.25,2.967129039,Calibrated,Stream
Human,3,1,Line,34,Visual,TE,1.5,1.5,2.83,6.25,3.566236764,Calibrated,Target
Human,3,1,Line,34,Visual,TE,6.25,1.5,7.79,6.25,3.566236764,Calibrated,Stream
Human,3,1,Line,35,Visual,TE,2,2,5.1,5.75,2.496981313,Calibrated,Target
Human,3,1,Line,35,Visual,TE,5.75,2,9.11,5.75,2.496981313,Calibrated,Stream
Human,3,1,Line,36,Visual,TE,4,4,2.88,5.75,2.563337173,Calibrated,Target
Human,3,1,Line,36,Visual,TE,5.75,4,7.28,5.75,2.563337173,Calibrated,Stream
Human,3,1,Line,37,Visual,TE,2,2,4.85,6.75,3.604344997,Calibrated,Target
Human,3,1,Line,37,Visual,TE,6.75,2,9.65,6.75,3.604344997,Calibrated,Stream
Human,3,1,Line,38,Visual,TE,5,5,3.42,6.75,3.655687031,Calibrated,Target
Human,3,1,Line,38,Visual,TE,6.75,5,8.5,6.75,3.655687031,Calibrated,Stream
Human,3,1,Line,39,Visual,TE,1,1,1.49,6.25,5.385542022,Calibrated,Target
Human,3,1,Line,39,Visual,TE,6.25,1,9.68,6.25,5.385542022,Calibrated,Stream
Human,3,1,Line,40,Visual,TE,1.5,1.5,2.84,4.75,4.21915326,Calibrated,Target
Human,3,1,Line,40,Visual,TE,4.75,1.5,9.74,4.75,4.21915326,Calibrated,Stream
Human,3,1,Line,41,Visual,TE,4,4,6.91,6.25,2.617087082,Calibrated,Target
Human,3,1,Line,41,Visual,TE,6.25,4,9.96,6.25,2.617087082,Calibrated,Stream
Human,3,1,Line,42,Visual,TE,5.5,5.5,4.39,6.75,2.43078302,Calibrated,Target
Human,3,1,Line,42,Visual,TE,6.75,5.5,9.36,6.75,2.43078302,Calibrated,Stream
Human,3,1,Line,43,Visual,TE,3,3,4.01,5.25,5.409801578,Calibrated,Target
Human,3,1,Line,43,Visual,TE,5.25,3,7.86,5.25,5.409801578,Calibrated,Stream
Human,3,1,Line,44,Visual,TE,5,5,6.47,6.75,5.642189108,Calibrated,Target
Human,3,1,Line,44,Visual,TE,6.75,5,7.68,6.75,5.642189108,Calibrated,Stream
Human,3,1,Line,45,Visual,TE,1,1,4.57,4.75,3.207894476,Calibrated,Target
Human,3,1,Line,45,Visual,TE,4.75,1,9.47,4.75,3.207894476,Calibrated,Stream
Human,3,1,Line,46,Visual,TE,5,5,3.25,6.25,3.774301952,Calibrated,Target
Human,3,1,Line,46,Visual,TE,6.25,5,7.68,6.25,3.774301952,Calibrated,Stream
Human,3,1,Line,47,Visual,TE,3.5,3.5,2.46,7.25,2.932196292,Calibrated,Target
Human,3,1,Line,47,Visual,TE,7.25,3.5,7.4,7.25,2.932196292,Calibrated,Stream
Human,3,1,Line,48,Visual,TE,1.5,1.5,1.68,5.25,6.23194666,Calibrated,Target
Human,3,1,Line,48,Visual,TE,5.25,1.5,5.56,5.25,6.23194666,Calibrated,Stream
Human,3,1,Line,49,Visual,TE,1.5,1.5,1.33,5.25,3.975696811,Calibrated,Target
Human,3,1,Line,49,Visual,TE,5.25,1.5,4.62,5.25,3.975696811,Calibrated,Stream
Human,3,1,Line,50,Visual,TE,2.5,2.5,1.82,4.75,2.076381412,Calibrated,Target
Human,3,1,Line,50,Visual,TE,4.75,2.5,5.55,4.75,2.076381412,Calibrated,Stream
Human,3,1,Line,51,Visual,TE,2.5,2.5,2.94,7.25,3.25291301,Calibrated,Target
Human,3,1,Line,51,Visual,TE,7.25,2.5,9.31,7.25,3.25291301,Calibrated,Stream
Human,3,1,Line,52,Visual,TE,2.5,2.5,3.49,6.25,2.07952158,Calibrated,Target
Human,3,1,Line,52,Visual,TE,6.25,2.5,8.5,6.25,2.07952158,Calibrated,Stream
Human,3,1,Line,53,Visual,TE,1,1,3.06,7.25,3.240336943,Calibrated,Target
Human,3,1,Line,53,Visual,TE,7.25,1,7.27,7.25,3.240336943,Calibrated,Stream
Human,3,1,Line,54,Visual,TE,4.5,4.5,1.57,6.25,3.382880289,Calibrated,Target
Human,3,1,Line,54,Visual,TE,6.25,4.5,3.14,6.25,3.382880289,Calibrated,Stream
Human,3,1,Line,55,Visual,TE,4.5,4.5,3.04,5.75,3.001365112,Calibrated,Target
Human,3,1,Line,55,Visual,TE,5.75,4.5,7.47,5.75,3.001365112,Calibrated,Stream
Human,3,1,Line,56,Visual,TE,5.5,5.5,6.37,7.25,6.109173424,Calibrated,Target
Human,3,1,Line,56,Visual,TE,7.25,5.5,8.23,7.25,6.109173424,Calibrated,Stream
Human,3,1,Line,57,Visual,TE,3.5,3.5,2.56,5.75,6.020632034,Calibrated,Target
Human,3,1,Line,57,Visual,TE,5.75,3.5,5.2,5.75,6.020632034,Calibrated,Stream
Human,3,1,Line,58,Visual,TE,2.5,2.5,2.9,4.75,3.903490755,Calibrated,Target
Human,3,1,Line,58,Visual,TE,4.75,2.5,5.72,4.75,3.903490755,Calibrated,Stream
Human,3,1,Line,59,Visual,TE,1.5,1.5,3.17,5.25,2.47208183,Calibrated,Target
Human,3,1,Line,59,Visual,TE,5.25,1.5,6.08,5.25,2.47208183,Calibrated,Stream
Human,3,1,Line,60,Visual,TE,2,2,2.9,5.25,2.364338114,Calibrated,Target
Human,3,1,Line,60,Visual,TE,5.25,2,6.81,5.25,2.364338114,Calibrated,Stream
Human,3,1,Line,61,Visual,TE,3.5,3.5,4.21,5.75,1.671236644,Calibrated,Target
Human,3,1,Line,61,Visual,TE,5.75,3.5,7.15,5.75,1.671236644,Calibrated,Stream
Human,3,1,Line,62,Visual,TE,4,4,4.11,7.25,2.804859051,Calibrated,Target
Human,3,1,Line,62,Visual,TE,7.25,4,7.19,7.25,2.804859051,Calibrated,Stream
Human,3,1,Line,63,Visual,TE,2.5,2.5,3.42,5.25,2.550975421,Calibrated,Target
Human,3,1,Line,63,Visual,TE,5.25,2.5,7.04,5.25,2.550975421,Calibrated,Stream
Human,3,1,Line,64,Visual,TE,1.5,1.5,2.88,5.75,3.087433729,Calibrated,Target
Human,3,1,Line,64,Visual,TE,5.75,1.5,7.3,5.75,3.087433729,Calibrated,Stream
Human,3,1,Line,65,Visual,TE,1.5,1.5,3.87,5.25,2.432321561,Calibrated,Target
Human,3,1,Line,65,Visual,TE,5.25,1.5,7.22,5.25,2.432321561,Calibrated,Stream
Human,3,1,Line,66,Visual,TE,2.5,2.5,3.7,6.75,3.533753849,Calibrated,Target
