Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,streamDur,Response,versionName,repGoal
Human,4,1,Line,100,Visual,TE,6.75,4.5,6.94,6.75,2.553267406,Uncalibrated,Stream
Human,4,1,Line,101,Visual,TE,3.5,3.5,3.74,5.75,2.897174504,Uncalibrated,Target
Human,4,1,Line,101,Visual,TE,5.75,3.5,6.09,5.75,2.897174504,Uncalibrated,Stream
Human,4,1,Line,102,Visual,TE,2.5,2.5,3.03,5.25,3.16582854,Uncalibrated,Target
Human,4,1,Line,102,Visual,TE,5.25,2.5,5.73,5.25,3.16582854,Uncalibrated,Stream
Human,4,1,Line,103,Visual,TE,2.5,2.5,2.6,5.75,2.743030092,Uncalibrated,Target
Human,4,1,Line,103,Visual,TE,5.75,2.5,5.81,5.75,2.743030092,Uncalibrated,Stream
Human,4,1,Line,104,Visual,TE,3,3,3.23,4.75,2.542455778,Uncalibrated,Target
Human,4,1,Line,104,Visual,TE,4.75,3,5.55,4.75,2.542455778,Uncalibrated,Stream
Human,4,1,Line,105,Visual,TE,3.5,3.5,3.69,5.75,4.195644207,Uncalibrated,Target
Human,4,1,Line,105,Visual,TE,5.75,3.5,5.54,5.75,4.195644207,Uncalibrated,Stream
Human,4,1,Line,106,Visual,TE,3,3,3.38,5.25,3.346847622,Uncalibrated,Target
Human,4,1,Line,106,Visual,TE,5.25,3,5.81,5.25,3.346847622,Uncalibrated,Stream
Human,4,1,Line,107,Visual,TE,1.5,1.5,1.88,7.25,3.696768928,Uncalibrated,Target
Human,4,1,Line,107,Visual,TE,7.25,1.5,5.27,7.25,3.696768928,Uncalibrated,Stream
Human,4,1,Line,108,Visual,TE,4,4,4.58,6.25,2.99936291,Uncalibrated,Target
Human,4,1,Line,108,Visual,TE,6.25,4,6.48,6.25,2.99936291,Uncalibrated,Stream
Human,4,1,Line,109,Visual,TE,5,5,4.28,7.25,3.040419447,Uncalibrated,Target
Human,4,1,Line,109,Visual,TE,7.25,5,6.22,7.25,3.040419447,Uncalibrated,Stream
Human,4,1,Line,110,Visual,TE,1,1,1.34,4.75,3.284895909,Uncalibrated,Target
Human,4,1,Line,110,Visual,TE,4.75,1,4.17,4.75,3.284895909,Uncalibrated,Stream
Human,4,1,Line,111,Visual,TE,1,1,1.3,4.75,3.576066397,Uncalibrated,Target
Human,4,1,Line,111,Visual,TE,4.75,1,3.53,4.75,3.576066397,Uncalibrated,Stream
Human,4,1,Line,112,Visual,TE,3.5,3.5,4.38,5.25,4.018016795,Uncalibrated,Target
Human,4,1,Line,112,Visual,TE,5.25,3.5,5.84,5.25,4.018016795,Uncalibrated,Stream
Human,4,1,Line,113,Visual,TE,6,6,4.57,7.25,2.592397791,Uncalibrated,Target
Human,4,1,Line,113,Visual,TE,7.25,6,5.95,7.25,2.592397791,Uncalibrated,Stream
Human,4,1,Line,114,Visual,TE,3,3,4.31,7.25,3.056523542,Uncalibrated,Target
Human,4,1,Line,114,Visual,TE,7.25,3,7.35,7.25,3.056523542,Uncalibrated,Stream
Human,4,1,Line,115,Visual,TE,3.5,3.5,4.14,4.75,2.416045122,Uncalibrated,Target
Human,4,1,Line,115,Visual,TE,4.75,3.5,5.51,4.75,2.416045122,Uncalibrated,Stream
Human,4,1,Line,116,Visual,TE,3,3,3.32,6.75,3.624779247,Uncalibrated,Target
Human,4,1,Line,116,Visual,TE,6.75,3,6.45,6.75,3.624779247,Uncalibrated,Stream
Human,4,1,Line,117,Visual,TE,5,5,4.42,6.25,3.004462792,Uncalibrated,Target
Human,4,1,Line,117,Visual,TE,6.25,5,5.6,6.25,3.004462792,Uncalibrated,Stream
Human,4,1,Line,118,Visual,TE,6,6,4.48,7.25,2.736984491,Uncalibrated,Target
Human,4,1,Line,118,Visual,TE,7.25,6,6.18,7.25,2.736984491,Uncalibrated,Stream
Human,4,1,Line,119,Visual,TE,4,4,4.53,5.75,3.22385671,Uncalibrated,Target
Human,4,1,Line,119,Visual,TE,5.75,4,6.04,5.75,3.22385671,Uncalibrated,Stream
Human,4,1,Line,120,Visual,TE,2,2,2.7,7.25,3.632629654,Uncalibrated,Target
Human,4,1,Line,120,Visual,TE,7.25,2,6.83,7.25,3.632629654,Uncalibrated,Stream
Human,4,1,Line,121,Visual,TE,1,1,1.08,6.25,2.889509136,Uncalibrated,Target
Human,4,1,Line,121,Visual,TE,6.25,1,5.72,6.25,2.889509136,Uncalibrated,Stream
Human,4,1,Line,122,Visual,TE,3.5,3.5,3.72,5.25,3.051131161,Uncalibrated,Target
Human,4,1,Line,122,Visual,TE,5.25,3.5,5.66,5.25,3.051131161,Uncalibrated,Stream
Human,4,1,Line,123,Visual,TE,3.5,3.5,3.41,4.75,4.047626294,Uncalibrated,Target
Human,4,1,Line,123,Visual,TE,4.75,3.5,4.99,4.75,4.047626294,Uncalibrated,Stream
Human,4,1,Line,124,Visual,TE,1,1,0.81,5.75,2.868353758,Uncalibrated,Target
Human,4,1,Line,124,Visual,TE,5.75,1,3.75,5.75,2.868353758,Uncalibrated,Stream
Human,4,1,Line,125,Visual,TE,3,3,1.18,5.75,5.601440836,Uncalibrated,Target
Human,4,1,Line,125,Visual,TE,5.75,3,4.17,5.75,5.601440836,Uncalibrated,Stream
Human,4,1,Line,126,Visual,TE,5,5,3.64,6.25,2.448636671,Uncalibrated,Target
Human,4,1,Line,126,Visual,TE,6.25,5,4.61,6.25,2.448636671,Uncalibrated,Stream
Human,4,1,Line,127,Visual,TE,4.5,4.5,4.15,6.25,3.709919046,Uncalibrated,Target
Human,4,1,Line,127,Visual,TE,6.25,4.5,5.44,6.25,3.709919046,Uncalibrated,Stream
Human,4,1,Line,128,Visual,TE,2.5,2.5,3.53,6.75,2.573287799,Uncalibrated,Target
Human,4,1,Line,128,Visual,TE,6.75,2.5,5.06,6.75,2.573287799,Uncalibrated,Stream
Human,4,1,Line,129,Visual,TE,1.5,1.5,1.56,6.75,3.868703913,Uncalibrated,Target
Human,4,1,Line,129,Visual,TE,6.75,1.5,6.08,6.75,3.868703913,Uncalibrated,Stream
Human,4,1,Line,130,Visual,TE,1.5,1.5,2.7,4.75,4.505196305,Uncalibrated,Target
Human,4,1,Line,130,Visual,TE,4.75,1.5,6.32,4.75,4.505196305,Uncalibrated,Stream
Human,4,1,Line,131,Visual,TE,3,3,3.02,4.75,2.00047284,Uncalibrated,Target
Human,4,1,Line,131,Visual,TE,4.75,3,4.87,4.75,2.00047284,Uncalibrated,Stream
Human,4,1,Line,132,Visual,TE,3.5,3.5,3.73,6.25,2.836623711,Uncalibrated,Target
Human,4,1,Line,132,Visual,TE,6.25,3.5,5.34,6.25,2.836623711,Uncalibrated,Stream
Human,4,1,Line,133,Visual,TE,1.5,1.5,1.02,7.25,3.207563351,Uncalibrated,Target
Human,4,1,Line,133,Visual,TE,7.25,1.5,7.2,7.25,3.207563351,Uncalibrated,Stream
Human,4,1,Line,134,Visual,TE,2,2,1.51,5.75,3.449303776,Uncalibrated,Target
Human,4,1,Line,134,Visual,TE,5.75,2,6.01,5.75,3.449303776,Uncalibrated,Stream
Human,4,1,Line,135,Visual,TE,4,4,3.86,5.25,2.731314098,Uncalibrated,Target
Human,4,1,Line,135,Visual,TE,5.25,4,5.44,5.25,2.731314098,Uncalibrated,Stream
Human,4,1,Line,136,Visual,TE,2.5,2.5,3.54,6.25,2.510572386,Uncalibrated,Target
Human,4,1,Line,136,Visual,TE,6.25,2.5,4.92,6.25,2.510572386,Uncalibrated,Stream
Human,4,1,Line,137,Visual,TE,4.5,4.5,3.55,6.75,2.475981032,Uncalibrated,Target
Human,4,1,Line,137,Visual,TE,6.75,4.5,5.27,6.75,2.475981032,Uncalibrated,Stream
Human,4,1,Line,138,Visual,TE,4.5,4.5,5.48,7.25,2.945092865,Uncalibrated,Target
Human,4,1,Line,138,Visual,TE,7.25,4.5,7.7,7.25,2.945092865,Uncalibrated,Stream
Human,4,1,Line,139,Visual,TE,3,3,2.99,5.25,3.60333469,Uncalibrated,Target
Human,4,1,Line,139,Visual,TE,5.25,3,4.44,5.25,3.60333469,Uncalibrated,Stream
Human,4,1,Line,140,Visual,TE,1,1,3.11,5.25,2.267497449,Uncalibrated,Target
Human,4,1,Line,140,Visual,TE,5.25,1,4.84,5.25,2.267497449,Uncalibrated,Stream
Human,4,1,Line,141,Visual,TE,3,3,2.72,4.75,2.727906128,Uncalibrated,Target
Human,4,1,Line,141,Visual,TE,4.75,3,3.93,4.75,2.727906128,Uncalibrated,Stream
Human,4,1,Line,142,Visual,TE,4.5,4.5,3.02,6.75,2.125971282,Uncalibrated,Target
Human,4,1,Line,142,Visual,TE,6.75,4.5,5.95,6.75,2.125971282,Uncalibrated,Stream
Human,4,1,Line,143,Visual,TE,2.5,2.5,2.98,5.75,2.576215817,Uncalibrated,Target
Human,4,1,Line,143,Visual,TE,5.75,2.5,5.57,5.75,2.576215817,Uncalibrated,Stream
Human,4,1,Line,144,Visual,TE,3.5,3.5,3.33,6.25,2.046518175,Uncalibrated,Target
Human,4,1,Line,144,Visual,TE,6.25,3.5,5.7,6.25,2.046518175,Uncalibrated,Stream
Human,5,1,Line,13,Visual,TE,2.5,2.5,1.68,5.75,6.441721924,Uncalibrated,Target
Human,5,1,Line,13,Visual,TE,5.75,2.5,1.71,5.75,6.441721924,Uncalibrated,Stream
Human,5,1,Line,14,Visual,TE,3,3,1.72,4.75,5.346540192,Uncalibrated,Target
Human,5,1,Line,14,Visual,TE,4.75,3,2.36,4.75,5.346540192,Uncalibrated,Stream
Human,5,1,Line,15,Visual,TE,1.5,1.5,2.36,6.25,6.690897748,Uncalibrated,Target
Human,5,1,Line,15,Visual,TE,6.25,1.5,2.36,6.25,6.690897748,Uncalibrated,Stream
Human,5,1,Line,16,Visual,TE,2.5,2.5,2.36,6.75,5.626765566,Uncalibrated,Target
Human,5,1,Line,16,Visual,TE,6.75,2.5,2.36,6.75,5.626765566,Uncalibrated,Stream
Human,5,1,Line,17,Visual,TE,4,4,2.4,7.25,7.039658957,Uncalibrated,Target
Human,5,1,Line,17,Visual,TE,7.25,4,2.4,7.25,7.039658957,Uncalibrated,Stream
Human,5,1,Line,18,Visual,TE,4.5,4.5,2.38,5.75,5.757479288,Uncalibrated,Target
Human,5,1,Line,18,Visual,TE,5.75,4.5,2.39,5.75,5.757479288,Uncalibrated,Stream
Human,5,1,Line,19,Visual,TE,4.5,4.5,2.39,5.75,5.785086938,Uncalibrated,Target
Human,5,1,Line,19,Visual,TE,5.75,4.5,2.42,5.75,5.785086938,Uncalibrated,Stream
Human,5,1,Line,20,Visual,TE,5,5,2.42,7.25,7.149463482,Uncalibrated,Target
Human,5,1,Line,20,Visual,TE,7.25,5,2.42,7.25,7.149463482,Uncalibrated,Stream
Human,5,1,Line,21,Visual,TE,1,1,3.07,5.25,6.495788012,Uncalibrated,Target
Human,5,1,Line,21,Visual,TE,5.25,1,3.05,5.25,6.495788012,Uncalibrated,Stream
Human,5,1,Line,22,Visual,TE,3,3,3.03,7.25,1.916304176,Uncalibrated,Target
Human,5,1,Line,22,Visual,TE,7.25,3,3.03,7.25,1.916304176,Uncalibrated,Stream
Human,5,1,Line,23,Visual,TE,1,1,7.64,6.75,6.740722589,Uncalibrated,Target
Human,5,1,Line,23,Visual,TE,6.75,1,7.63,6.75,6.740722589,Uncalibrated,Stream
Human,5,1,Line,24,Visual,TE,1.5,1.5,6.49,4.75,6.274883343,Uncalibrated,Target
Human,5,1,Line,24,Visual,TE,4.75,1.5,8.07,4.75,6.274883343,Uncalibrated,Stream
Human,5,1,Line,25,Visual,TE,1,1,4.75,5.25,6.192157897,Uncalibrated,Target
Human,5,1,Line,25,Visual,TE,5.25,1,7.77,5.25,6.192157897,Uncalibrated,Stream
Human,5,1,Line,26,Visual,TE,2.5,2.5,5.86,5.75,5.765090893,Uncalibrated,Target
Human,5,1,Line,26,Visual,TE,5.75,2.5,5.86,5.75,5.765090893,Uncalibrated,Stream
Human,5,1,Line,37,Visual,TE,4,4,2.25,5.25,3.950438214,Uncalibrated,Target
Human,5,1,Line,37,Visual,TE,5.25,4,7.74,5.25,3.950438214,Uncalibrated,Stream
Human,5,1,Line,38,Visual,TE,2.5,2.5,4.23,7.25,6.247278108,Uncalibrated,Target
Human,5,1,Line,38,Visual,TE,7.25,2.5,4.17,7.25,6.247278108,Uncalibrated,Stream
Human,5,1,Line,39,Visual,TE,1.5,1.5,4.07,5.75,6.530833088,Uncalibrated,Target
Human,5,1,Line,39,Visual,TE,5.75,1.5,4.07,5.75,6.530833088,Uncalibrated,Stream
Human,5,1,Line,40,Visual,TE,6,6,4.07,7.25,8.019559069,Uncalibrated,Target
Human,5,1,Line,40,Visual,TE,7.25,6,4.08,7.25,8.019559069,Uncalibrated,Stream
Human,5,1,Line,41,Visual,TE,4.5,4.5,4.11,6.75,7.019668043,Uncalibrated,Target
Human,5,1,Line,41,Visual,TE,6.75,4.5,4.03,6.75,7.019668043,Uncalibrated,Stream
Human,5,1,Line,42,Visual,TE,1.5,1.5,4.1,4.75,2.168723272,Uncalibrated,Target
Human,5,1,Line,42,Visual,TE,4.75,1.5,4.13,4.75,2.168723272,Uncalibrated,Stream
Human,5,1,Line,43,Visual,TE,2,2,3.48,6.25,5.54389311,Uncalibrated,Target
Human,5,1,Line,43,Visual,TE,6.25,2,3.51,6.25,5.54389311,Uncalibrated,Stream
Human,5,1,Line,44,Visual,TE,3.5,3.5,4.09,5.75,5.736422478,Uncalibrated,Target
Human,5,1,Line,44,Visual,TE,5.75,3.5,4.1,5.75,5.736422478,Uncalibrated,Stream
Human,5,1,Line,45,Visual,TE,5,5,1.61,7.25,6.783869202,Uncalibrated,Target
Human,5,1,Line,45,Visual,TE,7.25,5,1.61,7.25,6.783869202,Uncalibrated,Stream
Human,5,1,Line,46,Visual,TE,1.5,1.5,1.72,6.25,1.948998907,Uncalibrated,Target
Human,5,1,Line,46,Visual,TE,6.25,1.5,1.73,6.25,1.948998907,Uncalibrated,Stream
Human,5,1,Line,47,Visual,TE,2.5,2.5,1.71,6.75,7.252337418,Uncalibrated,Target
Human,5,1,Line,47,Visual,TE,6.75,2.5,1.71,6.75,7.252337418,Uncalibrated,Stream
Human,5,1,Line,48,Visual,TE,1,1,1.67,6.25,8.168708178,Uncalibrated,Target
Human,5,1,Line,48,Visual,TE,6.25,1,1.66,6.25,8.168708178,Uncalibrated,Stream
Human,5,1,Line,49,Visual,TE,3,3,1.66,5.25,5.938404242,Uncalibrated,Target
Human,5,1,Line,49,Visual,TE,5.25,3,1.63,5.25,5.938404242,Uncalibrated,Stream
Human,5,1,Line,50,Visual,TE,1,1,1.62,6.25,4.996263605,Uncalibrated,Target
Human,5,1,Line,50,Visual,TE,6.25,1,1.62,6.25,4.996263605,Uncalibrated,Stream
Human,5,1,Line,51,Visual,TE,4,4,1.61,5.75,6.578369769,Uncalibrated,Target
Human,5,1,Line,51,Visual,TE,5.75,4,1.61,5.75,6.578369769,Uncalibrated,Stream
Human,5,1,Line,52,Visual,TE,3,3,1.56,4.75,5.039224569,Uncalibrated,Target
Human,5,1,Line,52,Visual,TE,4.75,3,1.54,4.75,5.039224569,Uncalibrated,Stream
Human,5,1,Line,53,Visual,TE,2,2,1.34,5.75,6.374837006,Uncalibrated,Target
Human,5,1,Line,53,Visual,TE,5.75,2,1.3,5.75,6.374837006,Uncalibrated,Stream
Human,5,1,Line,54,Visual,TE,2,2,1.24,5.25,4.263754673,Uncalibrated,Target
Human,5,1,Line,54,Visual,TE,5.25,2,1.27,5.25,4.263754673,Uncalibrated,Stream
Human,5,1,Line,55,Visual,TE,2.5,2.5,1.29,4.75,5.856283136,Uncalibrated,Target
Human,5,1,Line,55,Visual,TE,4.75,2.5,1.31,4.75,5.856283136,Uncalibrated,Stream
Human,5,1,Line,56,Visual,TE,5.5,5.5,1.31,6.75,9.077962398,Uncalibrated,Target
Human,5,1,Line,56,Visual,TE,6.75,5.5,1.35,6.75,9.077962398,Uncalibrated,Stream
Human,5,1,Line,57,Visual,TE,4.5,4.5,1.43,6.75,7.212287368,Uncalibrated,Target
Human,5,1,Line,57,Visual,TE,6.75,4.5,1.43,6.75,7.212287368,Uncalibrated,Stream
Human,5,1,Line,58,Visual,TE,2.5,2.5,1.37,4.75,6.135220439,Uncalibrated,Target
Human,5,1,Line,58,Visual,TE,4.75,2.5,1.37,4.75,6.135220439,Uncalibrated,Stream
Human,5,1,Line,59,Visual,TE,1.5,1.5,1.37,5.75,6.169521411,Uncalibrated,Target
Human,5,1,Line,59,Visual,TE,5.75,1.5,1.38,5.75,6.169521411,Uncalibrated,Stream
Human,5,1,Line,60,Visual,TE,1,1,1.94,6.25,5.151194394,Uncalibrated,Target
Human,5,1,Line,60,Visual,TE,6.25,1,1.96,6.25,5.151194394,Uncalibrated,Stream
Human,5,1,Line,61,Visual,TE,1,1,1.96,4.75,5.422006615,Uncalibrated,Target
Human,5,1,Line,61,Visual,TE,4.75,1,1.99,4.75,5.422006615,Uncalibrated,Stream
Human,5,1,Line,62,Visual,TE,3,3,2.01,5.25,5.504458268,Uncalibrated,Target
Human,5,1,Line,62,Visual,TE,5.25,3,2.02,5.25,5.504458268,Uncalibrated,Stream
Human,5,1,Line,63,Visual,TE,2,2,2.05,7.25,5.919145057,Uncalibrated,Target
Human,5,1,Line,63,Visual,TE,7.25,2,2.05,7.25,5.919145057,Uncalibrated,Stream
Human,5,1,Line,64,Visual,TE,4,4,2.06,5.25,4.831540818,Uncalibrated,Target
Human,5,1,Line,64,Visual,TE,5.25,4,2.06,5.25,4.831540818,Uncalibrated,Stream
Human,5,1,Line,65,Visual,TE,2,2,2.24,6.75,5.262994569,Uncalibrated,Target
Human,5,1,Line,65,Visual,TE,6.75,2,2.26,6.75,5.262994569,Uncalibrated,Stream
Human,5,1,Line,66,Visual,TE,2,2,2.26,7.25,5.35738269,Uncalibrated,Target
Human,5,1,Line,66,Visual,TE,7.25,2,2.32,7.25,5.35738269,Uncalibrated,Stream
Human,5,1,Line,67,Visual,TE,1.5,1.5,2.34,7.25,6.54648344,Uncalibrated,Target
Human,5,1,Line,67,Visual,TE,7.25,1.5,2.34,7.25,6.54648344,Uncalibrated,Stream
Human,5,1,Line,68,Visual,TE,3.5,3.5,2.41,5.25,6.27740364,Uncalibrated,Target
Human,5,1,Line,68,Visual,TE,5.25,3.5,3.19,5.25,6.27740364,Uncalibrated,Stream
Human,5,1,Line,69,Visual,TE,3,3,3.19,6.25,4.952350851,Uncalibrated,Target
Human,5,1,Line,69,Visual,TE,6.25,3,3.19,6.25,4.952350851,Uncalibrated,Stream
Human,5,1,Line,70,Visual,TE,2,2,3.19,7.25,7.359634626,Uncalibrated,Target
Human,5,1,Line,70,Visual,TE,7.25,2,3.2,7.25,7.359634626,Uncalibrated,Stream
Human,5,1,Line,71,Visual,TE,3.5,3.5,3.2,4.75,6.365291937,Uncalibrated,Target
Human,5,1,Line,71,Visual,TE,4.75,3.5,5.6,4.75,6.365291937,Uncalibrated,Stream
Human,5,1,Line,72,Visual,TE,2,2,9.59,5.75,6.570219028,Uncalibrated,Target
Human,5,1,Line,72,Visual,TE,5.75,2,9.59,5.75,6.570219028,Uncalibrated,Stream
Human,5,1,Motor,85,Visual,TE,2.5,2.5,2.88,5.75,5.415,Uncalibrated,Target
Human,5,1,Motor,85,Visual,TE,5.75,2.5,5.42,5.75,5.415,Uncalibrated,Stream
Human,5,1,Motor,86,Visual,TE,3,3,2.23,4.75,5.295,Uncalibrated,Target
Human,5,1,Motor,86,Visual,TE,4.75,3,5.29,4.75,5.295,Uncalibrated,Stream
Human,5,1,Motor,87,Visual,TE,1.5,1.5,2,6.25,6.552,Uncalibrated,Target
Human,5,1,Motor,87,Visual,TE,6.25,1.5,6.55,6.25,6.552,Uncalibrated,Stream
Human,5,1,Motor,88,Visual,TE,2.5,2.5,2.28,6.75,5.937,Uncalibrated,Target
Human,5,1,Motor,88,Visual,TE,6.75,2.5,5.94,6.75,5.937,Uncalibrated,Stream
Human,5,1,Motor,89,Visual,TE,4,4,3.49,7.25,6.133,Uncalibrated,Target
Human,5,1,Motor,89,Visual,TE,7.25,4,6.13,7.25,6.133,Uncalibrated,Stream
Human,5,1,Motor,90,Visual,TE,4.5,4.5,3.65,5.75,6.605,Uncalibrated,Target
Human,5,1,Motor,90,Visual,TE,5.75,4.5,6.61,5.75,6.605,Uncalibrated,Stream
Human,5,1,Motor,91,Visual,TE,4.5,4.5,4.55,5.75,6.406,Uncalibrated,Target
Human,5,1,Motor,91,Visual,TE,5.75,4.5,6.41,5.75,6.406,Uncalibrated,Stream
Human,5,1,Motor,92,Visual,TE,5,5,0.22,7.25,3.672,Uncalibrated,Target
Human,5,1,Motor,92,Visual,TE,7.25,5,3.67,7.25,3.672,Uncalibrated,Stream
Human,5,1,Motor,94,Visual,TE,3,3,0.22,7.25,2.896,Uncalibrated,Target
Human,5,1,Motor,94,Visual,TE,7.25,3,2.9,7.25,2.896,Uncalibrated,Stream
Human,5,1,Motor,95,Visual,TE,1,1,1.38,6.75,6.237,Uncalibrated,Target
Human,5,1,Motor,95,Visual,TE,6.75,1,6.24,6.75,6.237,Uncalibrated,Stream
Human,5,1,Motor,96,Visual,TE,1.5,1.5,2,4.75,5.534,Uncalibrated,Target
Human,5,1,Motor,96,Visual,TE,4.75,1.5,5.53,4.75,5.534,Uncalibrated,Stream
Human,5,1,Motor,97,Visual,TE,1,1,1.71,5.25,4.858,Uncalibrated,Target
Human,5,1,Motor,97,Visual,TE,5.25,1,4.86,5.25,4.858,Uncalibrated,Stream
Human,5,1,Motor,98,Visual,TE,2.5,2.5,1.88,5.75,4.524,Uncalibrated,Target
Human,5,1,Motor,98,Visual,TE,5.75,2.5,4.52,5.75,4.524,Uncalibrated,Stream
Human,5,1,Motor,99,Visual,TE,2,2,1.84,4.75,4.166,Uncalibrated,Target
Human,5,1,Motor,99,Visual,TE,4.75,2,4.17,4.75,4.166,Uncalibrated,Stream
Human,5,1,Motor,100,Visual,TE,4,4,2.64,5.25,5.452,Uncalibrated,Target
Human,5,1,Motor,100,Visual,TE,5.25,4,5.45,5.25,5.452,Uncalibrated,Stream
Human,5,1,Motor,101,Visual,TE,1.5,1.5,2.04,6.25,6.573,Uncalibrated,Target
Human,5,1,Motor,101,Visual,TE,6.25,1.5,6.57,6.25,6.573,Uncalibrated,Stream
Human,5,1,Motor,102,Visual,TE,2.5,2.5,2.19,6.75,6.897,Uncalibrated,Target
Human,5,1,Motor,102,Visual,TE,6.75,2.5,6.9,6.75,6.897,Uncalibrated,Stream
Human,5,1,Motor,103,Visual,TE,5,5,3.29,6.25,5.267,Uncalibrated,Target
Human,5,1,Motor,103,Visual,TE,6.25,5,5.27,6.25,5.267,Uncalibrated,Stream
Human,5,1,Motor,104,Visual,TE,2.5,2.5,2.35,6.25,5.184,Uncalibrated,Target
Human,5,1,Motor,104,Visual,TE,6.25,2.5,5.18,6.25,5.184,Uncalibrated,Stream
Human,5,1,Motor,105,Visual,TE,1,1,1.65,4.75,4.895,Uncalibrated,Target
Human,5,1,Motor,105,Visual,TE,4.75,1,4.89,4.75,4.895,Uncalibrated,Stream
Human,5,1,Motor,106,Visual,TE,1,1,1.58,5.25,4.571,Uncalibrated,Target
Human,5,1,Motor,106,Visual,TE,5.25,1,4.57,5.25,4.571,Uncalibrated,Stream
Human,5,1,Motor,107,Visual,TE,5.5,5.5,3.82,6.75,5.315,Uncalibrated,Target
Human,5,1,Motor,107,Visual,TE,6.75,5.5,5.32,6.75,5.315,Uncalibrated,Stream
Human,5,1,Motor,108,Visual,TE,2.5,2.5,3.25,6.75,6.003,Uncalibrated,Target
Human,5,1,Motor,108,Visual,TE,6.75,2.5,6,6.75,6.003,Uncalibrated,Stream
Human,5,1,Motor,109,Visual,TE,4,4,3.56,5.25,5.193,Uncalibrated,Target
Human,5,1,Motor,109,Visual,TE,5.25,4,5.19,5.25,5.193,Uncalibrated,Stream
Human,5,1,Motor,110,Visual,TE,2.5,2.5,2.93,7.25,6.739,Uncalibrated,Target
Human,5,1,Motor,110,Visual,TE,7.25,2.5,6.74,7.25,6.739,Uncalibrated,Stream
Human,5,1,Motor,111,Visual,TE,1.5,1.5,1.53,5.75,6.322,Uncalibrated,Target
Human,5,1,Motor,111,Visual,TE,5.75,1.5,6.32,5.75,6.322,Uncalibrated,Stream
Human,5,1,Motor,112,Visual,TE,6,6,5.25,7.25,6.904,Uncalibrated,Target
Human,5,1,Motor,112,Visual,TE,7.25,6,6.9,7.25,6.904,Uncalibrated,Stream
Human,5,1,Motor,113,Visual,TE,4.5,4.5,3.8,6.75,5.563,Uncalibrated,Target
Human,5,1,Motor,113,Visual,TE,6.75,4.5,5.56,6.75,5.563,Uncalibrated,Stream
Human,5,1,Motor,114,Visual,TE,1.5,1.5,0.92,4.75,4.251,Uncalibrated,Target
Human,5,1,Motor,114,Visual,TE,4.75,1.5,4.25,4.75,4.251,Uncalibrated,Stream
Human,5,1,Motor,115,Visual,TE,2,2,2,6.25,5.974,Uncalibrated,Target
Human,5,1,Motor,115,Visual,TE,6.25,2,5.97,6.25,5.974,Uncalibrated,Stream
Human,5,1,Motor,116,Visual,TE,3.5,3.5,3.67,5.75,6.535,Uncalibrated,Target
Human,5,1,Motor,116,Visual,TE,5.75,3.5,6.54,5.75,6.535,Uncalibrated,Stream
Human,5,1,Motor,117,Visual,TE,5,5,3.3,7.25,6.237,Uncalibrated,Target
Human,5,1,Motor,117,Visual,TE,7.25,5,6.24,7.25,6.237,Uncalibrated,Stream
Human,5,1,Motor,118,Visual,TE,1.5,1.5,3.03,6.25,5.432,Uncalibrated,Target
Human,5,1,Motor,118,Visual,TE,6.25,1.5,5.43,6.25,5.432,Uncalibrated,Stream
Human,5,1,Motor,119,Visual,TE,2.5,2.5,2.64,6.75,6.012,Uncalibrated,Target
Human,5,1,Motor,119,Visual,TE,6.75,2.5,6.01,6.75,6.012,Uncalibrated,Stream
Human,5,1,Motor,120,Visual,TE,1,1,1.03,6.25,5.81,Uncalibrated,Target
Human,5,1,Motor,120,Visual,TE,6.25,1,5.81,6.25,5.81,Uncalibrated,Stream
Human,5,1,Motor,121,Visual,TE,3,3,3.02,5.25,5.383,Uncalibrated,Target
Human,5,1,Motor,121,Visual,TE,5.25,3,5.38,5.25,5.383,Uncalibrated,Stream
Human,5,1,Motor,122,Visual,TE,1,1,0.96,6.25,5.409,Uncalibrated,Target
Human,5,1,Motor,122,Visual,TE,6.25,1,5.41,6.25,5.409,Uncalibrated,Stream
Human,5,1,Motor,123,Visual,TE,4,4,3.7,5.75,6.111,Uncalibrated,Target
Human,5,1,Motor,123,Visual,TE,5.75,4,6.11,5.75,6.111,Uncalibrated,Stream
Human,5,1,Motor,124,Visual,TE,3,3,2.81,4.75,4.978,Uncalibrated,Target
Human,5,1,Motor,124,Visual,TE,4.75,3,4.98,4.75,4.978,Uncalibrated,Stream
Human,5,1,Motor,125,Visual,TE,2,2,2.21,5.75,5.333,Uncalibrated,Target
Human,5,1,Motor,125,Visual,TE,5.75,2,5.33,5.75,5.333,Uncalibrated,Stream
Human,5,1,Motor,126,Visual,TE,2,2,2.06,5.25,5.483,Uncalibrated,Target
Human,5,1,Motor,126,Visual,TE,5.25,2,5.48,5.25,5.483,Uncalibrated,Stream
Human,5,1,Motor,127,Visual,TE,2.5,2.5,2.51,4.75,5.301,Uncalibrated,Target
Human,5,1,Motor,127,Visual,TE,4.75,2.5,5.3,4.75,5.301,Uncalibrated,Stream
Human,5,1,Motor,128,Visual,TE,5.5,5.5,4.12,6.75,5.779,Uncalibrated,Target
Human,5,1,Motor,128,Visual,TE,6.75,5.5,5.78,6.75,5.779,Uncalibrated,Stream
