Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Target,IRT
Human,27,1,1,48,Visual,DRL,5,4.195935965
Human,27,1,1,49,Visual,DRL,5,6.083350897
Human,27,1,1,50,Visual,DRL,5,5.249022961
Human,27,1,1,51,Visual,DRL,5,5.65831399
Human,27,1,1,52,Visual,DRL,5,5.717004061
Human,27,1,1,53,Visual,DRL,5,6.328326941
Human,27,1,2,1,Visual,DRL,5,5.564682007
Human,27,1,2,2,Visual,DRL,5,7.399317026
Human,27,1,2,3,Visual,DRL,5,6.987655878
Human,27,1,2,4,Visual,DRL,5,6.693631887
Human,27,1,2,5,Visual,DRL,5,1.210606813
Human,27,1,2,6,Visual,DRL,5,5.282865047
Human,27,1,2,7,Visual,DRL,5,7.296489
Human,27,1,2,8,Visual,DRL,5,6.603121996
Human,27,1,2,9,Visual,DRL,5,5.130153179
Human,27,1,2,10,Visual,DRL,5,4.768306971
Human,27,1,2,11,Visual,DRL,5,6.65208292
Human,27,1,2,12,Visual,DRL,5,6.485745192
Human,27,1,2,13,Visual,DRL,5,6.227010012
Human,27,1,2,14,Visual,DRL,5,7.666003942
Human,27,1,2,15,Visual,DRL,5,7.501127958
Human,27,1,2,16,Visual,DRL,5,7.156975985
Human,27,1,2,17,Visual,DRL,5,7.370087147
Human,27,1,2,18,Visual,DRL,5,6.883107901
Human,27,1,2,19,Visual,DRL,5,7.510289907
Human,27,1,2,20,Visual,DRL,5,7.723453045
Human,27,1,2,21,Visual,DRL,5,7.679111004
Human,27,1,2,22,Visual,DRL,5,6.66096282
Human,27,1,2,23,Visual,DRL,5,7.464191914
Human,27,1,2,24,Visual,DRL,5,5.316826105
Human,27,1,2,25,Visual,DRL,5,5.844329119
Human,27,1,2,26,Visual,DRL,5,5.898436069
Human,27,1,2,27,Visual,DRL,5,5.260488033
Human,27,1,2,28,Visual,DRL,5,5.834000111
Human,27,1,2,29,Visual,DRL,5,6.524083138
Human,27,1,2,30,Visual,DRL,5,6.414087057
Human,27,1,2,31,Visual,DRL,5,6.498152018
Human,27,1,2,32,Visual,DRL,5,6.134222031
Human,27,1,2,33,Visual,DRL,5,6.227521896
Human,27,1,2,34,Visual,DRL,5,7.507382154
Human,27,1,2,35,Visual,DRL,5,6.336573124
Human,27,1,2,36,Visual,DRL,5,5.250869989
Human,27,1,2,37,Visual,DRL,5,4.480021954
Human,27,1,2,38,Visual,DRL,5,5.930503845
Human,27,1,2,39,Visual,DRL,5,6.550606966
Human,27,1,2,40,Visual,DRL,5,6.786598921
Human,27,1,2,41,Visual,DRL,5,6.971831083
Human,27,1,2,42,Visual,DRL,5,5.933785915
Human,27,1,2,43,Visual,DRL,5,5.682944059
Human,27,1,2,44,Visual,DRL,5,5.475113869
Human,27,1,2,45,Visual,DRL,5,4.786906958
Human,27,1,2,46,Visual,DRL,5,5.486040115
Human,27,1,2,47,Visual,DRL,5,5.926154852
Human,27,1,2,48,Visual,DRL,5,7.305423021
Human,27,1,3,1,Visual,DRL,5,1.828929901
Human,27,1,3,2,Visual,DRL,5,6.788089991
Human,27,1,3,3,Visual,DRL,5,7.670280933
Human,27,1,3,4,Visual,DRL,5,5.459809065
Human,27,1,3,5,Visual,DRL,5,5.833052158
Human,27,1,3,6,Visual,DRL,5,6.117052078
Human,27,1,3,7,Visual,DRL,5,6.927896023
Human,27,1,3,8,Visual,DRL,5,7.697407961
Human,27,1,3,9,Visual,DRL,5,6.206920147
Human,27,1,3,10,Visual,DRL,5,6.46916604
Human,27,1,3,11,Visual,DRL,5,7.060353041
Human,27,1,3,12,Visual,DRL,5,8.19533515
Human,27,1,3,13,Visual,DRL,5,5.790570021
Human,27,1,3,14,Visual,DRL,5,6.019384146
Human,27,1,3,15,Visual,DRL,5,5.740664959
Human,27,1,3,16,Visual,DRL,5,6.008592844
Human,27,1,3,17,Visual,DRL,5,6.206773996
Human,27,1,3,18,Visual,DRL,5,6.306551933
Human,27,1,3,19,Visual,DRL,5,6.717403889
Human,27,1,3,20,Visual,DRL,5,6.931660891
Human,27,1,3,21,Visual,DRL,5,7.522963047
Human,27,1,3,22,Visual,DRL,5,6.915743828
Human,27,1,3,23,Visual,DRL,5,6.821881056
Human,27,1,3,24,Visual,DRL,5,6.614649057
Human,27,1,3,25,Visual,DRL,5,7.029715061
Human,27,1,3,26,Visual,DRL,5,6.218481064
Human,27,1,3,27,Visual,DRL,5,5.832163095
Human,27,1,3,28,Visual,DRL,5,6.432821989
Human,27,1,3,29,Visual,DRL,5,5.714685917
Human,27,1,3,30,Visual,DRL,5,6.173451185
Human,27,1,3,31,Visual,DRL,5,6.802511215
Human,27,1,3,32,Visual,DRL,5,6.526910067
Human,27,1,3,33,Visual,DRL,5,7.114995956
Human,27,1,3,34,Visual,DRL,5,6.608250141
Human,27,1,3,35,Visual,DRL,5,6.34859395
Human,27,1,3,36,Visual,DRL,5,6.458957195
Human,27,1,3,37,Visual,DRL,5,6.113913059
Human,27,1,3,38,Visual,DRL,5,7.649886131
Human,27,1,3,39,Visual,DRL,5,5.982230902
Human,27,1,3,40,Visual,DRL,5,7.632615089
Human,27,1,3,41,Visual,DRL,5,6.777925968
Human,27,1,3,42,Visual,DRL,5,7.406996965
Human,27,1,3,43,Visual,DRL,5,7.038350105
Human,27,1,3,44,Visual,DRL,5,11.36537814
Human,27,1,3,45,Visual,DRL,5,6.163144112
Human,27,1,4,1,Visual,DRL,5,1.471823931
Human,27,1,4,2,Visual,DRL,5,5.905611038
Human,27,1,4,3,Visual,DRL,5,9.893116951
Human,27,1,4,4,Visual,DRL,5,6.567357063
Human,27,1,4,5,Visual,DRL,5,7.087113857
Human,27,1,4,6,Visual,DRL,5,8.230316877
Human,27,1,4,7,Visual,DRL,5,9.591912985
Human,27,1,4,8,Visual,DRL,5,7.698138952
Human,27,1,4,9,Visual,DRL,5,6.969726086
Human,27,1,4,10,Visual,DRL,5,5.68746686
Human,27,1,4,11,Visual,DRL,5,6.744474888
Human,27,1,4,12,Visual,DRL,5,4.555403948
Human,27,1,4,13,Visual,DRL,5,11.1555779
Human,27,1,4,14,Visual,DRL,5,6.683950901
Human,27,1,4,15,Visual,DRL,5,5.375283003
Human,27,1,4,16,Visual,DRL,5,6.51333499
Human,27,1,4,17,Visual,DRL,5,6.54835391
Human,27,1,4,18,Visual,DRL,5,7.195673943
Human,27,1,4,19,Visual,DRL,5,5.296435118
Human,27,1,4,20,Visual,DRL,5,7.397078991
Human,27,1,4,21,Visual,DRL,5,6.572360992
Human,27,1,4,22,Visual,DRL,5,9.179594994
Human,27,1,4,23,Visual,DRL,5,5.541371107
Human,27,1,4,24,Visual,DRL,5,6.137708187
Human,27,1,4,25,Visual,DRL,5,8.687236071
Human,27,1,4,26,Visual,DRL,5,7.089543819
Human,27,1,4,27,Visual,DRL,5,8.836622
Human,27,1,4,28,Visual,DRL,5,6.44811511
Human,27,1,4,29,Visual,DRL,5,6.619925022
Human,27,1,4,30,Visual,DRL,5,6.547207117
Human,27,1,4,31,Visual,DRL,5,6.826400042
Human,27,1,4,32,Visual,DRL,5,6.27172184
Human,27,1,4,33,Visual,DRL,5,7.166962147
Human,27,1,4,34,Visual,DRL,5,6.034959078
Human,27,1,4,35,Visual,DRL,5,8.144467115
Human,27,1,4,36,Visual,DRL,5,6.088640928
Human,27,1,4,37,Visual,DRL,5,6.396702051
Human,27,1,4,38,Visual,DRL,5,6.01324296
Human,27,1,4,39,Visual,DRL,5,6.405434132
Human,27,1,4,40,Visual,DRL,5,6.685045958
Human,27,1,4,41,Visual,DRL,5,5.84980607
Human,27,1,4,42,Visual,DRL,5,5.63676095
Human,27,1,4,43,Visual,DRL,5,5.959137917
Human,27,1,4,44,Visual,DRL,5,5.511172056
Human,27,1,5,1,Visual,DRL,5,6.001450062
Human,27,1,5,2,Visual,DRL,5,5.422720909
Human,27,1,5,3,Visual,DRL,5,5.718024015
Human,27,1,5,4,Visual,DRL,5,5.594300032
Human,27,1,5,5,Visual,DRL,5,5.723114014
Human,27,1,5,6,Visual,DRL,5,5.149552822
Human,27,1,5,7,Visual,DRL,5,6.152791977
Human,27,1,5,8,Visual,DRL,5,5.028633118
Human,27,1,5,9,Visual,DRL,5,5.806305885
Human,27,1,5,10,Visual,DRL,5,7.125549078
Human,27,1,5,11,Visual,DRL,5,9.450500011
Human,27,1,5,12,Visual,DRL,5,6.946338892
Human,27,1,5,13,Visual,DRL,5,8.983256102
Human,27,1,5,14,Visual,DRL,5,5.623809099
Human,27,1,5,15,Visual,DRL,5,6.497884989
Human,27,1,5,16,Visual,DRL,5,6.062247992
Human,27,1,5,17,Visual,DRL,5,3.7545259
Human,27,1,5,18,Visual,DRL,5,6.304929018
Human,27,1,5,19,Visual,DRL,5,6.558484077
Human,27,1,5,20,Visual,DRL,5,7.895714998
Human,27,1,5,21,Visual,DRL,5,5.686700821
Human,27,1,5,22,Visual,DRL,5,8.254760027
Human,27,1,5,23,Visual,DRL,5,8.451229095
Human,27,1,5,24,Visual,DRL,5,9.048250914
Human,27,1,5,25,Visual,DRL,5,6.672598124
Human,27,1,5,26,Visual,DRL,5,5.784632206
Human,27,1,5,27,Visual,DRL,5,5.372307777
Human,27,1,5,28,Visual,DRL,5,5.725975037
Human,27,1,5,29,Visual,DRL,5,4.843002081
Human,27,1,5,30,Visual,DRL,5,9.595412016
Human,27,1,5,31,Visual,DRL,5,8.573456049
Human,27,1,5,32,Visual,DRL,5,5.088599205
Human,27,1,5,33,Visual,DRL,5,5.794715881
Human,27,1,5,34,Visual,DRL,5,7.699754953
Human,27,1,5,35,Visual,DRL,5,5.664421082
Human,27,1,5,36,Visual,DRL,5,6.01555109
Human,27,1,5,37,Visual,DRL,5,7.865016937
Human,27,1,5,38,Visual,DRL,5,6.745451927
Human,27,1,5,39,Visual,DRL,5,9.372939825
Human,27,1,5,40,Visual,DRL,5,9.114995956
Human,27,1,5,41,Visual,DRL,5,8.266645908
Human,27,1,5,42,Visual,DRL,5,5.304326057
Human,27,1,5,43,Visual,DRL,5,9.437647104
Human,27,1,5,44,Visual,DRL,5,6.832182884
Human,27,1,6,1,Visual,DRL,5,1.489907026
Human,27,1,6,2,Visual,DRL,5,6.959323883
Human,27,1,6,3,Visual,DRL,5,14.09925508
Human,27,1,6,4,Visual,DRL,5,10.51510811
Human,27,1,6,5,Visual,DRL,5,6.061833143
Human,27,1,6,6,Visual,DRL,5,4.31614089
Human,27,1,6,7,Visual,DRL,5,5.618178129
Human,27,1,6,8,Visual,DRL,5,6.083688021
Human,27,1,6,9,Visual,DRL,5,7.347028017
Human,27,1,6,10,Visual,DRL,5,6.655212879
Human,27,1,6,11,Visual,DRL,5,7.790774107
Human,27,1,6,12,Visual,DRL,5,6.638455868
Human,27,1,6,13,Visual,DRL,5,6.781183004
Human,27,1,6,14,Visual,DRL,5,7.061766863
Human,27,1,6,15,Visual,DRL,5,7.19580102
Human,27,1,6,16,Visual,DRL,5,6.813133001
Human,27,1,6,17,Visual,DRL,5,8.02169013
Human,27,1,6,18,Visual,DRL,5,6.323936939
Human,27,1,6,19,Visual,DRL,5,9.274518013
Human,27,1,6,20,Visual,DRL,5,9.952576876
Human,27,1,6,21,Visual,DRL,5,8.928561926
Human,27,1,6,22,Visual,DRL,5,13.78401017
Human,27,1,6,23,Visual,DRL,5,16.06080198
Human,27,1,6,24,Visual,DRL,5,14.2991221
Human,27,1,6,25,Visual,DRL,5,4.862823963
Human,27,1,6,26,Visual,DRL,5,9.806738853
Human,27,1,6,27,Visual,DRL,5,6.03185606
Human,27,1,6,28,Visual,DRL,5,5.547031164
Human,27,1,6,29,Visual,DRL,5,5.054530859
Human,27,1,6,30,Visual,DRL,5,10.56902099
Human,27,1,6,31,Visual,DRL,5,9.714091063
Human,27,1,6,32,Visual,DRL,5,5.737432957
Human,27,1,6,33,Visual,DRL,5,6.983735085
Human,27,1,6,34,Visual,DRL,5,5.93945384
Human,27,1,6,35,Visual,DRL,5,7.313603163
Human,27,1,6,36,Visual,DRL,5,11.38707399
Human,27,1,6,37,Visual,DRL,5,8.783587933
Human,28,1,1,1,Visual,DRL,5,5.286216021
Human,28,1,1,2,Visual,DRL,5,3.451172113
Human,28,1,1,3,Visual,DRL,5,5.037533998
Human,28,1,1,4,Visual,DRL,5,5.156108141
Human,28,1,1,5,Visual,DRL,5,4.563820839
Human,28,1,1,6,Visual,DRL,5,5.956564188
Human,28,1,1,7,Visual,DRL,5,4.915496826
Human,28,1,1,8,Visual,DRL,5,6.61632514
Human,28,1,1,9,Visual,DRL,5,6.677941084
Human,28,1,1,10,Visual,DRL,5,5.699180126
Human,28,1,1,11,Visual,DRL,5,5.959865093
Human,28,1,1,12,Visual,DRL,5,4.636919975
Human,28,1,1,13,Visual,DRL,5,7.653156042
Human,28,1,1,14,Visual,DRL,5,7.409001112
Human,28,1,1,15,Visual,DRL,5,6.501885176
Human,28,1,1,16,Visual,DRL,5,6.489096165
Human,28,1,1,17,Visual,DRL,5,6.772073984
Human,28,1,1,18,Visual,DRL,5,7.055616856
Human,28,1,1,19,Visual,DRL,5,7.795709133
Human,28,1,1,20,Visual,DRL,5,8.006104231
Human,28,1,1,21,Visual,DRL,5,6.664205074
Human,28,1,1,22,Visual,DRL,5,9.001649141
Human,28,1,1,23,Visual,DRL,5,7.791492939
Human,28,1,1,24,Visual,DRL,5,6.982360125
Human,28,1,1,25,Visual,DRL,5,7.811565876
Human,28,1,1,26,Visual,DRL,5,5.418219805
Human,28,1,1,27,Visual,DRL,5,6.000936985
Human,28,1,1,28,Visual,DRL,5,6.781625032
Human,28,1,1,29,Visual,DRL,5,6.16631794
Human,28,1,1,30,Visual,DRL,5,6.381677151
Human,28,1,1,31,Visual,DRL,5,7.967682123
Human,28,1,1,32,Visual,DRL,5,6.248129845
Human,28,1,1,33,Visual,DRL,5,6.721308947
Human,28,1,1,34,Visual,DRL,5,4.91901207
Human,28,1,1,35,Visual,DRL,5,6.791312933
Human,28,1,1,36,Visual,DRL,5,7.373405933
Human,28,1,1,37,Visual,DRL,5,7.894440889
Human,28,1,1,38,Visual,DRL,5,6.297905922
Human,28,1,1,39,Visual,DRL,5,6.771067142
Human,28,1,1,40,Visual,DRL,5,6.079715014
Human,28,1,1,41,Visual,DRL,5,5.862118006
Human,28,1,1,42,Visual,DRL,5,6.66621089
Human,28,1,1,43,Visual,DRL,5,8.644225121
Human,28,1,1,44,Visual,DRL,5,7.222809076
Human,28,1,1,45,Visual,DRL,5,7.735532999
Human,28,1,2,1,Visual,DRL,5,7.582245111
Human,28,1,2,2,Visual,DRL,5,5.331433058
Human,28,1,2,3,Visual,DRL,5,5.428601027
Human,28,1,2,4,Visual,DRL,5,7.079184055
Human,28,1,2,5,Visual,DRL,5,7.620369911
Human,28,1,2,6,Visual,DRL,5,7.029086828
Human,28,1,2,7,Visual,DRL,5,7.233411789
Human,28,1,2,8,Visual,DRL,5,6.415730953
Human,28,1,2,9,Visual,DRL,5,6.563028097
Human,28,1,2,10,Visual,DRL,5,7.577914
Human,28,1,2,11,Visual,DRL,5,9.432906151
Human,28,1,2,12,Visual,DRL,5,6.66563797
Human,28,1,2,13,Visual,DRL,5,4.000646114
Human,28,1,2,14,Visual,DRL,5,7.566375017
Human,28,1,2,15,Visual,DRL,5,7.166370869
Human,28,1,2,16,Visual,DRL,5,6.950442076
Human,28,1,2,17,Visual,DRL,5,7.337568045
Human,28,1,2,18,Visual,DRL,5,6.72474885
Human,28,1,2,19,Visual,DRL,5,7.773999929
Human,28,1,2,20,Visual,DRL,5,7.217674017
Human,28,1,2,21,Visual,DRL,5,5.659451008
Human,28,1,2,22,Visual,DRL,5,5.381556034
Human,28,1,2,23,Visual,DRL,5,7.38481307
Human,28,1,2,24,Visual,DRL,5,5.57536912
Human,28,1,2,25,Visual,DRL,5,6.641320944
Human,28,1,2,26,Visual,DRL,5,6.23880291
Human,28,1,2,27,Visual,DRL,5,6.42908597
Human,28,1,2,28,Visual,DRL,5,6.918451071
Human,28,1,2,29,Visual,DRL,5,6.572635889
Human,28,1,2,30,Visual,DRL,5,6.753125191
Human,28,1,2,31,Visual,DRL,5,6.57959199
Human,28,1,2,32,Visual,DRL,5,6.468174934
Human,28,1,2,33,Visual,DRL,5,7.895339012
Human,28,1,2,34,Visual,DRL,5,8.787508965
Human,28,1,2,35,Visual,DRL,5,7.934847116
Human,28,1,2,36,Visual,DRL,5,7.282994986
Human,28,1,2,37,Visual,DRL,5,6.83135891
Human,28,1,2,38,Visual,DRL,5,6.744364977
Human,28,1,2,39,Visual,DRL,5,6.858007908
Human,28,1,2,40,Visual,DRL,5,8.49084115
Human,28,1,2,41,Visual,DRL,5,8.169359922
Human,28,1,2,42,Visual,DRL,5,6.987407207
Human,28,1,2,43,Visual,DRL,5,6.46509099
Human,28,1,3,1,Visual,DRL,5,5.792454004
Human,28,1,3,2,Visual,DRL,5,7.404768944
Human,28,1,3,3,Visual,DRL,5,6.902361155
Human,28,1,3,4,Visual,DRL,5,6.916932821
Human,28,1,3,5,Visual,DRL,5,5.980273962
Human,28,1,3,6,Visual,DRL,5,5.63094306
Human,28,1,3,7,Visual,DRL,5,7.066938162
Human,28,1,3,8,Visual,DRL,5,6.833319902
Human,28,1,3,9,Visual,DRL,5,6.54782486
Human,28,1,3,10,Visual,DRL,5,4.865535975
Human,28,1,3,11,Visual,DRL,5,9.094393969
Human,28,1,3,12,Visual,DRL,5,6.875783205
Human,28,1,3,13,Visual,DRL,5,6.475822926
Human,28,1,3,14,Visual,DRL,5,8.012928009
Human,28,1,3,15,Visual,DRL,5,6.81998992
Human,28,1,3,16,Visual,DRL,5,6.441437006
Human,28,1,3,17,Visual,DRL,5,7.643715858
Human,28,1,3,18,Visual,DRL,5,9.858218908
Human,28,1,3,19,Visual,DRL,5,10.23349905
Human,28,1,3,20,Visual,DRL,5,9.04365015
Human,28,1,3,21,Visual,DRL,5,9.826328993
Human,28,1,3,22,Visual,DRL,5,8.084583044
Human,28,1,3,23,Visual,DRL,5,9.54309392
Human,28,1,3,24,Visual,DRL,5,8.254963875
Human,28,1,3,25,Visual,DRL,5,8.526248932
Human,28,1,3,26,Visual,DRL,5,7.03357482
Human,28,1,3,27,Visual,DRL,5,6.333616972
Human,28,1,3,28,Visual,DRL,5,7.193356037
Human,28,1,3,29,Visual,DRL,5,6.418355942
Human,28,1,3,30,Visual,DRL,5,7.180556774
Human,28,1,3,31,Visual,DRL,5,5.929955006
Human,28,1,3,32,Visual,DRL,5,4.730931044
Human,28,1,3,33,Visual,DRL,5,6.842520952
Human,28,1,3,34,Visual,DRL,5,6.31646204
Human,28,1,3,35,Visual,DRL,5,5.482630968
Human,28,1,3,36,Visual,DRL,5,6.489449978
Human,28,1,3,37,Visual,DRL,5,5.160015106
Human,28,1,3,38,Visual,DRL,5,6.14833498
Human,28,1,3,39,Visual,DRL,5,4.964500189
Human,28,1,3,40,Visual,DRL,5,6.397068024
Human,28,1,3,41,Visual,DRL,5,6.539779186
Human,28,1,3,42,Visual,DRL,5,5.490455151
Human,28,1,4,1,Visual,DRL,5,6.652534008
Human,28,1,4,2,Visual,DRL,5,5.651573896
Human,28,1,4,3,Visual,DRL,5,5.831243992
Human,28,1,4,4,Visual,DRL,5,5.053802967
Human,28,1,4,5,Visual,DRL,5,5.855580091
Human,28,1,4,6,Visual,DRL,5,4.162688017
Human,28,1,4,7,Visual,DRL,5,6.601071119
Human,28,1,4,8,Visual,DRL,5,5.643911123
Human,28,1,4,9,Visual,DRL,5,6.118650913
Human,28,1,4,10,Visual,DRL,5,5.694271803
Human,28,1,4,11,Visual,DRL,5,6.249423027
Human,28,1,4,12,Visual,DRL,5,7.461329937
Human,28,1,4,13,Visual,DRL,5,6.360234976
Human,28,1,4,14,Visual,DRL,5,5.209059
Human,28,1,4,15,Visual,DRL,5,6.265473127
Human,28,1,4,16,Visual,DRL,5,5.462452888
Human,28,1,4,17,Visual,DRL,5,5.724452019
Human,28,1,4,18,Visual,DRL,5,8.294908047
Human,28,1,4,19,Visual,DRL,5,5.838285923
Human,28,1,4,20,Visual,DRL,5,4.812268019
Human,28,1,4,21,Visual,DRL,5,6.584597826
Human,28,1,4,22,Visual,DRL,5,7.023657084
Human,28,1,4,23,Visual,DRL,5,6.247218132
Human,28,1,4,24,Visual,DRL,5,5.911834955
Human,28,1,4,25,Visual,DRL,5,5.900791168
Human,28,1,4,26,Visual,DRL,5,5.189702988
Human,28,1,4,27,Visual,DRL,5,4.789234877
Human,28,1,4,28,Visual,DRL,5,6.214318037
Human,28,1,4,29,Visual,DRL,5,6.361526966
Human,28,1,4,30,Visual,DRL,5,5.374759912
Human,28,1,4,31,Visual,DRL,5,5.858429909
Human,28,1,4,32,Visual,DRL,5,5.638365984
Human,28,1,4,33,Visual,DRL,5,7.703763962
Human,28,1,4,34,Visual,DRL,5,5.801165819
Human,28,1,4,35,Visual,DRL,5,6.182524204
Human,28,1,4,36,Visual,DRL,5,4.249468803
Human,28,1,4,37,Visual,DRL,5,6.462031126
Human,28,1,4,38,Visual,DRL,5,5.579596996
Human,28,1,4,39,Visual,DRL,5,6.772424936
Human,28,1,4,40,Visual,DRL,5,6.392258883
Human,28,1,4,41,Visual,DRL,5,5.154848814
Human,28,1,4,42,Visual,DRL,5,5.314949036
Human,28,1,4,43,Visual,DRL,5,5.89566803
Human,28,1,4,44,Visual,DRL,5,5.069786072
Human,28,1,4,45,Visual,DRL,5,6.62382412
Human,28,1,4,46,Visual,DRL,5,5.853629112
Human,28,1,4,47,Visual,DRL,5,6.100038052
Human,28,1,4,48,Visual,DRL,5,6.594888926
Human,28,1,4,49,Visual,DRL,5,5.916998863
Human,28,1,5,1,Visual,DRL,5,4.91870904
Human,28,1,5,2,Visual,DRL,5,6.522999048
Human,28,1,5,3,Visual,DRL,5,6.827713013
Human,28,1,5,4,Visual,DRL,5,4.954127073
Human,28,1,5,5,Visual,DRL,5,7.720422983
Human,28,1,5,6,Visual,DRL,5,6.636413097
Human,28,1,5,7,Visual,DRL,5,6.488852978
Human,28,1,5,8,Visual,DRL,5,6.751442194
Human,28,1,5,9,Visual,DRL,5,6.961915016
Human,28,1,5,10,Visual,DRL,5,5.866202116
Human,28,1,5,11,Visual,DRL,5,6.005458117
Human,28,1,5,12,Visual,DRL,5,5.406562805
Human,28,1,5,13,Visual,DRL,5,5.814656973
Human,28,1,5,14,Visual,DRL,5,7.010082006
Human,28,1,5,15,Visual,DRL,5,5.800623894
Human,28,1,5,16,Visual,DRL,5,5.743074894
Human,28,1,5,17,Visual,DRL,5,6.465126991
Human,28,1,5,18,Visual,DRL,5,6.399374962
Human,28,1,5,19,Visual,DRL,5,5.591205835
Human,28,1,5,20,Visual,DRL,5,6.082560062
Human,28,1,5,21,Visual,DRL,5,5.218617916
Human,28,1,5,22,Visual,DRL,5,5.811261177
Human,28,1,5,23,Visual,DRL,5,4.486477137
Human,28,1,5,24,Visual,DRL,5,6.729017019
Human,28,1,5,25,Visual,DRL,5,7.301067114
Human,28,1,5,26,Visual,DRL,5,6.351769924
Human,28,1,5,27,Visual,DRL,5,6.159830809
Human,28,1,5,28,Visual,DRL,5,4.930291176
Human,28,1,5,29,Visual,DRL,5,7.575484037
Human,28,1,5,30,Visual,DRL,5,8.59224987
Human,28,1,5,31,Visual,DRL,5,5.957199097
Human,28,1,5,32,Visual,DRL,5,6.587545872
Human,28,1,5,33,Visual,DRL,5,6.126345158
Human,28,1,5,34,Visual,DRL,5,4.651486158
Human,28,1,5,35,Visual,DRL,5,6.860358
Human,28,1,5,36,Visual,DRL,5,6.297467947
Human,28,1,5,37,Visual,DRL,5,5.621163845
Human,28,1,5,38,Visual,DRL,5,5.578481913
Human,28,1,5,39,Visual,DRL,5,6.617995024
Human,28,1,5,40,Visual,DRL,5,5.966359138
Human,28,1,5,41,Visual,DRL,5,4.94078207
Human,28,1,5,42,Visual,DRL,5,6.069669008
Human,28,1,5,43,Visual,DRL,5,6.087769985
Human,28,1,5,44,Visual,DRL,5,8.701428175
Human,28,1,5,45,Visual,DRL,5,6.626690865
Human,28,1,5,46,Visual,DRL,5,6.221701145
Human,28,1,5,47,Visual,DRL,5,5.845923901
Human,28,1,6,1,Visual,DRL,5,6.776977062
Human,28,1,6,2,Visual,DRL,5,6.323096037
Human,28,1,6,3,Visual,DRL,5,6.011957884
Human,28,1,6,4,Visual,DRL,5,4.708768129
Human,28,1,6,5,Visual,DRL,5,7.638528109
Human,28,1,6,6,Visual,DRL,5,7.086262941
Human,28,1,6,7,Visual,DRL,5,6.182837963
Human,28,1,6,8,Visual,DRL,5,5.044936895
Human,28,1,6,9,Visual,DRL,5,6.451622009
Human,28,1,6,10,Visual,DRL,5,5.175595999
Human,28,1,6,11,Visual,DRL,5,6.200500011
Human,28,1,6,12,Visual,DRL,5,5.622848034
Human,28,1,6,13,Visual,DRL,5,5.837918043
Human,28,1,6,14,Visual,DRL,5,6.057269096
Human,28,1,6,15,Visual,DRL,5,6.90795517
Human,28,1,6,16,Visual,DRL,5,6.484960794
Human,28,1,6,17,Visual,DRL,5,6.319899082
Human,28,1,6,18,Visual,DRL,5,6.578476906
Human,28,1,6,19,Visual,DRL,5,6.271386862
Human,28,1,6,20,Visual,DRL,5,5.22240901
Human,28,1,6,21,Visual,DRL,5,5.917134047
Human,28,1,6,22,Visual,DRL,5,5.314380169
Human,28,1,6,23,Visual,DRL,5,6.230154037
Human,28,1,6,24,Visual,DRL,5,4.852447033
Human,28,1,6,25,Visual,DRL,5,5.532865047
Human,28,1,6,26,Visual,DRL,5,6.083220959
Human,28,1,6,27,Visual,DRL,5,4.924823999
Human,28,1,6,28,Visual,DRL,5,8.425566912
Human,28,1,6,29,Visual,DRL,5,6.293650866
Human,28,1,6,30,Visual,DRL,5,8.347690821
Human,28,1,6,31,Visual,DRL,5,6.468654156
Human,28,1,6,32,Visual,DRL,5,5.406599045
Human,28,1,6,33,Visual,DRL,5,5.781162024
Human,28,1,6,34,Visual,DRL,5,6.665453196
Human,28,1,6,35,Visual,DRL,5,6.740762949
Human,28,1,6,36,Visual,DRL,5,7.401761055
Human,28,1,6,37,Visual,DRL,5,8.74497509
Human,28,1,6,38,Visual,DRL,5,6.172615051
Human,28,1,6,39,Visual,DRL,5,6.084447861
Human,28,1,6,40,Visual,DRL,5,5.982844114
Human,28,1,6,41,Visual,DRL,5,5.555336952
Human,28,1,6,42,Visual,DRL,5,6.80281806
Human,28,1,6,43,Visual,DRL,5,5.930053949
Human,28,1,6,44,Visual,DRL,5,5.994671106
Human,28,1,6,45,Visual,DRL,5,5.65992403
Human,28,1,6,46,Visual,DRL,5,5.771597862
Human,28,1,6,47,Visual,DRL,5,5.643290043
Human,29,1,1,1,Visual,DRL,5,7.238568068
Human,29,1,1,2,Visual,DRL,5,6.869454861
Human,29,1,1,3,Visual,DRL,5,6.501526117
Human,29,1,1,4,Visual,DRL,5,6.89684701
Human,29,1,1,5,Visual,DRL,5,6.772505999
Human,29,1,1,6,Visual,DRL,5,6.132272005
Human,29,1,1,7,Visual,DRL,5,6.826946974
Human,29,1,1,8,Visual,DRL,5,6.739272118
Human,29,1,1,9,Visual,DRL,5,7.615936041
Human,29,1,1,10,Visual,DRL,5,7.525584936
Human,29,1,1,11,Visual,DRL,5,7.390146017
Human,29,1,1,12,Visual,DRL,5,6.924901962
Human,29,1,1,13,Visual,DRL,5,8.081511021
Human,29,1,1,14,Visual,DRL,5,7.711457014
Human,29,1,1,15,Visual,DRL,5,7.762691975
Human,29,1,1,16,Visual,DRL,5,7.721361876
Human,29,1,1,17,Visual,DRL,5,8.069909096
Human,29,1,1,18,Visual,DRL,5,7.941132784
Human,29,1,1,19,Visual,DRL,5,7.348455906
Human,29,1,1,20,Visual,DRL,5,7.227281094
