Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset,Drug_Type
Rat,2,2,1,64,Visual,FI,12,12,42.90075,43.17275,SKF
Rat,2,2,1,65,Visual,FI,12,12,12.13365,12.581625,SKF
Rat,2,2,1,66,Visual,FI,12,12,14.3066,14.450575,SKF
Rat,2,2,1,67,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,68,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,69,Visual,FI,12,12,13.01765,NaN,SKF
Rat,2,2,1,70,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,71,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,72,Visual,FI,12,12,13.1556,13.3766,SKF
Rat,2,2,1,73,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,74,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,75,Visual,FI,12,12,81.70265,84.530525,SKF
Rat,2,2,1,76,Visual,FI,12,12,127.5123,127.823275,SKF
Rat,2,2,1,77,Visual,FI,12,12,NaN,13.591575,SKF
Rat,2,2,1,78,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,79,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,80,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,81,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,82,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,83,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,84,Visual,FI,12,12,17.304525,17.4295,SKF
Rat,2,2,1,85,Visual,FI,12,12,78.438775,78.61075,SKF
Rat,2,2,1,86,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,87,Visual,FI,12,12,31.4231,33.501025,SKF
Rat,2,2,1,88,Visual,FI,12,12,62.2512,64.092125,SKF
Rat,2,2,1,89,Visual,FI,12,12,25.717275,25.98225,SKF
Rat,2,2,1,90,Visual,FI,12,12,36.940925,37.1379,SKF
Rat,2,2,1,91,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,92,Visual,FI,12,12,33.738,34.401975,SKF
Rat,2,2,1,93,Visual,FI,12,12,15.12155,15.328525,SKF
Rat,2,2,1,94,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,95,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,96,Visual,FI,12,12,NaN,NaN,SKF
Rat,2,2,1,97,Visual,FI,12,12,31.636075,31.881075,SKF
Rat,2,2,1,98,Visual,FI,12,12,0,0,SKF
Rat,3,3,1,1,Visual,FI,12,12,0,0,Saline
Rat,3,3,1,2,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,3,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,4,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,5,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,6,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,7,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,8,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,9,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,10,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,11,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,12,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,13,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,14,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,15,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,16,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,17,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,18,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,19,Visual,FI,12,12,15.259575,15.51155,Saline
Rat,3,3,1,20,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,21,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,22,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,23,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,24,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,25,Visual,FI,12,12,168.606225,170.11815,Saline
Rat,3,3,1,26,Visual,FI,12,12,0,0,Saline
Rat,3,3,1,27,Visual,FI,12,12,NaN,503.08955,Saline
Rat,3,3,1,28,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,29,Visual,FI,12,12,33.126025,36.585925,Saline
Rat,3,3,1,30,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,31,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,32,Visual,FI,12,12,NaN,27.8672,Saline
Rat,3,3,1,33,Visual,FI,12,12,12.009675,NaN,Saline
Rat,3,3,1,34,Visual,FI,12,12,46.290675,47.7196,Saline
Rat,3,3,1,35,Visual,FI,12,12,277.13505,282.2209,Saline
Rat,3,3,1,36,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,37,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,38,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,39,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,40,Visual,FI,12,12,NaN,9.706725,Saline
Rat,3,3,1,41,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,42,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,43,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,44,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,45,Visual,FI,12,12,NaN,NaN,Saline
Rat,3,3,1,1,Visual,FI,12,12,NaN,224.547675,SCH
Rat,3,3,1,2,Visual,FI,12,12,13.8136,14.3526,SCH
Rat,3,3,1,3,Visual,FI,12,12,16.779575,16.99655,SCH
Rat,3,3,1,4,Visual,FI,12,12,23.861325,24.362325,SCH
Rat,3,3,1,5,Visual,FI,12,12,30.154175,31.249125,SCH
Rat,3,3,1,6,Visual,FI,12,12,63.447225,64.240175,SCH
Rat,3,3,1,7,Visual,FI,12,12,31.866125,32.093075,SCH
Rat,3,3,1,8,Visual,FI,12,12,27.06825,27.315225,SCH
Rat,3,3,1,9,Visual,FI,12,12,78.3358,78.557775,SCH
Rat,3,3,1,10,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,11,Visual,FI,12,12,50.5966,51.52355,SCH
Rat,3,3,1,12,Visual,FI,12,12,24.377325,25.2933,SCH
Rat,3,3,1,13,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,14,Visual,FI,12,12,32.3901,32.860075,SCH
Rat,3,3,1,15,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,16,Visual,FI,12,12,36.417975,36.779975,SCH
Rat,3,3,1,17,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,18,Visual,FI,12,12,28.4592,30.967125,SCH
Rat,3,3,1,19,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,20,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,21,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,22,Visual,FI,12,12,21.1824,21.437375,SCH
Rat,3,3,1,23,Visual,FI,12,12,19.718475,19.90945,SCH
Rat,3,3,1,24,Visual,FI,12,12,14.0176,14.938575,SCH
Rat,3,3,1,25,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,26,Visual,FI,12,12,16.466525,17.020525,SCH
Rat,3,3,1,27,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,28,Visual,FI,12,12,14.306625,16.050575,SCH
Rat,3,3,1,29,Visual,FI,12,12,33.67805,34.322025,SCH
Rat,3,3,1,30,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,31,Visual,FI,12,12,15.2336,15.399575,SCH
Rat,3,3,1,32,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,33,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,34,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,35,Visual,FI,12,12,26.22725,26.444225,SCH
Rat,3,3,1,36,Visual,FI,12,12,16.218525,18.50245,SCH
Rat,3,3,1,37,Visual,FI,12,12,25.647275,26.154275,SCH
Rat,3,3,1,38,Visual,FI,12,12,13.05465,13.607625,SCH
Rat,3,3,1,39,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,40,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,41,Visual,FI,12,12,0,0,SCH
Rat,3,3,1,42,Visual,FI,12,12,14.4397,15.243675,SCH
Rat,3,3,1,43,Visual,FI,12,12,17.713525,18.2575,SCH
Rat,3,3,1,44,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,45,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,46,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,47,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,48,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,49,Visual,FI,12,12,39.346875,42.124825,SCH
Rat,3,3,1,50,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,51,Visual,FI,12,12,16.920525,18.50845,SCH
Rat,3,3,1,52,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,53,Visual,FI,12,12,27.2412,27.398175,SCH
Rat,3,3,1,54,Visual,FI,12,12,16.494525,18.645475,SCH
Rat,3,3,1,55,Visual,FI,12,12,14.7636,16.577525,SCH
Rat,3,3,1,56,Visual,FI,12,12,34.503025,34.719,SCH
Rat,3,3,1,57,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,58,Visual,FI,12,12,21.0254,21.253375,SCH
Rat,3,3,1,59,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,60,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,61,Visual,FI,12,12,NaN,27.4802,SCH
Rat,3,3,1,62,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,63,Visual,FI,12,12,15.660575,16.33455,SCH
Rat,3,3,1,64,Visual,FI,12,12,24.9033,25.96025,SCH
Rat,3,3,1,65,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,66,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,67,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,68,Visual,FI,12,12,36.884975,36.97895,SCH
Rat,3,3,1,69,Visual,FI,12,12,14.626575,15.057575,SCH
Rat,3,3,1,70,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,71,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,72,Visual,FI,12,12,26.382225,30.260125,SCH
Rat,3,3,1,73,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,74,Visual,FI,12,12,15.55755,18.240475,SCH
Rat,3,3,1,75,Visual,FI,12,12,73.071925,74.428875,SCH
Rat,3,3,1,76,Visual,FI,12,12,18.703475,19.39545,SCH
Rat,3,3,1,77,Visual,FI,12,12,40.044825,42.70675,SCH
Rat,3,3,1,78,Visual,FI,12,12,16.077575,19.774425,SCH
Rat,3,3,1,79,Visual,FI,12,12,15.369575,18.026425,SCH
Rat,3,3,1,80,Visual,FI,12,12,28.1362,28.4012,SCH
Rat,3,3,1,81,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,82,Visual,FI,12,12,18.983425,19.5534,SCH
Rat,3,3,1,83,Visual,FI,12,12,14.3076,17.1165,SCH
Rat,3,3,1,84,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,85,Visual,FI,12,12,21.636375,22.985325,SCH
Rat,3,3,1,86,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,87,Visual,FI,12,12,15.0106,16.39155,SCH
Rat,3,3,1,88,Visual,FI,12,12,12.50465,14.670575,SCH
Rat,3,3,1,89,Visual,FI,12,12,110.909825,111.436775,SCH
Rat,3,3,1,90,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,91,Visual,FI,12,12,NaN,NaN,SCH
Rat,3,3,1,92,Visual,FI,12,12,42.8808,43.78475,SCH
Rat,3,3,1,93,Visual,FI,12,12,12.90565,13.3666,SCH
Rat,3,3,1,94,Visual,FI,12,12,17.734475,18.946425,SCH
Rat,3,3,1,95,Visual,FI,12,12,22.468375,24.241325,SCH
Rat,3,3,1,96,Visual,FI,12,12,14.727575,16.517525,SCH
Rat,3,3,1,97,Visual,FI,12,12,0,0,SCH
Rat,3,3,1,1,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,2,Visual,FI,12,12,36.85395,41.6168,SKF
Rat,3,3,1,3,Visual,FI,12,12,17.1705,19.689425,SKF
Rat,3,3,1,4,Visual,FI,12,12,25.91225,26.8212,SKF
Rat,3,3,1,5,Visual,FI,12,12,18.4895,18.865475,SKF
Rat,3,3,1,6,Visual,FI,12,12,18.8844,20.309375,SKF
Rat,3,3,1,7,Visual,FI,12,12,19.495425,21.223375,SKF
Rat,3,3,1,8,Visual,FI,12,12,15.86955,16.759525,SKF
Rat,3,3,1,9,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,10,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,11,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,12,Visual,FI,12,12,30.283125,30.5811,SKF
Rat,3,3,1,13,Visual,FI,12,12,33.976,34.613975,SKF
Rat,3,3,1,14,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,15,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,16,Visual,FI,12,12,20.7024,24.2233,SKF
Rat,3,3,1,17,Visual,FI,12,12,34.689975,36.1989,SKF
Rat,3,3,1,18,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,19,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,20,Visual,FI,12,12,13.902575,14.17255,SKF
Rat,3,3,1,21,Visual,FI,12,12,13.6456,14.111575,SKF
Rat,3,3,1,22,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,23,Visual,FI,12,12,12.37965,12.768625,SKF
Rat,3,3,1,24,Visual,FI,12,12,23.404325,23.6703,SKF
Rat,3,3,1,25,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,26,Visual,FI,12,12,12.02365,13.753575,SKF
Rat,3,3,1,27,Visual,FI,12,12,27.122225,28.70315,SKF
Rat,3,3,1,28,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,29,Visual,FI,12,12,0,0,SKF
Rat,3,3,1,30,Visual,FI,12,12,NaN,31.5281,SKF
Rat,3,3,1,31,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,32,Visual,FI,12,12,22.70235,25.15825,SKF
Rat,3,3,1,33,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,34,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,35,Visual,FI,12,12,22.21335,23.232275,SKF
Rat,3,3,1,36,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,37,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,38,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,39,Visual,FI,12,12,17.838475,18.53545,SKF
Rat,3,3,1,40,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,41,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,42,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,43,Visual,FI,12,12,17.6485,20.573375,SKF
Rat,3,3,1,44,Visual,FI,12,12,48.257575,48.38555,SKF
Rat,3,3,1,45,Visual,FI,12,12,19.996425,24.4003,SKF
Rat,3,3,1,46,Visual,FI,12,12,23.839275,24.66425,SKF
Rat,3,3,1,47,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,48,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,49,Visual,FI,12,12,12.32465,12.737625,SKF
Rat,3,3,1,50,Visual,FI,12,12,NaN,0,SKF
Rat,3,3,1,51,Visual,FI,12,12,31.44405,NaN,SKF
Rat,3,3,1,52,Visual,FI,12,12,19.07545,19.267425,SKF
Rat,3,3,1,53,Visual,FI,12,12,20.713375,23.0863,SKF
Rat,3,3,1,54,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,55,Visual,FI,12,12,15.91355,18.010475,SKF
Rat,3,3,1,56,Visual,FI,12,12,21.325375,21.52035,SKF
Rat,3,3,1,57,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,58,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,59,Visual,FI,12,12,17.467525,19.15745,SKF
Rat,3,3,1,60,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,61,Visual,FI,12,12,NaN,29.5811,SKF
Rat,3,3,1,62,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,63,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,64,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,65,Visual,FI,12,12,27.6382,27.7872,SKF
Rat,3,3,1,66,Visual,FI,12,12,21.790375,24.4003,SKF
Rat,3,3,1,67,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,68,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,69,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,70,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,71,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,72,Visual,FI,12,12,13.326625,18.95645,SKF
Rat,3,3,1,73,Visual,FI,12,12,14.2076,14.656575,SKF
Rat,3,3,1,74,Visual,FI,12,12,18.951425,26.5392,SKF
Rat,3,3,1,75,Visual,FI,12,12,17.5675,18.430475,SKF
Rat,3,3,1,76,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,77,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,78,Visual,FI,12,12,12.06665,13.0976,SKF
Rat,3,3,1,79,Visual,FI,12,12,18.285475,20.2474,SKF
Rat,3,3,1,80,Visual,FI,12,12,32.06705,32.347025,SKF
Rat,3,3,1,81,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,82,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,83,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,84,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,85,Visual,FI,12,12,84.044525,84.6035,SKF
Rat,3,3,1,86,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,87,Visual,FI,12,12,13.446625,19.679425,SKF
Rat,3,3,1,88,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,89,Visual,FI,12,12,17.1565,23.125325,SKF
Rat,3,3,1,90,Visual,FI,12,12,18.812475,20.2194,SKF
Rat,3,3,1,91,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,92,Visual,FI,12,12,NaN,17.4055,SKF
Rat,3,3,1,93,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,94,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,95,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,96,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,97,Visual,FI,12,12,13.439625,13.7676,SKF
Rat,3,3,1,98,Visual,FI,12,12,15.20255,19.30345,SKF
Rat,3,3,1,99,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,100,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,101,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,102,Visual,FI,12,12,40.08485,45.269675,SKF
Rat,3,3,1,103,Visual,FI,12,12,NaN,NaN,SKF
Rat,3,3,1,104,Visual,FI,12,12,0,0,SKF
Rat,4,4,1,1,Visual,FI,12,12,3.092875,3.2959,Saline
Rat,4,4,1,2,Visual,FI,12,12,0,0,Saline
Rat,4,4,1,3,Visual,FI,12,12,NaN,42.457775,Saline
Rat,4,4,1,4,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,5,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,6,Visual,FI,12,12,22.80235,23.180325,Saline
Rat,4,4,1,7,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,8,Visual,FI,12,12,17.414475,17.70245,Saline
Rat,4,4,1,9,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,10,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,11,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,12,Visual,FI,12,12,62.88515,63.4611,Saline
Rat,4,4,1,13,Visual,FI,12,12,22.42635,22.556325,Saline
Rat,4,4,1,14,Visual,FI,12,12,106.326825,107.040825,Saline
Rat,4,4,1,15,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,16,Visual,FI,12,12,18.26945,19.1414,Saline
Rat,4,4,1,17,Visual,FI,12,12,43.6627,44.1837,Saline
Rat,4,4,1,18,Visual,FI,12,12,29.073125,34.371975,Saline
Rat,4,4,1,19,Visual,FI,12,12,16.669575,17.883525,Saline
Rat,4,4,1,20,Visual,FI,12,12,34.758925,35.1219,Saline
Rat,4,4,1,21,Visual,FI,12,12,29.653125,30.419125,Saline
Rat,4,4,1,22,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,23,Visual,FI,12,12,17.3875,17.754475,Saline
Rat,4,4,1,24,Visual,FI,12,12,59.83025,60.8442,Saline
Rat,4,4,1,25,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,26,Visual,FI,12,12,117.076525,119.054425,Saline
Rat,4,4,1,27,Visual,FI,12,12,15.640575,15.99155,Saline
Rat,4,4,1,28,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,29,Visual,FI,12,12,33.924975,37.45985,Saline
Rat,4,4,1,30,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,31,Visual,FI,12,12,26.1222,26.524175,Saline
Rat,4,4,1,32,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,33,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,34,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,35,Visual,FI,12,12,21.92435,23.9393,Saline
Rat,4,4,1,36,Visual,FI,12,12,13.6116,13.7096,Saline
Rat,4,4,1,37,Visual,FI,12,12,NaN,27.770175,Saline
Rat,4,4,1,38,Visual,FI,12,12,NaN,NaN,Saline
Rat,4,4,1,39,Visual,FI,12,12,16.6995,18.01845,Saline
