Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time,Condition
Human,4,1,1,35,Auditory,TOJ,Adaptive,Duration,1.115,Auditory,0.7,Auditory,1.815,1,291,Empty
Human,4,1,1,36,Auditory,TOJ,Adaptive,Duration,1.105,Auditory,0.7,Auditory,1.805,1,181,Empty
Human,4,1,1,37,Auditory,TOJ,Adaptive,Duration,1.095,Auditory,1.795,Auditory,0.7,0,188,Empty
Human,4,1,1,38,Auditory,TOJ,Adaptive,Duration,1.125,Auditory,0.7,Auditory,1.825,1,390,Empty
Human,4,1,1,39,Auditory,TOJ,Adaptive,Duration,1.115,Auditory,1.815,Auditory,0.7,1,447,Empty
Human,4,1,1,40,Auditory,TOJ,Adaptive,Duration,1.105,Auditory,1.805,Auditory,0.7,0,428,Empty
Human,4,1,1,41,Auditory,TOJ,Adaptive,Duration,1.135,Auditory,1.835,Auditory,0.7,0,328,Empty
Human,4,1,1,42,Auditory,TOJ,Adaptive,Duration,1.165,Auditory,1.865,Auditory,0.7,1,481,Empty
Human,4,1,1,43,Auditory,TOJ,Adaptive,Duration,1.155,Auditory,0.7,Auditory,1.855,1,170,Empty
Human,4,1,1,44,Auditory,TOJ,Adaptive,Duration,1.145,Auditory,0.7,Auditory,1.845,0,612,Empty
Human,4,1,1,45,Auditory,TOJ,Adaptive,Duration,1.175,Auditory,0.7,Auditory,1.875,0,432,Empty
Human,4,1,1,46,Auditory,TOJ,Adaptive,Duration,1.205,Auditory,0.7,Auditory,1.905,1,506,Empty
Human,4,1,1,47,Auditory,TOJ,Adaptive,Duration,1.195,Auditory,1.895,Auditory,0.7,0,260,Empty
Human,4,1,1,48,Auditory,TOJ,Adaptive,Duration,1.225,Auditory,0.7,Auditory,1.925,1,147,Empty
Human,4,1,1,49,Auditory,TOJ,Adaptive,Duration,1.215,Auditory,1.915,Auditory,0.7,1,513,Empty
Human,4,1,1,50,Auditory,TOJ,Adaptive,Duration,1.205,Auditory,1.905,Auditory,0.7,0,245,Empty
Human,5,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,38109,Empty
Human,5,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,2738,Empty
Human,5,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,742,Empty
Human,5,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,714,Empty
Human,5,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,825,Empty
Human,5,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,632,Empty
Human,5,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,762,Empty
Human,5,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,414,Empty
Human,5,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,463,Empty
Human,5,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,534,Empty
Human,5,1,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,1,398,Empty
Human,5,1,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,453,Empty
Human,5,1,1,13,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,0,547,Empty
Human,5,1,1,14,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,616,Empty
Human,5,1,1,15,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,350,Empty
Human,5,1,1,16,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,592,Empty
Human,5,1,1,17,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,415,Empty
Human,5,1,1,18,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,512,Empty
Human,5,1,1,19,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,0,199,Empty
Human,5,1,1,20,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,253,Empty
Human,5,1,1,21,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,660,Empty
Human,5,1,1,22,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,731,Empty
Human,5,1,1,23,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,487,Empty
Human,5,1,1,24,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,647,Empty
Human,5,1,1,25,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,494,Empty
Human,5,1,1,26,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,533,Empty
Human,5,1,1,27,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,284,Empty
Human,5,1,1,28,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,912,Empty
Human,5,1,1,29,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,767,Empty
Human,5,1,1,30,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,800,Empty
Human,5,1,1,31,Auditory,TOJ,Adaptive,Duration,0.215,Auditory,0.7,Auditory,0.915,1,871,Empty
Human,5,1,1,32,Auditory,TOJ,Adaptive,Duration,0.205,Auditory,0.905,Auditory,0.7,1,1417,Empty
Human,5,1,1,33,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,525,Empty
Human,5,1,1,34,Auditory,TOJ,Adaptive,Duration,0.185,Auditory,0.7,Auditory,0.885,1,438,Empty
Human,5,1,1,35,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.7,Auditory,0.875,1,218,Empty
Human,5,1,1,36,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,0,790,Empty
Human,5,1,1,37,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,273,Empty
Human,5,1,1,38,Auditory,TOJ,Adaptive,Duration,0.185,Auditory,0.885,Auditory,0.7,1,392,Empty
Human,5,1,1,39,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.875,Auditory,0.7,1,450,Empty
Human,5,1,1,40,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,331,Empty
Human,5,1,1,41,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,338,Empty
Human,5,1,1,42,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,483,Empty
Human,5,1,1,43,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,1178,Empty
Human,5,1,1,44,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.7,Auditory,0.945,1,446,Empty
Human,5,1,1,45,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.7,Auditory,0.935,1,626,Empty
Human,5,1,1,46,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,395,Empty
Human,5,1,1,47,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,0,584,Empty
Human,5,1,1,48,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,1,590,Empty
Human,5,1,1,49,Auditory,TOJ,Adaptive,Duration,0.275,Auditory,0.975,Auditory,0.7,1,485,Empty
Human,5,1,1,50,Auditory,TOJ,Adaptive,Duration,0.265,Auditory,0.7,Auditory,0.965,1,392,Empty
Human,6,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,1235,Empty
Human,6,1,1,2,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,0.7,Auditory,1.045,0,2975,Empty
Human,6,1,1,3,Auditory,TOJ,Adaptive,Duration,0.39,Auditory,1.09,Auditory,0.7,0,1641,Empty
Human,6,1,1,4,Auditory,TOJ,Adaptive,Duration,0.435,Auditory,1.135,Auditory,0.7,1,2205,Empty
Human,6,1,1,5,Auditory,TOJ,Adaptive,Duration,0.42,Auditory,1.12,Auditory,0.7,0,642,Empty
Human,6,1,1,6,Auditory,TOJ,Adaptive,Duration,0.465,Auditory,0.7,Auditory,1.165,1,963,Empty
Human,6,1,1,7,Auditory,TOJ,Adaptive,Duration,0.45,Auditory,1.15,Auditory,0.7,0,4392,Empty
Human,6,1,1,8,Auditory,TOJ,Adaptive,Duration,0.495,Auditory,0.7,Auditory,1.195,0,3202,Empty
Human,6,1,1,9,Auditory,TOJ,Adaptive,Duration,0.54,Auditory,0.7,Auditory,1.24,1,878,Empty
Human,6,1,1,10,Auditory,TOJ,Adaptive,Duration,0.525,Auditory,1.225,Auditory,0.7,0,2075,Empty
Human,6,1,1,11,Auditory,TOJ,Adaptive,Duration,0.57,Auditory,1.27,Auditory,0.7,0,2768,Empty
Human,6,1,1,12,Auditory,TOJ,Adaptive,Duration,0.615,Auditory,0.7,Auditory,1.315,0,1719,Empty
Human,6,1,1,13,Auditory,TOJ,Adaptive,Duration,0.66,Auditory,0.7,Auditory,1.36,1,980,Empty
Human,6,1,1,14,Auditory,TOJ,Adaptive,Duration,0.645,Auditory,1.345,Auditory,0.7,0,2461,Empty
Human,6,1,1,15,Auditory,TOJ,Adaptive,Duration,0.69,Auditory,0.7,Auditory,1.39,0,4551,Empty
Human,6,1,1,16,Auditory,TOJ,Adaptive,Duration,0.735,Auditory,0.7,Auditory,1.435,1,1882,Empty
Human,6,1,1,17,Auditory,TOJ,Adaptive,Duration,0.72,Auditory,0.7,Auditory,1.42,0,1540,Empty
Human,6,1,1,18,Auditory,TOJ,Adaptive,Duration,0.765,Auditory,1.465,Auditory,0.7,0,1131,Empty
Human,6,1,1,19,Auditory,TOJ,Adaptive,Duration,0.81,Auditory,0.7,Auditory,1.51,0,3142,Empty
Human,6,1,1,20,Auditory,TOJ,Adaptive,Duration,0.855,Auditory,0.7,Auditory,1.555,1,3083,Empty
Human,6,1,1,21,Auditory,TOJ,Adaptive,Duration,0.84,Auditory,0.7,Auditory,1.54,0,1262,Empty
Human,6,1,1,22,Auditory,TOJ,Adaptive,Duration,0.885,Auditory,0.7,Auditory,1.585,0,813,Empty
Human,6,1,1,23,Auditory,TOJ,Adaptive,Duration,0.93,Auditory,1.63,Auditory,0.7,0,1839,Empty
Human,6,1,1,24,Auditory,TOJ,Adaptive,Duration,0.975,Auditory,1.675,Auditory,0.7,1,1604,Empty
Human,6,1,1,25,Auditory,TOJ,Adaptive,Duration,0.96,Auditory,1.66,Auditory,0.7,0,1160,Empty
Human,6,1,1,26,Auditory,TOJ,Adaptive,Duration,1.005,Auditory,0.7,Auditory,1.705,0,2140,Empty
Human,6,1,1,27,Auditory,TOJ,Adaptive,Duration,1.05,Auditory,1.75,Auditory,0.7,0,1558,Empty
Human,6,1,1,28,Auditory,TOJ,Adaptive,Duration,1.095,Auditory,1.795,Auditory,0.7,0,2619,Empty
Human,6,1,1,29,Auditory,TOJ,Adaptive,Duration,1.14,Auditory,1.84,Auditory,0.7,1,3162,Empty
Human,6,1,1,30,Auditory,TOJ,Adaptive,Duration,1.125,Auditory,0.7,Auditory,1.825,1,759,Empty
Human,6,1,1,31,Auditory,TOJ,Adaptive,Duration,1.115,Auditory,0.7,Auditory,1.815,1,753,Empty
Human,6,1,1,32,Auditory,TOJ,Adaptive,Duration,1.105,Auditory,1.805,Auditory,0.7,0,533,Empty
Human,6,1,1,33,Auditory,TOJ,Adaptive,Duration,1.135,Auditory,1.835,Auditory,0.7,0,489,Empty
Human,6,1,1,34,Auditory,TOJ,Adaptive,Duration,1.165,Auditory,0.7,Auditory,1.865,0,2129,Empty
Human,6,1,1,35,Auditory,TOJ,Adaptive,Duration,1.195,Auditory,1.895,Auditory,0.7,0,1103,Empty
Human,6,1,1,36,Auditory,TOJ,Adaptive,Duration,1.225,Auditory,0.7,Auditory,1.925,1,798,Empty
Human,6,1,1,37,Auditory,TOJ,Adaptive,Duration,1.215,Auditory,1.915,Auditory,0.7,0,528,Empty
Human,6,1,1,38,Auditory,TOJ,Adaptive,Duration,1.245,Auditory,0.7,Auditory,1.945,1,575,Empty
Human,6,1,1,39,Auditory,TOJ,Adaptive,Duration,1.235,Auditory,1.935,Auditory,0.7,1,2300,Empty
Human,6,1,1,40,Auditory,TOJ,Adaptive,Duration,1.225,Auditory,1.925,Auditory,0.7,0,899,Empty
Human,6,1,1,41,Auditory,TOJ,Adaptive,Duration,1.255,Auditory,0.7,Auditory,1.955,1,1780,Empty
Human,6,1,1,42,Auditory,TOJ,Adaptive,Duration,1.245,Auditory,1.945,Auditory,0.7,1,804,Empty
Human,6,1,1,43,Auditory,TOJ,Adaptive,Duration,1.235,Auditory,0.7,Auditory,1.935,1,1291,Empty
Human,6,1,1,44,Auditory,TOJ,Adaptive,Duration,1.225,Auditory,1.925,Auditory,0.7,0,2549,Empty
Human,6,1,1,45,Auditory,TOJ,Adaptive,Duration,1.255,Auditory,0.7,Auditory,1.955,1,1613,Empty
Human,6,1,1,46,Auditory,TOJ,Adaptive,Duration,1.245,Auditory,0.7,Auditory,1.945,1,1870,Empty
Human,6,1,1,47,Auditory,TOJ,Adaptive,Duration,1.235,Auditory,1.935,Auditory,0.7,1,584,Empty
Human,6,1,1,48,Auditory,TOJ,Adaptive,Duration,1.225,Auditory,0.7,Auditory,1.925,1,514,Empty
Human,6,1,1,49,Auditory,TOJ,Adaptive,Duration,1.215,Auditory,0.7,Auditory,1.915,0,1428,Empty
Human,6,1,1,50,Auditory,TOJ,Adaptive,Duration,1.245,Auditory,0.7,Auditory,1.945,1,726,Empty
Human,7,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,5564,Empty
Human,7,1,1,2,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,1.045,Auditory,0.7,1,1706,Empty
Human,7,1,1,3,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,0.7,Auditory,1.03,1,1233,Empty
Human,7,1,1,4,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,1.015,Auditory,0.7,1,1107,Empty
Human,7,1,1,5,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,1019,Empty
Human,7,1,1,6,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,1437,Empty
Human,7,1,1,7,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,972,Empty
Human,7,1,1,8,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,915,Empty
Human,7,1,1,9,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,1261,Empty
Human,7,1,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,1444,Empty
Human,7,1,1,11,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,1135,Empty
Human,7,1,1,12,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,862,Empty
Human,7,1,1,13,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,941,Empty
Human,7,1,1,14,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,1785,Empty
Human,7,1,1,15,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,800,Empty
Human,7,1,1,16,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,514,Empty
Human,7,1,1,17,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,817,Empty
Human,7,1,1,18,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,1460,Empty
Human,7,1,1,19,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,734,Empty
Human,7,1,1,20,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,924,Empty
Human,7,1,1,21,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,1275,Empty
Human,7,1,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,1786,Empty
Human,7,1,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,1287,Empty
Human,7,1,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,827,Empty
Human,7,1,1,25,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.76,Auditory,0.7,1,1468,Empty
Human,7,1,1,26,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,1,1043,Empty
Human,7,1,1,27,Auditory,TOJ,Adaptive,Duration,0.03,Auditory,0.73,Auditory,0.7,1,1052,Empty
Human,7,1,1,28,Auditory,TOJ,Adaptive,Duration,0.015,Auditory,0.7,Auditory,0.715,1,904,Empty
Human,7,1,1,29,Auditory,TOJ,Adaptive,Duration,0.015,Auditory,0.715,Auditory,0.7,1,826,Empty
Human,7,1,1,30,Auditory,TOJ,Adaptive,Duration,0.015,Auditory,0.7,Auditory,0.715,1,1635,Empty
Human,7,1,1,31,Auditory,TOJ,Adaptive,Duration,0.005,Auditory,0.705,Auditory,0.7,1,1087,Empty
Human,7,1,1,32,Auditory,TOJ,Adaptive,Duration,0.005,Auditory,0.7,Auditory,0.705,1,1558,Empty
Human,7,1,1,33,Auditory,TOJ,Adaptive,Duration,0.005,Auditory,0.7,Auditory,0.705,0,1058,Empty
Human,7,1,1,34,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.7,Auditory,0.735,0,1318,Empty
Human,7,1,1,35,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,0,1795,Empty
Human,7,1,1,36,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.795,Auditory,0.7,1,1682,Empty
Human,7,1,1,37,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,0,1889,Empty
Human,7,1,1,38,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,1,602,Empty
Human,7,1,1,39,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,705,Empty
Human,7,1,1,40,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,1349,Empty
Human,7,1,1,41,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,1,1001,Empty
Human,7,1,1,42,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,997,Empty
Human,7,1,1,43,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,1298,Empty
Human,7,1,1,44,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,909,Empty
Human,7,1,1,45,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,1,665,Empty
Human,7,1,1,46,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,931,Empty
Human,7,1,1,47,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,1,938,Empty
Human,7,1,1,48,Auditory,TOJ,Adaptive,Duration,0.055,Auditory,0.755,Auditory,0.7,1,851,Empty
Human,7,1,1,49,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.7,Auditory,0.745,1,1039,Empty
Human,7,1,1,50,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.7,Auditory,0.735,1,1753,Empty
Human,8,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,6023,Empty
Human,8,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,1,33025,Empty
Human,8,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,2352,Empty
Human,8,1,1,4,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,1.015,Auditory,0.7,1,2122,Empty
Human,8,1,1,5,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,1914,Empty
Human,8,1,1,6,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,1.045,Auditory,0.7,1,2236,Empty
Human,8,1,1,7,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,0.7,Auditory,1.03,1,1064,Empty
Human,8,1,1,8,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,1,1266,Empty
Human,8,1,1,9,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,1285,Empty
Human,8,1,1,10,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,1202,Empty
Human,8,1,1,11,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,1366,Empty
Human,8,1,1,12,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,792,Empty
Human,8,1,1,13,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,1625,Empty
Human,8,1,1,14,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,2395,Empty
Human,8,1,1,15,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,2580,Empty
Human,8,1,1,16,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,630,Empty
Human,8,1,1,17,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,1675,Empty
Human,8,1,1,18,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,1194,Empty
Human,8,1,1,19,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,595,Empty
Human,8,1,1,20,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,768,Empty
Human,8,1,1,21,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,0,896,Empty
Human,8,1,1,22,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,871,Empty
Human,8,1,1,23,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,1059,Empty
Human,8,1,1,24,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,920,Empty
Human,8,1,1,25,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,1487,Empty
Human,8,1,1,26,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,2491,Empty
Human,8,1,1,27,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,522,Empty
Human,8,1,1,28,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,1187,Empty
Human,8,1,1,29,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,1578,Empty
Human,8,1,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,0,2001,Empty
Human,8,1,1,31,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,2246,Empty
Human,8,1,1,32,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,637,Empty
Human,8,1,1,33,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.855,Auditory,0.7,1,910,Empty
Human,8,1,1,34,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,1,244,Empty
Human,8,1,1,35,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,2294,Empty
Human,8,1,1,36,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,1882,Empty
Human,8,1,1,37,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,572,Empty
Human,8,1,1,38,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,1158,Empty
Human,8,1,1,39,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,0,1349,Empty
Human,8,1,1,40,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,541,Empty
Human,8,1,1,41,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,0,2668,Empty
Human,8,1,1,42,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,1,428,Empty
Human,8,1,1,43,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,370,Empty
Human,8,1,1,44,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,310,Empty
Human,8,1,1,45,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,541,Empty
Human,8,1,1,46,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,844,Empty
Human,8,1,1,47,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.795,Auditory,0.7,1,1821,Empty
Human,8,1,1,48,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,0,1737,Empty
Human,8,1,1,49,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,2733,Empty
Human,8,1,1,50,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,693,Empty
Human,9,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,4228,Empty
Human,9,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,1934,Empty
Human,9,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,1623,Empty
Human,9,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,441,Empty
Human,9,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,280,Empty
Human,9,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,212,Empty
Human,9,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,403,Empty
Human,9,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,321,Empty
Human,9,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,495,Empty
Human,9,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,422,Empty
