Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time,Condition
Human,16,1,1,8,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,615,Empty
Human,16,1,1,9,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,472,Empty
Human,16,1,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,604,Empty
Human,16,1,1,11,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,1040,Empty
Human,16,1,1,12,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,551,Empty
Human,16,1,1,13,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,1200,Empty
Human,16,1,1,14,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,1119,Empty
Human,16,1,1,15,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,777,Empty
Human,16,1,1,16,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,525,Empty
Human,16,1,1,17,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,356,Empty
Human,16,1,1,18,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,4695,Empty
Human,16,1,1,19,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,740,Empty
Human,16,1,1,20,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,643,Empty
Human,16,1,1,21,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,2428,Empty
Human,16,1,1,22,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,425,Empty
Human,16,1,1,23,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,672,Empty
Human,16,1,1,24,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,0,1148,Empty
Human,16,1,1,25,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,589,Empty
Human,16,1,1,26,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,1.045,Auditory,0.7,1,2476,Empty
Human,16,1,1,27,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,1.03,Auditory,0.7,0,907,Empty
Human,16,1,1,28,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,0.7,Auditory,1.075,1,535,Empty
Human,16,1,1,29,Auditory,TOJ,Adaptive,Duration,0.36,Auditory,0.7,Auditory,1.06,0,2553,Empty
Human,16,1,1,30,Auditory,TOJ,Adaptive,Duration,0.405,Auditory,1.105,Auditory,0.7,1,576,Empty
Human,16,1,1,31,Auditory,TOJ,Adaptive,Duration,0.395,Auditory,1.095,Auditory,0.7,1,276,Empty
Human,16,1,1,32,Auditory,TOJ,Adaptive,Duration,0.385,Auditory,1.085,Auditory,0.7,1,504,Empty
Human,16,1,1,33,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,0.7,Auditory,1.075,1,379,Empty
Human,16,1,1,34,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,0.7,Auditory,1.065,1,536,Empty
Human,16,1,1,35,Auditory,TOJ,Adaptive,Duration,0.355,Auditory,1.055,Auditory,0.7,0,1420,Empty
Human,16,1,1,36,Auditory,TOJ,Adaptive,Duration,0.385,Auditory,0.7,Auditory,1.085,1,397,Empty
Human,16,1,1,37,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,0.7,Auditory,1.075,1,316,Empty
Human,16,1,1,38,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,1.065,Auditory,0.7,1,472,Empty
Human,16,1,1,39,Auditory,TOJ,Adaptive,Duration,0.355,Auditory,1.055,Auditory,0.7,0,473,Empty
Human,16,1,1,40,Auditory,TOJ,Adaptive,Duration,0.385,Auditory,0.7,Auditory,1.085,1,414,Empty
Human,16,1,1,41,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,1.075,Auditory,0.7,1,836,Empty
Human,16,1,1,42,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,1.065,Auditory,0.7,1,558,Empty
Human,16,1,1,43,Auditory,TOJ,Adaptive,Duration,0.355,Auditory,0.7,Auditory,1.055,0,1023,Empty
Human,16,1,1,44,Auditory,TOJ,Adaptive,Duration,0.385,Auditory,1.085,Auditory,0.7,1,673,Empty
Human,16,1,1,45,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,0.7,Auditory,1.075,1,557,Empty
Human,16,1,1,46,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,1.065,Auditory,0.7,1,1990,Empty
Human,16,1,1,47,Auditory,TOJ,Adaptive,Duration,0.355,Auditory,1.055,Auditory,0.7,0,1293,Empty
Human,16,1,1,48,Auditory,TOJ,Adaptive,Duration,0.385,Auditory,1.085,Auditory,0.7,1,518,Empty
Human,16,1,1,49,Auditory,TOJ,Adaptive,Duration,0.375,Auditory,1.075,Auditory,0.7,1,437,Empty
Human,16,1,1,50,Auditory,TOJ,Adaptive,Duration,0.365,Auditory,0.7,Auditory,1.065,1,345,Empty
Human,17,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,6821,Empty
Human,17,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,0,3793,Empty
Human,17,1,1,3,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,1.03,Auditory,0.7,1,2979,Empty
Human,17,1,1,4,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,1.015,Auditory,0.7,1,1107,Empty
Human,17,1,1,5,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,441,Empty
Human,17,1,1,6,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,472,Empty
Human,17,1,1,7,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,599,Empty
Human,17,1,1,8,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,526,Empty
Human,17,1,1,9,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,591,Empty
Human,17,1,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,390,Empty
Human,17,1,1,11,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,370,Empty
Human,17,1,1,12,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,528,Empty
Human,17,1,1,13,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,1068,Empty
Human,17,1,1,14,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,1762,Empty
Human,17,1,1,15,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,508,Empty
Human,17,1,1,16,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,0,1174,Empty
Human,17,1,1,17,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,452,Empty
Human,17,1,1,18,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,1576,Empty
Human,17,1,1,19,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,482,Empty
Human,17,1,1,20,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,452,Empty
Human,17,1,1,21,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,623,Empty
Human,17,1,1,22,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,1478,Empty
Human,17,1,1,23,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,565,Empty
Human,17,1,1,24,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,596,Empty
Human,17,1,1,25,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,701,Empty
Human,17,1,1,26,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,423,Empty
Human,17,1,1,27,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,1293,Empty
Human,17,1,1,28,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,1777,Empty
Human,17,1,1,29,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,285,Empty
Human,17,1,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,350,Empty
Human,17,1,1,31,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,301,Empty
Human,17,1,1,32,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,0,1092,Empty
Human,17,1,1,33,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,0,853,Empty
Human,17,1,1,34,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,0,879,Empty
Human,17,1,1,35,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.7,Auditory,0.875,1,310,Empty
Human,17,1,1,36,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,375,Empty
Human,17,1,1,37,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.855,Auditory,0.7,1,499,Empty
Human,17,1,1,38,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,1,367,Empty
Human,17,1,1,39,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,368,Empty
Human,17,1,1,40,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,401,Empty
Human,17,1,1,41,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,296,Empty
Human,17,1,1,42,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,820,Empty
Human,17,1,1,43,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,323,Empty
Human,17,1,1,44,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,1,404,Empty
Human,17,1,1,45,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,306,Empty
Human,17,1,1,46,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,1,976,Empty
Human,17,1,1,47,Auditory,TOJ,Adaptive,Duration,0.055,Auditory,0.7,Auditory,0.755,1,1751,Empty
Human,17,1,1,48,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.7,Auditory,0.745,1,310,Empty
Human,17,1,1,49,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.7,Auditory,0.735,0,701,Empty
Human,17,1,1,50,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,1,513,Empty
Human,18,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,857,Empty
Human,18,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,398,Empty
Human,18,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,295,Empty
Human,18,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,814,Empty
Human,18,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,293,Empty
Human,18,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,248,Empty
Human,18,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,20,Empty
Human,18,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,346,Empty
Human,18,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,705,Empty
Human,18,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,272,Empty
Human,18,1,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,388,Empty
Human,18,1,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,528,Empty
Human,18,1,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,873,Empty
Human,18,1,1,14,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,525,Empty
Human,18,1,1,15,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,1,593,Empty
Human,18,1,1,16,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,904,Empty
Human,18,1,1,17,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,686,Empty
Human,18,1,1,18,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,403,Empty
Human,18,1,1,19,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,724,Empty
Human,18,1,1,20,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,635,Empty
Human,18,1,1,21,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,761,Empty
Human,18,1,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,962,Empty
Human,18,1,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,412,Empty
Human,18,1,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,253,Empty
Human,18,1,1,25,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,652,Empty
Human,18,1,1,26,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,406,Empty
Human,18,1,1,27,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,746,Empty
Human,18,1,1,28,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,288,Empty
Human,18,1,1,29,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,332,Empty
Human,18,1,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,909,Empty
Human,18,1,1,31,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.795,Auditory,0.7,0,276,Empty
Human,18,1,1,32,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,0,419,Empty
Human,18,1,1,33,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.7,Auditory,0.855,1,383,Empty
Human,18,1,1,34,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,1,357,Empty
Human,18,1,1,35,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,600,Empty
Human,18,1,1,36,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,1053,Empty
Human,18,1,1,37,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.7,Auditory,0.855,1,177,Empty
Human,18,1,1,38,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,1,181,Empty
Human,18,1,1,39,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,441,Empty
Human,18,1,1,40,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,533,Empty
Human,18,1,1,41,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,1,206,Empty
Human,18,1,1,42,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,365,Empty
Human,18,1,1,43,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,686,Empty
Human,18,1,1,44,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,79,Empty
Human,18,1,1,45,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,1,136,Empty
Human,18,1,1,46,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,223,Empty
Human,18,1,1,47,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.795,Auditory,0.7,1,358,Empty
Human,18,1,1,48,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,1,679,Empty
Human,18,1,1,49,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,286,Empty
Human,18,1,1,50,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,1,353,Empty
Human,19,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,4802,Empty
Human,19,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,1,895,Empty
Human,19,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,1096,Empty
Human,19,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,124,Empty
Human,19,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,925,Empty
Human,19,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,135,Empty
Human,19,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,43,Empty
Human,19,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,74,Empty
Human,19,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,307,Empty
Human,19,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,543,Empty
Human,19,1,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,1,416,Empty
Human,19,1,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,68,Empty
Human,19,1,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,493,Empty
Human,19,1,1,14,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,287,Empty
Human,19,1,1,15,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,0,381,Empty
Human,19,1,1,16,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,113,Empty
Human,19,1,1,17,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,1560,Empty
Human,19,1,1,18,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,345,Empty
Human,19,1,1,19,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,120,Empty
Human,19,1,1,20,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,694,Empty
Human,19,1,1,21,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,1050,Empty
Human,19,1,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,511,Empty
Human,19,1,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,379,Empty
Human,19,1,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,618,Empty
Human,19,1,1,25,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,166,Empty
Human,19,1,1,26,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,769,Empty
Human,19,1,1,27,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,392,Empty
Human,19,1,1,28,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,297,Empty
Human,19,1,1,29,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,1,397,Empty
Human,19,1,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,329,Empty
Human,19,1,1,31,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,2168,Empty
Human,19,1,1,32,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,1,314,Empty
Human,19,1,1,33,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,1,327,Empty
Human,19,1,1,34,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,0,358,Empty
Human,19,1,1,35,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,498,Empty
Human,19,1,1,36,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,1,617,Empty
Human,19,1,1,37,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,378,Empty
Human,19,1,1,38,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,1,1364,Empty
Human,19,1,1,39,Auditory,TOJ,Adaptive,Duration,0.055,Auditory,0.7,Auditory,0.755,0,832,Empty
Human,19,1,1,40,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,0,982,Empty
Human,19,1,1,41,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,0,642,Empty
Human,19,1,1,42,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,1,716,Empty
Human,19,1,1,43,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,1869,Empty
Human,19,1,1,44,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,2775,Empty
Human,19,1,1,45,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,300,Empty
Human,19,1,1,46,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,477,Empty
Human,19,1,1,47,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,1046,Empty
Human,19,1,1,48,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,357,Empty
Human,19,1,1,49,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,622,Empty
Human,19,1,1,50,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,509,Empty
Human,20,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,1046,Empty
Human,20,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,1,1567,Empty
Human,20,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,857,Empty
Human,20,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,1040,Empty
Human,20,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,620,Empty
Human,20,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,485,Empty
Human,20,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,538,Empty
Human,20,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,619,Empty
Human,20,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,0,1698,Empty
Human,20,1,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,990,Empty
Human,20,1,1,11,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,1521,Empty
Human,20,1,1,12,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,358,Empty
Human,20,1,1,13,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,0,306,Empty
Human,20,1,1,14,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,1289,Empty
Human,20,1,1,15,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,0,696,Empty
Human,20,1,1,16,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,0,1017,Empty
Human,20,1,1,17,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,632,Empty
Human,20,1,1,18,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,529,Empty
Human,20,1,1,19,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,870,Empty
Human,20,1,1,20,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,398,Empty
Human,20,1,1,21,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,360,Empty
Human,20,1,1,22,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,732,Empty
Human,20,1,1,23,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,1,1605,Empty
Human,20,1,1,24,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,0,1212,Empty
Human,20,1,1,25,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,347,Empty
Human,20,1,1,26,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,1751,Empty
Human,20,1,1,27,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,1,332,Empty
Human,20,1,1,28,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,916,Empty
Human,20,1,1,29,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,1552,Empty
Human,20,1,1,30,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,0,951,Empty
Human,20,1,1,31,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,1,628,Empty
Human,20,1,1,32,Auditory,TOJ,Adaptive,Duration,0.305,Auditory,1.005,Auditory,0.7,1,552,Empty
Human,20,1,1,33,Auditory,TOJ,Adaptive,Duration,0.295,Auditory,0.7,Auditory,0.995,0,1663,Empty
Human,20,1,1,34,Auditory,TOJ,Adaptive,Duration,0.325,Auditory,1.025,Auditory,0.7,0,1454,Empty
