Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Choice,Reaction_Time,First_Stim,Condition
Human,114,4,1,116,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.159,High_Tone,1
Human,114,4,1,117,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.024,Low_Tone,1
Human,114,4,1,118,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.921,High_Tone,1
Human,114,4,1,119,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.438,Low_Tone,1
Human,114,4,1,120,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.333,Low_Tone,1
Human,114,4,1,121,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.095,High_Tone,1
Human,114,4,1,122,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.074,High_Tone,1
Human,114,4,1,123,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.433,High_Tone,1
Human,114,4,1,124,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.285,Low_Tone,1
Human,114,4,1,125,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.064,High_Tone,1
Human,114,4,1,126,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.222,High_Tone,1
Human,114,4,1,127,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.682,Low_Tone,1
Human,114,4,1,128,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.236,Low_Tone,1
Human,114,4,1,129,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,2,0.973,High_Tone,1
Human,114,4,1,130,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,1.333,High_Tone,1
Human,114,4,1,131,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.485,High_Tone,1
Human,114,4,1,132,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.782,Low_Tone,1
Human,114,4,1,133,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.972,High_Tone,1
Human,114,4,1,134,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,1.039,High_Tone,1
Human,114,4,1,135,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.063,Low_Tone,1
Human,114,4,1,136,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.003,Low_Tone,1
Human,114,4,1,137,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.571,Low_Tone,1
Human,114,4,1,138,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.123,Low_Tone,1
Human,114,4,1,139,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.932,Low_Tone,1
Human,114,4,1,140,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.365,Low_Tone,1
Human,114,4,1,141,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.247,Low_Tone,1
Human,114,4,1,142,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.221,High_Tone,1
Human,114,4,1,143,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.864,Low_Tone,1
Human,114,4,1,144,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.243,Low_Tone,1
Human,114,4,1,145,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.828,High_Tone,1
Human,114,4,1,146,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.678,High_Tone,1
Human,114,4,1,147,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.235,Low_Tone,1
Human,114,4,1,148,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.878,Low_Tone,1
Human,114,4,1,149,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.549,Low_Tone,1
Human,114,4,1,150,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.026,High_Tone,1
Human,114,4,1,151,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.188,Low_Tone,1
Human,114,4,1,152,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.083,Low_Tone,1
Human,114,4,1,153,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.142,High_Tone,1
Human,114,4,1,154,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.252,High_Tone,1
Human,114,4,1,155,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.427,High_Tone,1
Human,114,4,1,156,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.49,High_Tone,1
Human,114,4,1,157,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.591,High_Tone,1
Human,114,4,1,158,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.536,Low_Tone,1
Human,114,4,1,159,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.308,High_Tone,1
Human,114,4,1,160,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.233,High_Tone,1
Human,114,4,1,161,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.321,High_Tone,1
Human,114,4,1,162,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.236,Low_Tone,1
Human,114,4,1,163,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.205,Low_Tone,1
Human,114,4,1,164,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.078,High_Tone,1
Human,114,4,1,165,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.809,High_Tone,1
Human,114,4,1,166,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.326,Low_Tone,1
Human,114,4,1,167,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.11,High_Tone,1
Human,114,4,1,168,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.51,High_Tone,1
Human,114,4,1,169,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.514,Low_Tone,2
Human,114,4,1,170,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.147,High_Tone,2
Human,114,4,1,171,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,1.302,Low_Tone,2
Human,114,4,1,172,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.166,High_Tone,2
Human,114,4,1,173,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.211,Low_Tone,2
Human,114,4,1,174,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.077,High_Tone,2
Human,114,4,1,175,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.251,Low_Tone,2
Human,114,4,1,176,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.035,Low_Tone,2
Human,114,4,1,177,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.302,Low_Tone,2
Human,114,4,1,178,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.18,High_Tone,2
Human,114,4,1,179,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.876,High_Tone,2
Human,114,4,1,180,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.647,Low_Tone,2
Human,114,4,1,181,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.546,Low_Tone,2
Human,114,4,1,182,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.56,High_Tone,2
Human,114,4,1,183,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.161,High_Tone,2
Human,114,4,1,184,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.071,Low_Tone,2
Human,114,4,1,185,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.435,Low_Tone,2
Human,114,4,1,186,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.668,High_Tone,2
Human,114,4,1,187,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.76,High_Tone,2
Human,114,4,1,188,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.638,High_Tone,2
Human,114,4,1,189,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,1.003,High_Tone,2
Human,114,4,1,190,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,1.146,High_Tone,2
Human,114,4,1,191,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.31,Low_Tone,2
Human,114,4,1,192,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.47,High_Tone,2
Human,114,4,1,193,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.101,High_Tone,2
Human,114,4,1,194,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.142,Low_Tone,2
Human,114,4,1,195,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.205,Low_Tone,2
Human,114,4,1,196,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,1.064,High_Tone,2
Human,114,4,1,197,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.017,High_Tone,2
Human,114,4,1,198,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.082,Low_Tone,2
Human,114,4,1,199,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.103,Low_Tone,2
Human,114,4,1,200,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.588,High_Tone,2
Human,114,4,1,201,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.215,Low_Tone,2
Human,114,4,1,202,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.765,Low_Tone,2
Human,114,4,1,203,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.09,Low_Tone,2
Human,114,4,1,204,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.094,Low_Tone,2
Human,114,4,1,205,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.553,Low_Tone,2
Human,114,4,1,206,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.758,High_Tone,2
Human,114,4,1,207,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,2,1.016,High_Tone,2
Human,114,4,1,208,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.118,Low_Tone,2
Human,114,4,1,209,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.215,High_Tone,2
Human,114,4,1,210,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.096,High_Tone,2
Human,114,4,1,211,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.123,High_Tone,3
Human,114,4,1,212,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.703,High_Tone,3
Human,114,4,1,213,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.498,High_Tone,3
Human,114,4,1,214,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.054,Low_Tone,3
Human,114,4,1,215,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.083,Low_Tone,3
Human,114,4,1,216,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.041,Low_Tone,3
Human,114,4,1,217,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.65,High_Tone,3
Human,114,4,1,218,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.048,High_Tone,3
Human,114,4,1,219,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.688,Low_Tone,3
Human,114,4,1,220,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.023,Low_Tone,3
Human,114,4,1,221,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.109,Low_Tone,3
Human,114,4,1,222,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,2,0.344,High_Tone,3
Human,114,4,1,223,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.291,Low_Tone,3
Human,114,4,1,224,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.823,Low_Tone,3
Human,114,4,1,225,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.431,Low_Tone,3
Human,114,4,1,226,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.085,High_Tone,3
Human,114,4,1,227,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.261,Low_Tone,3
Human,114,4,1,228,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.722,Low_Tone,3
Human,114,4,1,229,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.117,High_Tone,3
Human,114,4,1,230,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.912,Low_Tone,3
Human,114,4,1,231,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,1.03,Low_Tone,3
Human,114,4,1,232,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.183,Low_Tone,3
Human,114,4,1,233,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.254,High_Tone,3
Human,114,4,1,234,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.223,High_Tone,3
Human,114,4,1,235,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.119,High_Tone,3
Human,114,4,1,236,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.133,Low_Tone,3
Human,114,4,1,237,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.941,Low_Tone,3
Human,114,4,1,238,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.226,High_Tone,3
Human,114,4,1,239,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.284,High_Tone,3
Human,114,4,1,240,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.482,High_Tone,3
Human,114,4,1,241,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.719,High_Tone,3
Human,114,4,1,242,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.187,Low_Tone,3
Human,114,4,1,243,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.211,High_Tone,3
Human,114,4,1,244,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.13,High_Tone,3
Human,114,4,1,245,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.141,High_Tone,3
Human,114,4,1,246,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.16,High_Tone,3
Human,114,4,1,247,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.582,Low_Tone,3
Human,114,4,1,248,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.277,Low_Tone,3
Human,114,4,1,249,Auditory,TOJ,Adaptive,Duration,0.109,Auditory,0.5,Auditory,0.391,1,0.747,High_Tone,3
Human,114,4,1,250,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.5,Auditory,0.355,1,0.4,High_Tone,3
Human,114,4,1,251,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.226,Low_Tone,3
Human,114,4,1,252,Auditory,TOJ,Adaptive,Duration,0.181,Auditory,0.5,Auditory,0.319,1,0.013,Low_Tone,3
Human,115,5,1,1,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.585,High_Tone,1
Human,115,5,1,2,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.528,Low_Tone,1
Human,115,5,1,3,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.499,High_Tone,1
Human,115,5,1,4,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.8,Low_Tone,1
Human,115,5,1,5,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.763,High_Tone,1
Human,115,5,1,6,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,1.979,High_Tone,1
Human,115,5,1,7,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.73,Low_Tone,1
Human,115,5,1,8,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.383,Low_Tone,1
Human,115,5,1,9,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.859,Low_Tone,1
Human,115,5,1,10,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.724,Low_Tone,1
Human,115,5,1,11,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.876,Low_Tone,1
Human,115,5,1,12,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.927,High_Tone,1
Human,115,5,1,13,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,2.4,Low_Tone,1
Human,115,5,1,14,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.799,High_Tone,1
Human,115,5,1,15,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,2.691,High_Tone,1
Human,115,5,1,16,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.581,Low_Tone,1
Human,115,5,1,17,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.614,Low_Tone,1
Human,115,5,1,18,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.76,Low_Tone,1
Human,115,5,1,19,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.367,High_Tone,1
Human,115,5,1,20,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.628,Low_Tone,1
Human,115,5,1,21,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.067,High_Tone,1
Human,115,5,1,22,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,2.296,Low_Tone,1
Human,115,5,1,23,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.896,High_Tone,1
Human,115,5,1,24,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.605,High_Tone,1
Human,115,5,1,25,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,1.605,Low_Tone,1
Human,115,5,1,26,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.355,Low_Tone,1
Human,115,5,1,27,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.724,Low_Tone,1
Human,115,5,1,28,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.374,Low_Tone,1
Human,115,5,1,29,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.273,High_Tone,1
Human,115,5,1,30,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,1.803,Low_Tone,1
Human,115,5,1,31,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.792,High_Tone,1
Human,115,5,1,32,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,2.508,High_Tone,1
Human,115,5,1,33,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.838,Low_Tone,1
Human,115,5,1,34,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,2.218,High_Tone,1
Human,115,5,1,35,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,1.767,High_Tone,1
Human,115,5,1,36,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,1.305,High_Tone,1
Human,115,5,1,37,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.622,Low_Tone,1
Human,115,5,1,38,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,1.503,Low_Tone,1
Human,115,5,1,39,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,2.064,High_Tone,1
Human,115,5,1,40,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.932,High_Tone,1
Human,115,5,1,41,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.742,High_Tone,1
Human,115,5,1,42,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.422,High_Tone,1
Human,115,5,1,43,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,1.116,Low_Tone,2
Human,115,5,1,44,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.584,Low_Tone,2
Human,115,5,1,45,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.665,Low_Tone,2
Human,115,5,1,46,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.787,High_Tone,2
Human,115,5,1,47,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.625,Low_Tone,2
Human,115,5,1,48,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.492,High_Tone,2
Human,115,5,1,49,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.294,High_Tone,2
Human,115,5,1,50,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,0.66,High_Tone,2
Human,115,5,1,51,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.507,High_Tone,2
Human,115,5,1,52,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.469,High_Tone,2
Human,115,5,1,53,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.364,High_Tone,2
Human,115,5,1,54,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.377,High_Tone,2
Human,115,5,1,55,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.461,Low_Tone,2
Human,115,5,1,56,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.244,High_Tone,2
Human,115,5,1,57,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.265,Low_Tone,2
Human,115,5,1,58,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.27,High_Tone,2
Human,115,5,1,59,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.395,Low_Tone,2
Human,115,5,1,60,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.702,Low_Tone,2
Human,115,5,1,61,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.86,High_Tone,2
Human,115,5,1,62,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.251,Low_Tone,2
Human,115,5,1,63,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,2,0.169,Low_Tone,2
Human,115,5,1,64,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,2,1.035,High_Tone,2
Human,115,5,1,65,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.899,Low_Tone,2
Human,115,5,1,66,Auditory,TOJ,Adaptive,Duration,0.098,Auditory,0.5,Auditory,0.402,1,0.326,High_Tone,2
Human,115,5,1,67,Auditory,TOJ,Adaptive,Duration,0.078,Auditory,0.5,Auditory,0.422,1,0.06,Low_Tone,2
Human,115,5,1,68,Auditory,TOJ,Adaptive,Duration,0.058,Auditory,0.5,Auditory,0.442,1,0.627,Low_Tone,2
