Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Choice,Reaction_Time,First_Stim,Condition
Human,111,1,1,206,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.325,High_Tone,1
Human,111,1,1,207,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.423,Low_Tone,1
Human,111,1,1,208,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,2.289,High_Tone,1
Human,111,1,1,209,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,1.34,Low_Tone,1
Human,111,1,1,210,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.281,Low_Tone,1
Human,111,1,1,211,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.596,High_Tone,2
Human,111,1,1,212,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.924,Low_Tone,2
Human,111,1,1,213,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.478,High_Tone,2
Human,111,1,1,214,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.495,High_Tone,2
Human,111,1,1,215,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.313,High_Tone,2
Human,111,1,1,216,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,1.839,Low_Tone,2
Human,111,1,1,217,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.144,High_Tone,2
Human,111,1,1,218,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.163,High_Tone,2
Human,111,1,1,219,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.083,High_Tone,2
Human,111,1,1,220,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.058,High_Tone,2
Human,111,1,1,221,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.65,Low_Tone,2
Human,111,1,1,222,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.277,Low_Tone,2
Human,111,1,1,223,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.268,Low_Tone,2
Human,111,1,1,224,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.516,Low_Tone,2
Human,111,1,1,225,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.281,High_Tone,2
Human,111,1,1,226,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.538,Low_Tone,2
Human,111,1,1,227,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,1.054,High_Tone,2
Human,111,1,1,228,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,2,2.482,Low_Tone,2
Human,111,1,1,229,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.227,High_Tone,2
Human,111,1,1,230,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,1.018,High_Tone,2
Human,111,1,1,231,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.242,Low_Tone,2
Human,111,1,1,232,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.04,Low_Tone,2
Human,111,1,1,233,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.576,Low_Tone,2
Human,111,1,1,234,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.32,Low_Tone,2
Human,111,1,1,235,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.16,High_Tone,2
Human,111,1,1,236,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.389,High_Tone,2
Human,111,1,1,237,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.268,High_Tone,2
Human,111,1,1,238,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.298,Low_Tone,2
Human,111,1,1,239,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.122,High_Tone,2
Human,111,1,1,240,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.276,Low_Tone,2
Human,111,1,1,241,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.124,High_Tone,2
Human,111,1,1,242,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.136,Low_Tone,2
Human,111,1,1,243,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.252,Low_Tone,2
Human,111,1,1,244,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.362,Low_Tone,2
Human,111,1,1,245,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,2,2.115,High_Tone,2
Human,111,1,1,246,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.287,Low_Tone,2
Human,111,1,1,247,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.317,Low_Tone,2
Human,111,1,1,248,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.29,High_Tone,2
Human,111,1,1,249,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.207,High_Tone,2
Human,111,1,1,250,Auditory,TOJ,Adaptive,Duration,0.126,Auditory,0.5,Auditory,0.374,1,0.176,High_Tone,2
Human,111,1,1,251,Auditory,TOJ,Adaptive,Duration,0.158,Auditory,0.5,Auditory,0.342,1,0.195,Low_Tone,2
Human,111,1,1,252,Auditory,TOJ,Adaptive,Duration,0.094,Auditory,0.5,Auditory,0.406,1,0.1,Low_Tone,2
Human,112,2,1,1,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,2,1.924,High_Tone,2
Human,112,2,1,2,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.036,High_Tone,2
Human,112,2,1,3,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.319,High_Tone,2
Human,112,2,1,4,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.303,High_Tone,2
Human,112,2,1,5,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.467,High_Tone,2
Human,112,2,1,6,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.277,Low_Tone,2
Human,112,2,1,7,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.544,Low_Tone,2
Human,112,2,1,8,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,2,0.282,Low_Tone,2
Human,112,2,1,9,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.097,High_Tone,2
Human,112,2,1,10,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.521,High_Tone,2
Human,112,2,1,11,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.028,Low_Tone,2
Human,112,2,1,12,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.385,High_Tone,2
Human,112,2,1,13,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.377,High_Tone,2
Human,112,2,1,14,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.043,Low_Tone,2
Human,112,2,1,15,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,2,0.234,Low_Tone,2
Human,112,2,1,16,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.223,High_Tone,2
Human,112,2,1,17,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.792,Low_Tone,2
Human,112,2,1,18,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.521,Low_Tone,2
Human,112,2,1,19,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.248,Low_Tone,2
Human,112,2,1,20,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.313,Low_Tone,2
Human,112,2,1,21,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.076,Low_Tone,2
Human,112,2,1,22,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.245,High_Tone,2
Human,112,2,1,23,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,1.116,Low_Tone,2
Human,112,2,1,24,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.271,Low_Tone,2
Human,112,2,1,25,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.261,High_Tone,2
Human,112,2,1,26,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.308,High_Tone,2
Human,112,2,1,27,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.251,High_Tone,2
Human,112,2,1,28,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.29,High_Tone,2
Human,112,2,1,29,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.238,Low_Tone,2
Human,112,2,1,30,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.259,High_Tone,2
Human,112,2,1,31,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.636,Low_Tone,2
Human,112,2,1,32,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.262,Low_Tone,2
Human,112,2,1,33,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.241,Low_Tone,2
Human,112,2,1,34,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.199,Low_Tone,2
Human,112,2,1,35,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.241,High_Tone,2
Human,112,2,1,36,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.445,Low_Tone,2
Human,112,2,1,37,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.417,Low_Tone,2
Human,112,2,1,38,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.171,High_Tone,2
Human,112,2,1,39,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,3.233,High_Tone,2
Human,112,2,1,40,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.374,Low_Tone,2
Human,112,2,1,41,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,1.559,High_Tone,2
Human,112,2,1,42,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.124,High_Tone,2
Human,112,2,1,43,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.293,Low_Tone,1
Human,112,2,1,44,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.282,High_Tone,1
Human,112,2,1,45,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.395,High_Tone,1
Human,112,2,1,46,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.023,Low_Tone,1
Human,112,2,1,47,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.448,High_Tone,1
Human,112,2,1,48,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.605,High_Tone,1
Human,112,2,1,49,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.001,High_Tone,1
Human,112,2,1,50,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.067,High_Tone,1
Human,112,2,1,51,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.019,High_Tone,1
Human,112,2,1,52,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.26,High_Tone,1
Human,112,2,1,53,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.107,Low_Tone,1
Human,112,2,1,54,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.239,High_Tone,1
Human,112,2,1,55,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.216,Low_Tone,1
Human,112,2,1,56,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.486,High_Tone,1
Human,112,2,1,57,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.506,High_Tone,1
Human,112,2,1,58,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.17,High_Tone,1
Human,112,2,1,59,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.092,Low_Tone,1
Human,112,2,1,60,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.299,Low_Tone,1
Human,112,2,1,61,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.024,Low_Tone,1
Human,112,2,1,62,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.555,Low_Tone,1
Human,112,2,1,63,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.221,Low_Tone,1
Human,112,2,1,64,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.274,Low_Tone,1
Human,112,2,1,65,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.264,High_Tone,1
Human,112,2,1,66,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.314,Low_Tone,1
Human,112,2,1,67,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.203,High_Tone,1
Human,112,2,1,68,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.054,High_Tone,1
Human,112,2,1,69,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.183,High_Tone,1
Human,112,2,1,70,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.582,Low_Tone,1
Human,112,2,1,71,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.438,Low_Tone,1
Human,112,2,1,72,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.289,High_Tone,1
Human,112,2,1,73,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.229,Low_Tone,1
Human,112,2,1,74,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.162,Low_Tone,1
Human,112,2,1,75,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.375,Low_Tone,1
Human,112,2,1,76,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.067,Low_Tone,1
Human,112,2,1,77,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.326,Low_Tone,1
Human,112,2,1,78,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.236,High_Tone,1
Human,112,2,1,79,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.249,High_Tone,1
Human,112,2,1,80,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.363,Low_Tone,1
Human,112,2,1,81,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.574,High_Tone,1
Human,112,2,1,82,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.389,Low_Tone,1
Human,112,2,1,83,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.157,Low_Tone,1
Human,112,2,1,84,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.503,High_Tone,1
Human,112,2,1,85,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.282,High_Tone,3
Human,112,2,1,86,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.511,Low_Tone,3
Human,112,2,1,87,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.774,High_Tone,3
Human,112,2,1,88,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.371,High_Tone,3
Human,112,2,1,89,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,2,0.364,Low_Tone,3
Human,112,2,1,90,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.615,Low_Tone,3
Human,112,2,1,91,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.167,High_Tone,3
Human,112,2,1,92,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.295,High_Tone,3
Human,112,2,1,93,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.014,High_Tone,3
Human,112,2,1,94,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.407,Low_Tone,3
Human,112,2,1,95,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.167,High_Tone,3
Human,112,2,1,96,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.334,High_Tone,3
Human,112,2,1,97,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.338,Low_Tone,3
Human,112,2,1,98,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.363,Low_Tone,3
Human,112,2,1,99,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,1.212,Low_Tone,3
Human,112,2,1,100,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.162,Low_Tone,3
Human,112,2,1,101,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.266,High_Tone,3
Human,112,2,1,102,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.038,Low_Tone,3
Human,112,2,1,103,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.263,High_Tone,3
Human,112,2,1,104,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.049,Low_Tone,3
Human,112,2,1,105,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.453,High_Tone,3
Human,112,2,1,106,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.029,Low_Tone,3
Human,112,2,1,107,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.211,High_Tone,3
Human,112,2,1,108,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.387,Low_Tone,3
Human,112,2,1,109,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.363,Low_Tone,3
Human,112,2,1,110,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.129,High_Tone,3
Human,112,2,1,111,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.162,Low_Tone,3
Human,112,2,1,112,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.316,Low_Tone,3
Human,112,2,1,113,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.62,High_Tone,3
Human,112,2,1,114,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.494,Low_Tone,3
Human,112,2,1,115,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.251,Low_Tone,3
Human,112,2,1,116,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.05,High_Tone,3
Human,112,2,1,117,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.221,High_Tone,3
Human,112,2,1,118,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.048,High_Tone,3
Human,112,2,1,119,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.474,High_Tone,3
Human,112,2,1,120,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.03,Low_Tone,3
Human,112,2,1,121,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.032,High_Tone,3
Human,112,2,1,122,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.135,High_Tone,3
Human,112,2,1,123,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.314,Low_Tone,3
Human,112,2,1,124,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.39,High_Tone,3
Human,112,2,1,125,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.135,Low_Tone,3
Human,112,2,1,126,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.132,Low_Tone,3
Human,112,2,1,127,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.589,High_Tone,2
Human,112,2,1,128,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.085,High_Tone,2
Human,112,2,1,129,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.109,High_Tone,2
Human,112,2,1,130,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,2,0.192,Low_Tone,2
Human,112,2,1,131,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.17,Low_Tone,2
Human,112,2,1,132,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.078,Low_Tone,2
Human,112,2,1,133,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.182,Low_Tone,2
Human,112,2,1,134,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.156,High_Tone,2
Human,112,2,1,135,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.274,Low_Tone,2
Human,112,2,1,136,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.409,Low_Tone,2
Human,112,2,1,137,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.058,High_Tone,2
Human,112,2,1,138,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.285,High_Tone,2
Human,112,2,1,139,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,2,0.54,Low_Tone,2
Human,112,2,1,140,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.27,High_Tone,2
Human,112,2,1,141,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.222,High_Tone,2
Human,112,2,1,142,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.089,Low_Tone,2
Human,112,2,1,143,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.256,Low_Tone,2
Human,112,2,1,144,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.423,Low_Tone,2
Human,112,2,1,145,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.018,High_Tone,2
Human,112,2,1,146,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.142,High_Tone,2
Human,112,2,1,147,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.559,Low_Tone,2
Human,112,2,1,148,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.004,Low_Tone,2
Human,112,2,1,149,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.147,Low_Tone,2
Human,112,2,1,150,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,2,0.847,High_Tone,2
Human,112,2,1,151,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,2,0.145,High_Tone,2
Human,112,2,1,152,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.356,High_Tone,2
Human,112,2,1,153,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.207,High_Tone,2
Human,112,2,1,154,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.039,High_Tone,2
Human,112,2,1,155,Auditory,TOJ,Adaptive,Duration,0.198,Auditory,0.5,Auditory,0.302,1,0.137,Low_Tone,2
Human,112,2,1,156,Auditory,TOJ,Adaptive,Duration,0.148,Auditory,0.5,Auditory,0.352,1,0.289,Low_Tone,2
Human,112,2,1,157,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.313,High_Tone,2
Human,112,2,1,158,Auditory,TOJ,Adaptive,Duration,0.2,Auditory,0.5,Auditory,0.3,1,0.279,Low_Tone,2
