Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,version
Human,29,1,line,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.155582886,Calibrated
Human,29,1,line,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.841806671,Calibrated
Human,29,1,line,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.411527843,Calibrated
Human,29,1,line,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.074555611,Calibrated
Human,29,1,line,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.024018349,Calibrated
Human,29,1,line,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.165770877,Calibrated
Human,29,1,line,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.550973508,Calibrated
Human,29,1,line,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.590892318,Calibrated
Human,29,1,line,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.147367895,Calibrated
Human,29,1,line,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.861918518,Calibrated
Human,29,1,line,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.125412851,Calibrated
Human,29,1,line,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.024261352,Calibrated
Human,29,1,line,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.003785755,Calibrated
Human,29,1,line,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.745746752,Calibrated
Human,29,1,line,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.003876617,Calibrated
Human,29,1,line,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.746224908,Calibrated
Human,29,1,line,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.25972075,Calibrated
Human,29,1,line,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.479725797,Calibrated
Human,29,1,line,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.297560908,Calibrated
Human,29,1,line,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.039645368,Calibrated
Human,29,1,line,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.621639521,Calibrated
Human,29,1,line,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.642142588,Calibrated
Human,29,1,line,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.00646814,Calibrated
Human,29,1,line,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.388458611,Calibrated
Human,29,1,line,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.935541917,Calibrated
Human,29,1,line,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.611189209,Calibrated
Human,29,1,line,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.320033955,Calibrated
Human,29,1,line,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,14.25705376,Calibrated
Human,29,1,line,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.755391382,Calibrated
Human,29,1,line,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.226542918,Calibrated
Human,29,1,line,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,7.311608562,Calibrated
Human,29,1,line,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.054464592,Calibrated
Human,29,1,line,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.732943391,Calibrated
Human,29,1,line,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.429138426,Calibrated
Human,29,1,motor,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.741,Calibrated
Human,29,1,motor,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.088,Calibrated
Human,29,1,motor,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.424,Calibrated
Human,29,1,motor,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.23,Calibrated
Human,29,1,motor,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.386,Calibrated
Human,29,1,motor,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.818,Calibrated
Human,29,1,motor,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.204,Calibrated
Human,29,1,motor,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.714,Calibrated
Human,29,1,motor,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.826,Calibrated
Human,29,1,motor,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.949,Calibrated
Human,29,1,motor,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.189,Calibrated
Human,29,1,motor,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.453,Calibrated
Human,29,1,motor,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.661,Calibrated
Human,29,1,motor,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.41,Calibrated
Human,29,1,motor,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.802,Calibrated
Human,29,1,motor,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.963,Calibrated
Human,29,1,motor,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.391,Calibrated
Human,29,1,motor,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.153,Calibrated
Human,29,1,motor,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.557,Calibrated
Human,29,1,motor,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.912,Calibrated
Human,29,1,motor,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.33,Calibrated
Human,29,1,motor,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.236,Calibrated
Human,29,1,motor,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.488,Calibrated
Human,29,1,motor,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.316,Calibrated
Human,29,1,motor,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.924,Calibrated
Human,29,1,motor,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.074,Calibrated
Human,29,1,motor,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.106,Calibrated
Human,29,1,motor,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.452,Calibrated
Human,29,1,motor,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.955,Calibrated
Human,29,1,motor,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.098,Calibrated
Human,29,1,motor,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.832,Calibrated
Human,29,1,motor,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.539,Calibrated
Human,29,1,motor,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.804,Calibrated
Human,29,1,motor,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.912,Calibrated
Human,29,1,motor,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.476,Calibrated
Human,29,1,motor,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.189,Calibrated
Human,29,1,motor,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.828,Calibrated
Human,29,1,motor,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.564,Calibrated
Human,29,1,digit,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.992504103,Calibrated
Human,29,1,digit,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,3.112776121,Calibrated
Human,29,1,digit,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.05484102,Calibrated
Human,29,1,digit,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,4.344470944,Calibrated
Human,29,1,digit,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.441664673,Calibrated
Human,29,1,digit,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.001406444,Calibrated
Human,29,1,digit,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.921310427,Calibrated
Human,29,1,digit,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.931301298,Calibrated
Human,29,1,digit,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.341900249,Calibrated
Human,29,1,digit,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.38552296,Calibrated
Human,29,1,digit,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.653102752,Calibrated
Human,29,1,digit,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.872584363,Calibrated
Human,29,1,digit,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,3.317205467,Calibrated
Human,29,1,digit,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.598359888,Calibrated
Human,29,1,digit,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.351579293,Calibrated
Human,29,1,digit,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.841999865,Calibrated
Human,29,1,digit,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.692461902,Calibrated
Human,29,1,digit,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.702357988,Calibrated
Human,29,1,digit,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.372249895,Calibrated
Human,29,1,digit,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.082063632,Calibrated
Human,29,1,digit,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,3.086866024,Calibrated
Human,29,1,digit,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.211517519,Calibrated
Human,29,1,digit,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.861228754,Calibrated
Human,29,1,digit,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.811364654,Calibrated
Human,29,1,digit,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.903754784,Calibrated
Human,29,1,digit,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.25150757,Calibrated
Human,29,1,digit,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.632442414,Calibrated
Human,29,1,digit,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.373354424,Calibrated
Human,29,1,digit,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.265170042,Calibrated
Human,29,1,digit,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.361590993,Calibrated
Human,29,1,digit,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.983189714,Calibrated
Human,29,1,digit,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.322227014,Calibrated
Human,29,1,digit,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.421628292,Calibrated
Human,29,1,digit,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.002059683,Calibrated
Human,29,1,digit,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.741183739,Calibrated
Human,3,1,motor,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.288,Calibrated
Human,3,1,motor,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.218,Calibrated
Human,3,1,motor,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.685,Calibrated
Human,3,1,motor,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.731,Calibrated
Human,3,1,motor,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.91,Calibrated
Human,3,1,motor,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.612,Calibrated
Human,3,1,motor,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,5.053,Calibrated
Human,3,1,motor,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,4.002,Calibrated
Human,3,1,motor,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.494,Calibrated
Human,3,1,motor,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.347,Calibrated
Human,3,1,motor,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,4.128,Calibrated
Human,3,1,motor,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.24,Calibrated
Human,3,1,motor,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.143,Calibrated
Human,3,1,motor,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.856,Calibrated
Human,3,1,motor,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.482,Calibrated
Human,3,1,motor,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.799,Calibrated
Human,3,1,motor,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.568,Calibrated
Human,3,1,motor,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,4.019,Calibrated
Human,3,1,motor,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.89,Calibrated
Human,3,1,motor,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.99,Calibrated
Human,3,1,motor,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.015,Calibrated
Human,3,1,motor,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.938,Calibrated
Human,3,1,motor,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.23,Calibrated
Human,3,1,motor,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.243,Calibrated
Human,3,1,motor,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.829,Calibrated
Human,3,1,motor,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.137,Calibrated
Human,3,1,motor,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.296,Calibrated
Human,3,1,motor,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.007,Calibrated
Human,3,1,motor,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,4.237,Calibrated
Human,3,1,motor,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.967,Calibrated
Human,3,1,motor,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.559,Calibrated
Human,3,1,motor,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.405,Calibrated
Human,3,1,motor,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.218,Calibrated
Human,3,1,motor,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.428,Calibrated
Human,3,1,motor,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.121,Calibrated
Human,3,1,motor,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.794,Calibrated
Human,3,1,motor,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.825,Calibrated
Human,3,1,motor,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.692,Calibrated
Human,3,1,digit,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.431605144,Calibrated
Human,3,1,digit,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.511651304,Calibrated
Human,3,1,digit,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.471623243,Calibrated
Human,3,1,digit,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.841868691,Calibrated
Human,3,1,digit,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,3.933227161,Calibrated
Human,3,1,digit,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.961947438,Calibrated
Human,3,1,digit,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.192104484,Calibrated
Human,3,1,digit,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.116972219,Calibrated
Human,3,1,digit,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.512861742,Calibrated
Human,3,1,digit,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.292803248,Calibrated
Human,3,1,digit,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.332838251,Calibrated
Human,3,1,digit,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.6417465,Calibrated
Human,3,1,digit,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.501646024,Calibrated
Human,3,1,digit,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.431607257,Calibrated
Human,3,1,digit,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.262160155,Calibrated
Human,3,1,digit,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.423748769,Calibrated
Human,3,1,digit,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.663032395,Calibrated
Human,3,1,digit,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.894127002,Calibrated
Human,3,1,digit,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.46163366,Calibrated
Human,3,1,digit,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,3.142710473,Calibrated
Human,3,1,digit,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.584651267,Calibrated
Human,3,1,digit,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.30152655,Calibrated
Human,3,1,digit,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.342190619,Calibrated
Human,3,1,digit,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.491640443,Calibrated
Human,3,1,digit,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.641738048,Calibrated
Human,3,1,digit,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.511664887,Calibrated
Human,3,1,digit,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.242125146,Calibrated
Human,3,1,digit,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,4.883842809,Calibrated
Human,3,1,digit,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.632373908,Calibrated
Human,3,1,digit,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.007912077,Calibrated
Human,3,1,digit,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.893381421,Calibrated
Human,3,1,digit,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.992614981,Calibrated
Human,3,1,digit,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,3.362854693,Calibrated
Human,3,1,digit,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,3.3239767,Calibrated
Human,3,1,digit,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.06413163,Calibrated
Human,3,1,digit,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.918811179,Calibrated
Human,3,1,digit,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.871892981,Calibrated
Human,3,1,line,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.277322322,Calibrated
Human,3,1,line,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.134980273,Calibrated
Human,3,1,line,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.487233363,Calibrated
Human,3,1,line,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.98632976,Calibrated
Human,3,1,line,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.922735895,Calibrated
Human,3,1,line,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.882159968,Calibrated
Human,3,1,line,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.817788827,Calibrated
Human,3,1,line,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.854054569,Calibrated
Human,3,1,line,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.935020178,Calibrated
Human,3,1,line,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.286929154,Calibrated
Human,3,1,line,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.043696361,Calibrated
Human,3,1,line,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.517203319,Calibrated
Human,3,1,line,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.429132048,Calibrated
Human,3,1,line,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.074702283,Calibrated
Human,3,1,line,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.750047175,Calibrated
Human,3,1,line,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.760370911,Calibrated
Human,3,1,line,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.841460281,Calibrated
Human,3,1,line,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.519502849,Calibrated
Human,3,1,line,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.902242972,Calibrated
Human,3,1,line,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.547526446,Calibrated
Human,3,1,line,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.833960095,Calibrated
Human,3,1,line,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.692887647,Calibrated
Human,3,1,line,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.439453369,Calibrated
Human,3,1,line,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.043725943,Calibrated
Human,3,1,line,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.831523824,Calibrated
Human,3,1,line,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.023822542,Calibrated
Human,3,1,line,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.338387248,Calibrated
Human,3,1,line,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.165588351,Calibrated
Human,3,1,line,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.699622631,Calibrated
Human,3,1,line,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.882129179,Calibrated
Human,3,1,line,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.76085086,Calibrated
Human,3,1,line,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.953248587,Calibrated
Human,3,1,line,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.993454138,Calibrated
Human,3,1,line,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.084929426,Calibrated
Human,3,1,line,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.82111738,Calibrated
Human,3,1,line,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.297683335,Calibrated
Human,3,1,line,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.892423635,Calibrated
Human,3,1,line,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.689570866,Calibrated
Human,31,1,line,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.246578094,Calibrated
Human,31,1,line,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.137960426,Calibrated
Human,31,1,line,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.92251269,Calibrated
Human,31,1,line,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.83421848,Calibrated
Human,31,1,line,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.084577842,Calibrated
Human,31,1,line,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.034174892,Calibrated
Human,31,1,line,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.297148273,Calibrated
Human,31,1,line,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.06451549,Calibrated
Human,31,1,line,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.9426982,Calibrated
Human,31,1,line,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.922653959,Calibrated
Human,31,1,line,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.044046235,Calibrated
Human,31,1,line,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.125312599,Calibrated
Human,31,1,line,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.074740006,Calibrated
Human,31,1,line,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.831559116,Calibrated
Human,31,1,line,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.175537453,Calibrated
Human,31,1,line,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.398398204,Calibrated
Human,31,1,line,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.851744626,Calibrated
Human,31,1,line,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.368433117,Calibrated
Human,31,1,line,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.611347768,Calibrated
Human,31,1,line,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.013548671,Calibrated
Human,31,1,line,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.195928829,Calibrated
Human,31,1,line,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.196180276,Calibrated
Human,31,1,line,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.155593429,Calibrated
Human,31,1,line,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.115031636,Calibrated
Human,31,1,line,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.398293761,Calibrated
Human,31,1,line,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.973327071,Calibrated
Human,31,1,line,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.892177224,Calibrated
Human,31,1,line,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.023516004,Calibrated
Human,31,1,line,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.054189249,Calibrated
Human,31,1,line,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.963188585,Calibrated
Human,31,1,line,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.922757496,Calibrated
Human,31,1,line,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.831483048,Calibrated
Human,31,1,line,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.013544445,Calibrated
Human,31,1,line,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.740192903,Calibrated
Human,31,1,line,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.800949563,Calibrated
Human,31,1,line,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.689579861,Calibrated
Human,31,1,line,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.942753741,Calibrated
Human,31,1,line,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.297533141,Calibrated
Human,31,1,digit,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.25215974,Calibrated
Human,31,1,digit,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.542904308,Calibrated
Human,31,1,digit,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.612376196,Calibrated
Human,31,1,digit,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,3.352875082,Calibrated
Human,31,1,digit,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.742409745,Calibrated
