Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,version
Human,13,1,line,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.167333533,Calibrated
Human,13,1,line,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.218744989,Calibrated
Human,13,1,line,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.572969574,Calibrated
Human,13,1,line,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.155042502,Calibrated
Human,13,1,line,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.866304984,Calibrated
Human,13,1,line,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.582941435,Calibrated
Human,13,1,line,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.640690387,Calibrated
Human,13,1,line,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.418350944,Calibrated
Human,13,1,line,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.360096984,Calibrated
Human,13,1,line,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.286593186,Calibrated
Human,13,1,line,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.894026365,Calibrated
Human,13,1,line,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.306919361,Calibrated
Human,13,1,line,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.137631062,Calibrated
Human,13,1,line,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.0667821,Calibrated
Human,13,1,line,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.661808938,Calibrated
Human,13,1,line,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.431160567,Calibrated
Human,13,1,line,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.317387475,Calibrated
Human,13,1,line,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.833654875,Calibrated
Human,13,1,line,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.428996551,Calibrated
Human,13,1,line,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.236132883,Calibrated
Human,13,1,line,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.458902474,Calibrated
Human,13,1,line,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.755342488,Calibrated
Human,13,1,line,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.430448787,Calibrated
Human,13,1,line,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.907265833,Calibrated
Human,13,1,line,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.185417511,Calibrated
Human,13,1,line,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,3.433513244,Calibrated
Human,13,1,line,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.338022752,Calibrated
Human,13,1,line,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.188111287,Calibrated
Human,13,1,line,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.458870175,Calibrated
Human,13,1,line,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.955165177,Calibrated
Human,13,1,line,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.542661275,Calibrated
Human,13,1,line,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.891858123,Calibrated
Human,13,1,line,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.993473604,Calibrated
Human,13,1,line,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.570660667,Calibrated
Human,13,1,digit,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.791835242,Calibrated
Human,13,1,digit,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.521666788,Calibrated
Human,13,1,digit,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.521663165,Calibrated
Human,13,1,digit,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.611813798,Calibrated
Human,13,1,digit,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.44162687,Calibrated
Human,13,1,digit,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.851883141,Calibrated
Human,13,1,digit,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.821859192,Calibrated
Human,13,1,digit,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.651753463,Calibrated
Human,13,1,digit,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.681773186,Calibrated
Human,13,1,digit,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.722469004,Calibrated
Human,13,1,digit,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.751797172,Calibrated
Human,13,1,digit,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.781827762,Calibrated
Human,13,1,digit,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.072018723,Calibrated
Human,13,1,digit,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.501685032,Calibrated
Human,13,1,digit,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.641750511,Calibrated
Human,13,1,digit,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.572323901,Calibrated
Human,13,1,digit,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.992021669,Calibrated
Human,13,1,digit,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.96385354,Calibrated
Human,13,1,digit,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.062642729,Calibrated
Human,13,1,digit,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.741813539,Calibrated
Human,13,1,digit,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.971950564,Calibrated
Human,13,1,digit,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.312183151,Calibrated
Human,13,1,digit,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.551689228,Calibrated
Human,13,1,digit,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.212102012,Calibrated
Human,13,1,digit,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.512294718,Calibrated
Human,13,1,digit,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.801847854,Calibrated
Human,13,1,digit,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.082002357,Calibrated
Human,13,1,digit,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.591713111,Calibrated
Human,13,1,digit,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.641754737,Calibrated
Human,13,1,digit,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.831867275,Calibrated
Human,13,1,digit,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.561701839,Calibrated
Human,13,1,digit,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.761831215,Calibrated
Human,13,1,digit,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.242126263,Calibrated
Human,13,1,digit,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.571703886,Calibrated
Human,13,1,digit,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.791866937,Calibrated
Human,13,1,digit,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.88191192,Calibrated
Human,13,1,digit,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.601830769,Calibrated
Human,15,1,motor,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.044,Calibrated
Human,15,1,motor,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.375,Calibrated
Human,15,1,motor,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.458,Calibrated
Human,15,1,motor,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.594,Calibrated
Human,15,1,motor,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.812,Calibrated
Human,15,1,motor,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.284,Calibrated
Human,15,1,motor,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.457,Calibrated
Human,15,1,motor,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.805,Calibrated
Human,15,1,motor,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.275,Calibrated
Human,15,1,motor,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.99,Calibrated
Human,15,1,motor,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.829,Calibrated
Human,15,1,motor,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.537,Calibrated
Human,15,1,motor,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.833,Calibrated
Human,15,1,motor,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.872,Calibrated
Human,15,1,motor,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.5,Calibrated
Human,15,1,motor,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.965,Calibrated
Human,15,1,motor,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.9,Calibrated
Human,15,1,motor,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.467,Calibrated
Human,15,1,motor,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.623,Calibrated
Human,15,1,motor,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.769,Calibrated
Human,15,1,motor,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.01,Calibrated
Human,15,1,motor,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.027,Calibrated
Human,15,1,motor,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.452,Calibrated
Human,15,1,motor,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.775,Calibrated
Human,15,1,motor,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.052,Calibrated
Human,15,1,motor,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.587,Calibrated
Human,15,1,motor,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.619,Calibrated
Human,15,1,motor,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.4,Calibrated
Human,15,1,motor,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.278,Calibrated
Human,15,1,motor,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.893,Calibrated
Human,15,1,motor,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.438,Calibrated
Human,15,1,motor,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.151,Calibrated
Human,15,1,motor,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.373,Calibrated
Human,15,1,motor,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.169,Calibrated
Human,15,1,motor,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.924,Calibrated
Human,15,1,motor,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.865,Calibrated
Human,15,1,motor,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.284,Calibrated
Human,15,1,motor,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.873,Calibrated
Human,15,1,digit,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.951293026,Calibrated
Human,15,1,digit,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.651719639,Calibrated
Human,15,1,digit,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.961291393,Calibrated
Human,15,1,digit,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.721164868,Calibrated
Human,15,1,digit,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.651100231,Calibrated
Human,15,1,digit,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,4.723700758,Calibrated
Human,15,1,digit,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.921361013,Calibrated
Human,15,1,digit,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.691979042,Calibrated
Human,15,1,digit,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.871258398,Calibrated
Human,15,1,digit,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.141454281,Calibrated
Human,15,1,digit,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.20144569,Calibrated
Human,15,1,digit,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.021338948,Calibrated
Human,15,1,digit,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.061391278,Calibrated
Human,15,1,digit,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.721035673,Calibrated
Human,15,1,digit,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.841267825,Calibrated
Human,15,1,digit,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.482953314,Calibrated
Human,15,1,digit,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,3.392848175,Calibrated
Human,15,1,digit,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.711769005,Calibrated
Human,15,1,digit,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.251514196,Calibrated
Human,15,1,digit,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.291503136,Calibrated
Human,15,1,digit,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.711162577,Calibrated
Human,15,1,digit,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.681114047,Calibrated
Human,15,1,digit,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,7.575484166,Calibrated
Human,15,1,digit,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.941275944,Calibrated
Human,15,1,digit,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.86185046,Calibrated
Human,15,1,digit,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.011982024,Calibrated
Human,15,1,digit,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.891243661,Calibrated
Human,15,1,digit,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.821220077,Calibrated
Human,15,1,digit,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.74115647,Calibrated
Human,15,1,digit,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.65114068,Calibrated
Human,15,1,digit,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.901366694,Calibrated
Human,15,1,digit,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.502266949,Calibrated
Human,15,1,digit,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.881872852,Calibrated
Human,15,1,digit,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.781185557,Calibrated
Human,15,1,digit,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.57167686,Calibrated
Human,15,1,digit,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.34154357,Calibrated
Human,15,1,digit,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.651734732,Calibrated
Human,15,1,digit,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.961335766,Calibrated
Human,15,1,line,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,10.29694559,Calibrated
Human,15,1,line,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.469771275,Calibrated
Human,15,1,line,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.662013523,Calibrated
Human,15,1,line,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.448931458,Calibrated
Human,15,1,line,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.206186938,Calibrated
Human,15,1,line,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.831429139,Calibrated
Human,15,1,line,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.033728918,Calibrated
Human,15,1,line,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,10.97551212,Calibrated
Human,15,1,line,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,27.6513227,Calibrated
Human,15,1,line,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.026123361,Calibrated
Human,15,1,line,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.267156963,Calibrated
Human,15,1,line,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.378568287,Calibrated
Human,15,1,line,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.490048735,Calibrated
Human,15,1,line,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.01427975,Calibrated
Human,15,1,line,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.378573116,Calibrated
Human,15,1,line,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.510427015,Calibrated
Human,15,1,line,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.388283513,Calibrated
Human,15,1,line,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.500313339,Calibrated
Human,15,1,line,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.570420537,Calibrated
Human,15,1,line,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.632997642,Calibrated
Human,15,1,line,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,3.898541325,Calibrated
Human,15,1,line,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.034136423,Calibrated
Human,15,1,line,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.882119166,Calibrated
Human,15,1,line,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.196402587,Calibrated
Human,15,1,line,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.419183879,Calibrated
Human,15,1,line,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.22670709,Calibrated
Human,15,1,line,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.368293118,Calibrated
Human,15,1,line,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.433928625,Calibrated
Human,15,1,line,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.89233004,Calibrated
Human,15,1,line,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.29012758,Calibrated
Human,15,1,line,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,11.40092795,Calibrated
Human,15,1,line,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.852041659,Calibrated
Human,15,1,line,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.699800124,Calibrated
Human,15,1,line,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.327912369,Calibrated
Human,15,1,line,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.064339502,Calibrated
Human,15,1,line,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.036702498,Calibrated
Human,15,1,line,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.821138274,Calibrated
Human,15,1,line,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.033740388,Calibrated
Human,17,1,line,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.639303327,Calibrated
Human,17,1,line,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.740494975,Calibrated
Human,17,1,line,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.548433396,Calibrated
Human,17,1,line,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.578943333,Calibrated
Human,17,1,line,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.588617547,Calibrated
Human,17,1,line,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.659359933,Calibrated
Human,17,1,line,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.99418831,Calibrated
Human,17,1,line,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.629169371,Calibrated
Human,17,1,line,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.598672112,Calibrated
Human,17,1,line,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.851845935,Calibrated
Human,17,1,line,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.588498008,Calibrated
Human,17,1,line,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.105170088,Calibrated
Human,17,1,line,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.699835988,Calibrated
Human,17,1,line,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.87180202,Calibrated
Human,17,1,line,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.872107509,Calibrated
Human,17,1,line,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.740398076,Calibrated
Human,17,1,line,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.392112797,Calibrated
Human,17,1,line,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.801221736,Calibrated
Human,17,1,line,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.90239014,Calibrated
Human,17,1,line,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.770734137,Calibrated
Human,17,1,line,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.517487263,Calibrated
Human,17,1,line,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.689932054,Calibrated
Human,17,1,line,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.05425821,Calibrated
Human,17,1,line,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.66930643,Calibrated
Human,17,1,line,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.730380942,Calibrated
Human,17,1,line,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.648921695,Calibrated
Human,17,1,line,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.963128071,Calibrated
Human,17,1,line,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.841756354,Calibrated
Human,17,1,line,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.649241976,Calibrated
Human,17,1,line,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.862130221,Calibrated
Human,17,1,line,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.689805572,Calibrated
Human,17,1,line,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.99376449,Calibrated
Human,17,1,line,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.014264235,Calibrated
Human,17,1,line,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.83149833,Calibrated
Human,17,1,line,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.479841205,Calibrated
Human,17,1,line,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.06473569,Calibrated
Human,17,1,line,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.705355313,Calibrated
Human,17,1,line,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.773944486,Calibrated
Human,17,1,motor,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.194,Calibrated
Human,17,1,motor,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.197,Calibrated
Human,17,1,motor,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.511,Calibrated
Human,17,1,motor,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.726,Calibrated
Human,17,1,motor,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.739,Calibrated
Human,17,1,motor,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.26,Calibrated
Human,17,1,motor,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.59,Calibrated
Human,17,1,motor,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.911,Calibrated
Human,17,1,motor,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.069,Calibrated
Human,17,1,motor,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.465,Calibrated
Human,17,1,motor,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.851,Calibrated
Human,17,1,motor,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.92,Calibrated
Human,17,1,motor,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.978,Calibrated
Human,17,1,motor,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.688,Calibrated
Human,17,1,motor,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.765,Calibrated
Human,17,1,motor,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.019,Calibrated
Human,17,1,motor,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.065,Calibrated
Human,17,1,motor,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.447,Calibrated
Human,17,1,motor,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.892,Calibrated
Human,17,1,motor,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.967,Calibrated
Human,17,1,motor,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.851,Calibrated
Human,17,1,motor,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.359,Calibrated
Human,17,1,motor,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.201,Calibrated
Human,17,1,motor,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.951,Calibrated
Human,17,1,motor,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.014,Calibrated
Human,17,1,motor,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.34,Calibrated
Human,17,1,motor,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.845,Calibrated
Human,17,1,motor,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.595,Calibrated
Human,17,1,motor,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.96,Calibrated
Human,17,1,motor,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.808,Calibrated
Human,17,1,motor,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.904,Calibrated
Human,17,1,motor,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.073,Calibrated
Human,17,1,motor,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.389,Calibrated
Human,17,1,motor,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.636,Calibrated
Human,17,1,motor,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.267,Calibrated
Human,17,1,motor,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.469,Calibrated
Human,17,1,motor,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.308,Calibrated
Human,17,1,motor,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.243,Calibrated
Human,17,1,digit,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.581751596,Calibrated
Human,17,1,digit,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.501675502,Calibrated
Human,17,1,digit,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.351597801,Calibrated
