Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time
Human,23,3,1,48,Tactile,TOJ,Adaptive,Duration,0.025,Tactile,0.725,Tactile,0.7,1,0.85
Human,23,3,1,49,Tactile,TOJ,Adaptive,Duration,0.055,Tactile,0.755,Tactile,0.7,0,0.681
Human,23,3,1,50,Tactile,TOJ,Adaptive,Duration,0.045,Tactile,0.7,Tactile,0.745,0,0.697
Human,23,3,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.879
Human,23,3,1,2,Auditory,Training,Adaptive,Duration,0.29,Auditory,0.7,Auditory,0.99,1,0.549
Human,23,3,1,3,Auditory,Training,Adaptive,Duration,0.28,Auditory,0.98,Auditory,0.7,1,0.622
Human,23,3,1,4,Auditory,Training,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,0.899
Human,23,3,1,5,Auditory,Training,Adaptive,Duration,0.26,Auditory,0.96,Auditory,0.7,1,0.695
Human,23,3,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,0,0.584
Human,23,3,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,0,0.966
Human,23,3,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.7,Auditory,0.97,0,0.526
Human,23,3,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,1,0.757
Human,23,3,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,0.615
Human,23,3,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.74
Human,23,3,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,0.512
Human,23,3,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,0.802
Human,23,3,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,0.83
Human,23,3,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,0,0.981
Human,23,3,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,1,0.975
Human,23,3,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,0,0.704
Human,23,3,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,0,0.647
Human,23,3,1,14,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,1,0.667
Human,23,3,1,15,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.943
Human,23,3,1,16,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.932
Human,23,3,1,17,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.75
Human,23,3,1,18,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,0,0.845
Human,23,3,1,19,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.697
Human,23,3,1,20,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.998
Human,23,3,1,21,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.909
Human,23,3,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.742
Human,23,3,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,0,0.78
Human,23,3,1,24,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.817
Human,23,3,1,25,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,0.81
Human,23,3,1,26,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.699
Human,23,3,1,27,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,0,0.972
Human,23,3,1,28,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,0.596
Human,23,3,1,29,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,1,0.504
Human,23,3,1,30,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.754
Human,23,3,1,31,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.546
Human,23,3,1,32,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,0.973
Human,23,3,1,33,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,0,0.727
Human,23,3,1,34,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.597
Human,23,3,1,35,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,0,0.59
Human,23,3,1,36,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.785,Auditory,0.7,0,0.622
Human,23,3,1,37,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,0.603
Human,23,3,1,38,Auditory,TOJ,Adaptive,Duration,0.065,Auditory,0.765,Auditory,0.7,0,0.67
Human,23,3,1,39,Auditory,TOJ,Adaptive,Duration,0.055,Auditory,0.755,Auditory,0.7,1,0.783
Human,23,3,1,40,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,1,0.634
Human,23,3,1,41,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.7,Auditory,0.735,0,0.598
Human,23,3,1,42,Auditory,TOJ,Adaptive,Duration,0.025,Auditory,0.7,Auditory,0.725,1,0.869
Human,23,3,1,43,Auditory,TOJ,Adaptive,Duration,0.055,Auditory,0.755,Auditory,0.7,1,0.74
Human,23,3,1,44,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,1,0.525
Human,23,3,1,45,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.735,Auditory,0.7,1,0.775
Human,23,3,1,46,Auditory,TOJ,Adaptive,Duration,0.025,Auditory,0.725,Auditory,0.7,1,0.552
Human,23,3,1,47,Auditory,TOJ,Adaptive,Duration,0.015,Auditory,0.715,Auditory,0.7,1,0.7
Human,23,3,1,48,Auditory,TOJ,Adaptive,Duration,0.005,Auditory,0.7,Auditory,0.705,0,0.572
Human,23,3,1,49,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.7,Auditory,0.735,0,0.631
Human,23,3,1,50,Auditory,TOJ,Adaptive,Duration,0.025,Auditory,0.725,Auditory,0.7,0,0.792
Human,24,1,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.568
Human,24,1,1,2,Visual,Training,Adaptive,Duration,0.29,Visual,0.7,Visual,0.99,1,0.62
Human,24,1,1,3,Visual,Training,Adaptive,Duration,0.28,Visual,0.7,Visual,0.98,1,0.526
Human,24,1,1,4,Visual,Training,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,0,0.945
Human,24,1,1,5,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,1
Human,24,1,1,1,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.629
Human,24,1,1,2,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,1,0.801
Human,24,1,1,3,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,0,0.5
Human,24,1,1,4,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,1,0.96
Human,24,1,1,5,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.914
Human,24,1,1,6,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,1,0.75
Human,24,1,1,7,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,0,0.584
Human,24,1,1,8,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,1,0.957
Human,24,1,1,9,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.866
Human,24,1,1,10,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,0,0.757
Human,24,1,1,11,Visual,TOJ,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,0,0.725
Human,24,1,1,12,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,0,0.607
Human,24,1,1,13,Visual,TOJ,Adaptive,Duration,0.36,Visual,0.7,Visual,1.06,1,0.565
Human,24,1,1,14,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,0,0.531
Human,24,1,1,15,Visual,TOJ,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,0,0.885
Human,24,1,1,16,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,1,0.851
Human,24,1,1,17,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.989
Human,24,1,1,18,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,1,0.652
Human,24,1,1,19,Visual,TOJ,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,1,0.747
Human,24,1,1,20,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,1,0.986
Human,24,1,1,21,Visual,TOJ,Adaptive,Duration,0.36,Visual,0.7,Visual,1.06,0,0.953
Human,24,1,1,22,Visual,TOJ,Adaptive,Duration,0.405,Visual,0.7,Visual,1.105,1,0.825
Human,24,1,1,23,Visual,TOJ,Adaptive,Duration,0.39,Visual,0.7,Visual,1.09,0,0.715
Human,24,1,1,24,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,1,0.781
Human,24,1,1,25,Visual,TOJ,Adaptive,Duration,0.42,Visual,0.7,Visual,1.12,1,0.878
Human,24,1,1,26,Visual,TOJ,Adaptive,Duration,0.405,Visual,0.7,Visual,1.105,0,0.735
Human,24,1,1,27,Visual,TOJ,Adaptive,Duration,0.39,Visual,0.7,Visual,1.09,0,0.966
Human,24,1,1,28,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,0,0.78
Human,24,1,1,29,Visual,TOJ,Adaptive,Duration,0.36,Visual,0.7,Visual,1.06,0,0.616
Human,24,1,1,30,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,0,0.572
Human,24,1,1,31,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,0,0.748
Human,24,1,1,32,Visual,TOJ,Adaptive,Duration,0.365,Visual,0.7,Visual,1.065,0,0.925
Human,24,1,1,33,Visual,TOJ,Adaptive,Duration,0.355,Visual,0.7,Visual,1.055,1,0.821
Human,24,1,1,34,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,1,0.6
Human,24,1,1,35,Visual,TOJ,Adaptive,Duration,0.375,Visual,0.7,Visual,1.075,0,0.939
Human,24,1,1,36,Visual,TOJ,Adaptive,Duration,0.365,Visual,0.7,Visual,1.065,1,0.776
Human,24,1,1,37,Visual,TOJ,Adaptive,Duration,0.355,Visual,0.7,Visual,1.055,1,0.748
Human,24,1,1,38,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,0,0.687
Human,24,1,1,39,Visual,TOJ,Adaptive,Duration,0.335,Visual,0.7,Visual,1.035,1,0.826
Human,24,1,1,40,Visual,TOJ,Adaptive,Duration,0.325,Visual,0.7,Visual,1.025,1,0.994
Human,24,1,1,41,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,0,0.638
Human,24,1,1,42,Visual,TOJ,Adaptive,Duration,0.305,Visual,0.7,Visual,1.005,1,0.855
Human,24,1,1,43,Visual,TOJ,Adaptive,Duration,0.295,Visual,0.7,Visual,0.995,1,0.884
Human,24,1,1,44,Visual,TOJ,Adaptive,Duration,0.325,Visual,0.7,Visual,1.025,1,0.568
Human,24,1,1,45,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,0,0.793
Human,24,1,1,46,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,0,0.755
Human,24,1,1,47,Visual,TOJ,Adaptive,Duration,0.335,Visual,0.7,Visual,1.035,0,0.831
Human,24,1,1,48,Visual,TOJ,Adaptive,Duration,0.325,Visual,0.7,Visual,1.025,0,0.676
Human,24,1,1,49,Visual,TOJ,Adaptive,Duration,0.315,Visual,0.7,Visual,1.015,0,1
Human,24,1,1,50,Visual,TOJ,Adaptive,Duration,0.345,Visual,0.7,Visual,1.045,0,0.623
Human,24,1,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.982
Human,24,1,1,2,Tactile,Training,Adaptive,Duration,0.29,Tactile,0.99,Tactile,0.7,1,0.837
Human,24,1,1,3,Tactile,Training,Adaptive,Duration,0.28,Tactile,0.98,Tactile,0.7,1,0.803
Human,24,1,1,4,Tactile,Training,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,0,0.641
Human,24,1,1,5,Tactile,Training,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.912
Human,24,1,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,0,0.538
Human,24,1,1,2,Tactile,TOJ,Adaptive,Duration,0.345,Tactile,0.7,Tactile,1.045,0,0.903
Human,24,1,1,3,Tactile,TOJ,Adaptive,Duration,0.39,Tactile,1.09,Tactile,0.7,1,0.575
Human,24,1,1,4,Tactile,TOJ,Adaptive,Duration,0.375,Tactile,0.7,Tactile,1.075,0,0.978
Human,24,1,1,5,Tactile,TOJ,Adaptive,Duration,0.36,Tactile,0.7,Tactile,1.06,1,0.678
Human,24,1,1,6,Tactile,TOJ,Adaptive,Duration,0.405,Tactile,0.7,Tactile,1.105,0,0.535
Human,24,1,1,7,Tactile,TOJ,Adaptive,Duration,0.45,Tactile,1.15,Tactile,0.7,1,0.924
Human,24,1,1,8,Tactile,TOJ,Adaptive,Duration,0.435,Tactile,1.135,Tactile,0.7,1,0.829
Human,24,1,1,9,Tactile,TOJ,Adaptive,Duration,0.42,Tactile,1.12,Tactile,0.7,1,0.727
Human,24,1,1,10,Tactile,TOJ,Adaptive,Duration,0.405,Tactile,1.105,Tactile,0.7,1,0.999
Human,24,1,1,11,Tactile,TOJ,Adaptive,Duration,0.39,Tactile,0.7,Tactile,1.09,0,0.83
Human,24,1,1,12,Tactile,TOJ,Adaptive,Duration,0.375,Tactile,1.075,Tactile,0.7,0,0.919
Human,24,1,1,13,Tactile,TOJ,Adaptive,Duration,0.36,Tactile,1.06,Tactile,0.7,1,0.698
Human,24,1,1,14,Tactile,TOJ,Adaptive,Duration,0.345,Tactile,0.7,Tactile,1.045,0,0.888
Human,24,1,1,15,Tactile,TOJ,Adaptive,Duration,0.33,Tactile,0.7,Tactile,1.03,1,0.59
Human,24,1,1,16,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,0.7,Tactile,1.015,1,0.582
Human,24,1,1,17,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.844
Human,24,1,1,18,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,0,0.921
Human,24,1,1,19,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,0,0.933
Human,24,1,1,20,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,1,0.71
Human,24,1,1,21,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,0,0.926
Human,24,1,1,22,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.94
Human,24,1,1,23,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.7,Tactile,0.91,0,0.624
Human,24,1,1,24,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,0,0.597
Human,24,1,1,25,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.766
Human,24,1,1,26,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.779
Human,24,1,1,27,Tactile,TOJ,Adaptive,Duration,0.33,Tactile,1.03,Tactile,0.7,1,0.998
Human,24,1,1,28,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,0.7,Tactile,1.015,0,0.74
Human,24,1,1,29,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.507
Human,24,1,1,30,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,0,0.789
Human,24,1,1,31,Tactile,TOJ,Adaptive,Duration,0.275,Tactile,0.7,Tactile,0.975,0,0.855
Human,24,1,1,32,Tactile,TOJ,Adaptive,Duration,0.305,Tactile,0.7,Tactile,1.005,0,0.957
Human,24,1,1,33,Tactile,TOJ,Adaptive,Duration,0.295,Tactile,0.995,Tactile,0.7,0,0.901
Human,24,1,1,34,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.893
Human,24,1,1,35,Tactile,TOJ,Adaptive,Duration,0.275,Tactile,0.975,Tactile,0.7,0,0.882
Human,24,1,1,36,Tactile,TOJ,Adaptive,Duration,0.265,Tactile,0.965,Tactile,0.7,1,0.715
Human,24,1,1,37,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.595
Human,24,1,1,38,Tactile,TOJ,Adaptive,Duration,0.245,Tactile,0.945,Tactile,0.7,1,0.888
Human,24,1,1,39,Tactile,TOJ,Adaptive,Duration,0.235,Tactile,0.7,Tactile,0.935,0,0.864
Human,24,1,1,40,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,1,0.771
Human,24,1,1,41,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,0,0.639
Human,24,1,1,42,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.511
Human,24,1,1,43,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,1.015,Tactile,0.7,1,0.657
Human,24,1,1,44,Tactile,TOJ,Adaptive,Duration,0.305,Tactile,0.7,Tactile,1.005,0,0.832
Human,24,1,1,45,Tactile,TOJ,Adaptive,Duration,0.295,Tactile,0.995,Tactile,0.7,0,0.968
Human,24,1,1,46,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.973
Human,24,1,1,47,Tactile,TOJ,Adaptive,Duration,0.315,Tactile,1.015,Tactile,0.7,1,0.65
Human,24,1,1,48,Tactile,TOJ,Adaptive,Duration,0.305,Tactile,0.7,Tactile,1.005,0,0.94
Human,24,1,1,49,Tactile,TOJ,Adaptive,Duration,0.295,Tactile,0.995,Tactile,0.7,0,0.686
Human,24,1,1,50,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,1,0.964
Human,24,1,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,0,0.59
Human,24,1,1,2,Auditory,Training,Adaptive,Duration,0.33,Auditory,1.03,Auditory,0.7,1,0.672
Human,24,1,1,3,Auditory,Training,Adaptive,Duration,0.32,Auditory,0.7,Auditory,1.02,1,0.583
Human,24,1,1,4,Auditory,Training,Adaptive,Duration,0.31,Auditory,1.01,Auditory,0.7,1,0.992
Human,24,1,1,5,Auditory,Training,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.902
Human,24,1,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,0,0.7
Human,24,1,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,0,0.898
Human,24,1,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,0.566
Human,24,1,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.808
Human,24,1,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,0.907
Human,24,1,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,0.506
Human,24,1,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,0.876
Human,24,1,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,0.56
Human,24,1,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,0.931
Human,24,1,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,0.727
Human,24,1,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,0,0.911
Human,24,1,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.589
Human,24,1,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,0.803
Human,24,1,1,14,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,1,0.804
Human,24,1,1,15,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.85,Auditory,0.7,0,0.884
Human,24,1,1,16,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.533
Human,24,1,1,17,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,0,0.895
Human,24,1,1,18,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,0.875
Human,24,1,1,19,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,0,0.805
Human,24,1,1,20,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.548
Human,24,1,1,21,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,0.542
Human,24,1,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.868
Human,24,1,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,0,0.934
Human,24,1,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.858
Human,24,1,1,25,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.548
Human,24,1,1,26,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.628
Human,24,1,1,27,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.685
Human,24,1,1,28,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.879
Human,24,1,1,29,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,0.924
Human,24,1,1,30,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,0.789
Human,24,1,1,31,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.855,Auditory,0.7,1,0.788
Human,24,1,1,32,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,0,0.913
Human,24,1,1,33,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.701
Human,24,1,1,34,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,0,0.766
Human,24,1,1,35,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.7,Auditory,0.855,1,0.87
Human,24,1,1,36,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,1,0.984
Human,24,1,1,37,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.875,Auditory,0.7,1,0.575
Human,24,1,1,38,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,0,0.853
Human,24,1,1,39,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,1,0.95
Human,24,1,1,40,Auditory,TOJ,Adaptive,Duration,0.185,Auditory,0.885,Auditory,0.7,1,0.761
Human,24,1,1,41,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.7,Auditory,0.875,0,0.834
Human,24,1,1,42,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,0.671
Human,24,1,1,43,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.7,Auditory,0.855,0,0.998
Human,24,1,1,44,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,0,0.78
Human,24,1,1,45,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.974
Human,24,1,1,46,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,0,0.657
Human,24,1,1,47,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,0,0.78
Human,24,1,1,48,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,1,0.86
Human,24,1,1,49,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.736
Human,24,1,1,50,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,0,0.801
Human,25,2,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.786
Human,25,2,1,2,Visual,Training,Adaptive,Duration,0.33,Visual,0.7,Visual,1.03,1,0.765
Human,25,2,1,3,Visual,Training,Adaptive,Duration,0.32,Visual,0.7,Visual,1.02,1,0.839
Human,25,2,1,4,Visual,Training,Adaptive,Duration,0.31,Visual,0.7,Visual,1.01,1,0.717
Human,25,2,1,5,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.865
Human,25,2,1,1,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.953
Human,25,2,1,2,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,1,0.789
Human,25,2,1,3,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,1,0.659
Human,25,2,1,4,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.824
Human,25,2,1,5,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,1,0.854
Human,25,2,1,6,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,1,0.764
Human,25,2,1,7,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,1,0.706
Human,25,2,1,8,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,0,0.51
Human,25,2,1,9,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,1,0.606
Human,25,2,1,10,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,0,0.838
Human,25,2,1,11,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,0,0.735
Human,25,2,1,12,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.815
Human,25,2,1,13,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.645
