Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time
Human,25,2,1,14,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.931
Human,25,2,1,15,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,0,0.785
Human,25,2,1,16,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.583
Human,25,2,1,17,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,0,0.662
Human,25,2,1,18,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.95
Human,25,2,1,19,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,1,0.699
Human,25,2,1,20,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.69
Human,25,2,1,21,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,0,0.903
Human,25,2,1,22,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.511
Human,25,2,1,23,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,0,0.511
Human,25,2,1,24,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.875
Human,25,2,1,25,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,1,0.89
Human,25,2,1,26,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,1,0.849
Human,25,2,1,27,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,1,0.857
Human,25,2,1,28,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.885
Human,25,2,1,29,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.759
Human,25,2,1,30,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.781
Human,25,2,1,31,Visual,TOJ,Adaptive,Duration,0.155,Visual,0.7,Visual,0.855,1,0.797
Human,25,2,1,32,Visual,TOJ,Adaptive,Duration,0.145,Visual,0.7,Visual,0.845,1,0.573
Human,25,2,1,33,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.717
Human,25,2,1,34,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.591
Human,25,2,1,35,Visual,TOJ,Adaptive,Duration,0.155,Visual,0.7,Visual,0.855,1,0.946
Human,25,2,1,36,Visual,TOJ,Adaptive,Duration,0.145,Visual,0.7,Visual,0.845,1,0.911
Human,25,2,1,37,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,1,0.732
Human,25,2,1,38,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,0,0.58
Human,25,2,1,39,Visual,TOJ,Adaptive,Duration,0.155,Visual,0.7,Visual,0.855,1,0.833
Human,25,2,1,40,Visual,TOJ,Adaptive,Duration,0.145,Visual,0.7,Visual,0.845,0,0.925
Human,25,2,1,41,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.794
Human,25,2,1,42,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,1,0.58
Human,25,2,1,43,Visual,TOJ,Adaptive,Duration,0.115,Visual,0.7,Visual,0.815,1,0.824
Human,25,2,1,44,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,0,0.852
Human,25,2,1,45,Visual,TOJ,Adaptive,Duration,0.095,Visual,0.7,Visual,0.795,1,0.973
Human,25,2,1,46,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,0,0.61
Human,25,2,1,47,Visual,TOJ,Adaptive,Duration,0.115,Visual,0.7,Visual,0.815,0,0.525
Human,25,2,1,48,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,0,0.821
Human,25,2,1,49,Visual,TOJ,Adaptive,Duration,0.095,Visual,0.7,Visual,0.795,1,0.923
Human,25,2,1,50,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,1,0.726
Human,25,2,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.802
Human,25,2,1,2,Tactile,Training,Adaptive,Duration,0.29,Tactile,0.7,Tactile,0.99,1,0.942
Human,25,2,1,3,Tactile,Training,Adaptive,Duration,0.28,Tactile,0.7,Tactile,0.98,1,0.6
Human,25,2,1,4,Tactile,Training,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.872
Human,25,2,1,5,Tactile,Training,Adaptive,Duration,0.26,Tactile,0.96,Tactile,0.7,1,0.658
Human,25,2,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.872
Human,25,2,1,2,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,1,0.777
Human,25,2,1,3,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.869
Human,25,2,1,4,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.797
Human,25,2,1,5,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,0,0.73
Human,25,2,1,6,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,0,0.639
Human,25,2,1,7,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,1,0.936
Human,25,2,1,8,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.564
Human,25,2,1,9,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.88,Tactile,0.7,0,0.901
Human,25,2,1,10,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,1,0.552
Human,25,2,1,11,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.7,Tactile,0.91,1,0.897
Human,25,2,1,12,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.895,Tactile,0.7,0,0.649
Human,25,2,1,13,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.88,Tactile,0.7,1,0.787
Human,25,2,1,14,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.7,Tactile,0.865,0,0.809
Human,25,2,1,15,Tactile,TOJ,Adaptive,Duration,0.15,Tactile,0.7,Tactile,0.85,1,0.732
Human,25,2,1,16,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,1,0.845
Human,25,2,1,17,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.7,Tactile,0.82,1,0.911
Human,25,2,1,18,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.934
Human,25,2,1,19,Tactile,TOJ,Adaptive,Duration,0.15,Tactile,0.85,Tactile,0.7,1,0.804
Human,25,2,1,20,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.64
Human,25,2,1,21,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.82,Tactile,0.7,0,0.927
Human,25,2,1,22,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,0,0.909
Human,25,2,1,23,Tactile,TOJ,Adaptive,Duration,0.09,Tactile,0.7,Tactile,0.79,1,0.727
Human,25,2,1,24,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.615
Human,25,2,1,25,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.82,Tactile,0.7,0,0.509
Human,25,2,1,26,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,0,0.977
Human,25,2,1,27,Tactile,TOJ,Adaptive,Duration,0.15,Tactile,0.85,Tactile,0.7,1,0.616
Human,25,2,1,28,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.835,Tactile,0.7,1,0.982
Human,25,2,1,29,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.82,Tactile,0.7,1,0.786
Human,25,2,1,30,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,0,0.656
Human,25,2,1,31,Tactile,TOJ,Adaptive,Duration,0.095,Tactile,0.7,Tactile,0.795,1,0.975
Human,25,2,1,32,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.825,Tactile,0.7,1,0.945
Human,25,2,1,33,Tactile,TOJ,Adaptive,Duration,0.115,Tactile,0.7,Tactile,0.815,0,0.796
Human,25,2,1,34,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.805,Tactile,0.7,0,0.511
Human,25,2,1,35,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,1,0.642
Human,25,2,1,36,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.825,Tactile,0.7,0,0.893
Human,25,2,1,37,Tactile,TOJ,Adaptive,Duration,0.115,Tactile,0.7,Tactile,0.815,0,0.511
Human,25,2,1,38,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.505
Human,25,2,1,39,Tactile,TOJ,Adaptive,Duration,0.095,Tactile,0.795,Tactile,0.7,0,0.825
Human,25,2,1,40,Tactile,TOJ,Adaptive,Duration,0.085,Tactile,0.785,Tactile,0.7,1,0.803
Human,25,2,1,41,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.775,Tactile,0.7,1,0.956
Human,25,2,1,42,Tactile,TOJ,Adaptive,Duration,0.065,Tactile,0.765,Tactile,0.7,1,0.637
Human,25,2,1,43,Tactile,TOJ,Adaptive,Duration,0.055,Tactile,0.7,Tactile,0.755,0,0.951
Human,25,2,1,44,Tactile,TOJ,Adaptive,Duration,0.085,Tactile,0.785,Tactile,0.7,1,0.67
Human,25,2,1,45,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.7,Tactile,0.775,0,0.804
Human,25,2,1,46,Tactile,TOJ,Adaptive,Duration,0.065,Tactile,0.765,Tactile,0.7,0,0.524
Human,25,2,1,47,Tactile,TOJ,Adaptive,Duration,0.055,Tactile,0.755,Tactile,0.7,1,0.582
Human,25,2,1,48,Tactile,TOJ,Adaptive,Duration,0.045,Tactile,0.745,Tactile,0.7,1,0.872
Human,25,2,1,49,Tactile,TOJ,Adaptive,Duration,0.035,Tactile,0.7,Tactile,0.735,0,0.911
Human,25,2,1,50,Tactile,TOJ,Adaptive,Duration,0.065,Tactile,0.7,Tactile,0.765,0,0.719
Human,25,2,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.553
Human,25,2,1,2,Auditory,Training,Adaptive,Duration,0.29,Auditory,0.7,Auditory,0.99,1,0.89
Human,25,2,1,3,Auditory,Training,Adaptive,Duration,0.28,Auditory,0.98,Auditory,0.7,1,0.502
Human,25,2,1,4,Auditory,Training,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,0.679
Human,25,2,1,5,Auditory,Training,Adaptive,Duration,0.26,Auditory,0.96,Auditory,0.7,1,0.99
Human,25,2,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,0,0.87
Human,25,2,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,0.987
Human,25,2,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.62
Human,25,2,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.985
Human,25,2,1,5,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.692
Human,25,2,1,6,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,0,0.542
Human,25,2,1,7,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.642
Human,25,2,1,8,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.635
Human,25,2,1,9,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,0.712
Human,25,2,1,10,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.737
Human,25,2,1,11,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.895
Human,25,2,1,12,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,1,0.505
Human,25,2,1,13,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,0.941
Human,25,2,1,14,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.532
Human,25,2,1,15,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,0.925
Human,25,2,1,16,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,0.874
Human,25,2,1,17,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,1,0.701
Human,25,2,1,18,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.568
Human,25,2,1,19,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.7,Auditory,0.91,0,0.584
Human,25,2,1,20,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.895,Auditory,0.7,0,0.664
Human,25,2,1,21,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,1,0.954
Human,25,2,1,22,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.7,Auditory,0.865,0,0.836
Human,25,2,1,23,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,1,0.921
Human,25,2,1,24,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,0.821
Human,25,2,1,25,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.88,Auditory,0.7,0,0.916
Human,25,2,1,26,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.732
Human,25,2,1,27,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,0,0.723
Human,25,2,1,28,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,0,0.537
Human,25,2,1,29,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,0,0.875
Human,25,2,1,30,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.572
Human,25,2,1,31,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.855,Auditory,0.7,1,0.657
Human,25,2,1,32,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,0,0.878
Human,25,2,1,33,Auditory,TOJ,Adaptive,Duration,0.175,Auditory,0.875,Auditory,0.7,1,0.761
Human,25,2,1,34,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,1,0.671
Human,25,2,1,35,Auditory,TOJ,Adaptive,Duration,0.155,Auditory,0.7,Auditory,0.855,0,0.988
Human,25,2,1,36,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,0,0.884
Human,25,2,1,37,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,0,0.5
Human,25,2,1,38,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,0,0.776
Human,25,2,1,39,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,0.824
Human,25,2,1,40,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.957
Human,25,2,1,41,Auditory,TOJ,Adaptive,Duration,0.095,Auditory,0.7,Auditory,0.795,1,0.953
Human,25,2,1,42,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.7,Auditory,0.785,1,0.547
Human,25,2,1,43,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.7,Auditory,0.815,0,0.965
Human,25,2,1,44,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.845,Auditory,0.7,1,0.914
Human,25,2,1,45,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.835,Auditory,0.7,1,0.746
Human,25,2,1,46,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.825,Auditory,0.7,1,0.997
Human,25,2,1,47,Auditory,TOJ,Adaptive,Duration,0.115,Auditory,0.815,Auditory,0.7,1,0.526
Human,25,2,1,48,Auditory,TOJ,Adaptive,Duration,0.145,Auditory,0.7,Auditory,0.845,1,0.956
Human,25,2,1,49,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.722
Human,25,2,1,50,Auditory,TOJ,Adaptive,Duration,0.125,Auditory,0.7,Auditory,0.825,1,0.522
Human,26,1,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.718
Human,26,1,1,2,Tactile,Training,Adaptive,Duration,0.29,Tactile,0.99,Tactile,0.7,1,0.818
Human,26,1,1,3,Tactile,Training,Adaptive,Duration,0.28,Tactile,0.98,Tactile,0.7,1,0.93
Human,26,1,1,4,Tactile,Training,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.749
Human,26,1,1,5,Tactile,Training,Adaptive,Duration,0.26,Tactile,0.96,Tactile,0.7,1,0.729
Human,26,1,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,0,0.741
Human,26,1,1,2,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,0,0.555
Human,26,1,1,3,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,0,0.75
Human,26,1,1,4,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,0,0.67
Human,26,1,1,5,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,0,0.698
Human,26,1,1,6,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,1,0.891
Human,26,1,1,7,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,0,0.581
Human,26,1,1,8,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.678
Human,26,1,1,9,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.88,Tactile,0.7,0,0.971
Human,26,1,1,10,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.7,Tactile,0.865,0,0.609
Human,26,1,1,11,Tactile,TOJ,Adaptive,Duration,0.15,Tactile,0.85,Tactile,0.7,0,0.749
Human,26,1,1,12,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.895,Tactile,0.7,0,0.744
Human,26,1,1,13,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.88,Tactile,0.7,1,0.96
Human,26,1,1,14,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,1,0.667
Human,26,1,1,15,Tactile,TOJ,Adaptive,Duration,0.15,Tactile,0.85,Tactile,0.7,1,0.816
Human,26,1,1,16,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.741
Human,26,1,1,17,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.7,Tactile,0.82,1,0.57
Human,26,1,1,18,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.731
Human,26,1,1,19,Tactile,TOJ,Adaptive,Duration,0.09,Tactile,0.7,Tactile,0.79,1,0.81
Human,26,1,1,20,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.7,Tactile,0.775,1,0.801
Human,26,1,1,21,Tactile,TOJ,Adaptive,Duration,0.06,Tactile,0.76,Tactile,0.7,0,0.653
Human,26,1,1,22,Tactile,TOJ,Adaptive,Duration,0.045,Tactile,0.7,Tactile,0.745,0,0.893
Human,26,1,1,23,Tactile,TOJ,Adaptive,Duration,0.03,Tactile,0.73,Tactile,0.7,0,0.891
Human,26,1,1,24,Tactile,TOJ,Adaptive,Duration,0.015,Tactile,0.7,Tactile,0.715,0,0.826
Human,26,1,1,25,Tactile,TOJ,Adaptive,Duration,0.06,Tactile,0.76,Tactile,0.7,1,0.909
Human,26,1,1,26,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.785
Human,26,1,1,27,Tactile,TOJ,Adaptive,Duration,0.09,Tactile,0.7,Tactile,0.79,1,0.765
Human,26,1,1,28,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.775,Tactile,0.7,0,0.894
Human,26,1,1,29,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.82,Tactile,0.7,0,0.698
Human,26,1,1,30,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,0,0.652
Human,26,1,1,31,Tactile,TOJ,Adaptive,Duration,0.095,Tactile,0.795,Tactile,0.7,0,0.576
Human,26,1,1,32,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.825,Tactile,0.7,0,0.814
Human,26,1,1,33,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.7,Tactile,0.855,1,0.569
Human,26,1,1,34,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.845,Tactile,0.7,0,0.602
Human,26,1,1,35,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.71
Human,26,1,1,36,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.7,Tactile,0.825,1,0.96
Human,26,1,1,37,Tactile,TOJ,Adaptive,Duration,0.115,Tactile,0.815,Tactile,0.7,0,0.877
Human,26,1,1,38,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.805,Tactile,0.7,1,0.745
Human,26,1,1,39,Tactile,TOJ,Adaptive,Duration,0.095,Tactile,0.795,Tactile,0.7,1,0.839
Human,26,1,1,40,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.7,Tactile,0.825,1,0.895
Human,26,1,1,41,Tactile,TOJ,Adaptive,Duration,0.115,Tactile,0.7,Tactile,0.815,1,0.805
Human,26,1,1,42,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.913
Human,26,1,1,43,Tactile,TOJ,Adaptive,Duration,0.095,Tactile,0.795,Tactile,0.7,0,0.809
Human,26,1,1,44,Tactile,TOJ,Adaptive,Duration,0.085,Tactile,0.7,Tactile,0.785,0,0.619
Human,26,1,1,45,Tactile,TOJ,Adaptive,Duration,0.115,Tactile,0.815,Tactile,0.7,1,0.59
Human,26,1,1,46,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.7,Tactile,0.845,1,0.623
Human,26,1,1,47,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.835,Tactile,0.7,0,0.592
Human,26,1,1,48,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,0,0.526
Human,26,1,1,49,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.7,Tactile,0.855,0,0.947
Human,26,1,1,50,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.845,Tactile,0.7,0,0.553
Human,26,1,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.89
Human,26,1,1,2,Visual,Training,Adaptive,Duration,0.29,Visual,0.7,Visual,0.99,1,0.747
Human,26,1,1,3,Visual,Training,Adaptive,Duration,0.28,Visual,0.7,Visual,0.98,1,0.52
Human,26,1,1,4,Visual,Training,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,1,0.7
Human,26,1,1,5,Visual,Training,Adaptive,Duration,0.26,Visual,0.7,Visual,0.96,1,0.943
Human,26,1,1,1,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.95
Human,26,1,1,2,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,0,0.82
Human,26,1,1,3,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,0,0.587
Human,26,1,1,4,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,0,0.562
Human,26,1,1,5,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,0,0.914
Human,26,1,1,6,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,1,0.667
Human,26,1,1,7,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,1,0.879
Human,26,1,1,8,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.952
Human,26,1,1,9,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.69
Human,26,1,1,10,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.547
Human,26,1,1,11,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,1,0.726
Human,26,1,1,12,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.692
Human,26,1,1,13,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,1,0.951
Human,26,1,1,14,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,0,0.739
Human,26,1,1,15,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,1,0.919
Human,26,1,1,16,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.67
Human,26,1,1,17,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,0,0.69
Human,26,1,1,18,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,1,0.611
Human,26,1,1,19,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,1,0.858
Human,26,1,1,20,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.922
Human,26,1,1,21,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.675
Human,26,1,1,22,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.818
Human,26,1,1,23,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,1,0.755
Human,26,1,1,24,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.621
Human,26,1,1,25,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,0,0.59
Human,26,1,1,26,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.82
Human,26,1,1,27,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,0,0.95
Human,26,1,1,28,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.604
Human,26,1,1,29,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,1,0.583
Human,26,1,1,30,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,1,0.804
Human,26,1,1,31,Visual,TOJ,Adaptive,Duration,0.215,Visual,0.7,Visual,0.915,1,0.934
Human,26,1,1,32,Visual,TOJ,Adaptive,Duration,0.205,Visual,0.7,Visual,0.905,0,0.65
Human,26,1,1,33,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,1,0.593
